"Clethrionomys_glareolus"	"Sorex_araneus"	"Apodemus_flavicollis"	"Microtus_arvalis"	"Apodemus_uralensis"	"Spermophilus_pygmaeus"	"Talpa_europaea"	"Spermophilus_major"	"Sorex_minutus"	"Arvicola_terrestris"	"Sicista_betulina"	"Apodemus_agrarius"	"Clethrionomys_rutilus"	"Sciurus_vulgaris"	"Microtus_agrestis"	"Neomys_fodiens"	"Microtus_oeconomus"	"Allactaga_major"	"Tamias_sibiricus"	"Marmota_bobak"	"Dryomys_nitedula"	"Allocricetulus_eversmanni"	"Cricetulus_migratorius"	"Cricetus_cricetus"	"Sicista_subtilis"	"Spermophilus_suslicus"	"Myoxus_glis"	"Stenoponia_suknevi"	"Rostropsylla_daca"	"Rhadinopsylla_li"	"Xenopsylla_nubica"	"Wagnerina_tuvensis"	"Stenoponia_vlasovi"	"Tarsopsylla_octodecimdentata"	"Wagnerina_schelkovnikovi"	"Stenoponia_tripectinata"	"Xenopsylla_hirtipes"	"Rhadinopsylla_socia"	"Xenopsylla_skrjabini"	"Xenopsylla_cheopis"	"Rhadinopsylla_pentacantha"	"Xenopsylla_nuttalli"	"Xenopsylla_persica"	"Xenopsylla_conformis"	"Xenopsylla_magdalinae"	"Wagnerina_longicauda"	"Peromyscopsylla_tikhomirovae"	"Stenoponia_montana"	"Rhadinopsylla_rothschildi"	"Stenoponia_conspecta"	"Frontopsylla_semura"	"Stenoponia_ivanovi"	"Stenoponia_sidimi"	"Echidnophaga_oschanini"	"Rhadinopsylla_pseudodahurica"	"Xenopsylla_gerbilli"	"Rhadinopsylla_ucrainica"	"Megabothris_asio"	"Megabothris_calcarifer"	"Synosternus_longispinus"	"Amphipsylla_georgica"	"Neopsylla_mana"
"Clethrionomys_glareolus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.368232941764559	0.109378905273682	0.19170832291927	0.0170957260684829	0.0805861034741315	0.00753561609597601	0.0195701074731317	0.0325043739065234	0.0134403899025244	0	0	0.0212571857035741	0.00118095476130967	0.00275556110972257	0.015071232191952	0.0138340414896276	0	0.000168707823044239	0.00348662834291427	0	0	0.000449887528117971	0	0	0.000168707823044239	0	0.000674831292176956	0	0.000112471882029493	0.000112471882029493	0.000224943764058985	0.000449887528117971	0	0	0
"Sorex_araneus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0353215767634855	0.0214730290456432	0.00731327800829876	0.434595435684647	0.00980290456431535	0.285217842323651	0.0885373443983403	0.00202282157676349	0.00342323651452282	0	0	0.00155601659751037	0.000311203319502075	0.00140041493775934	0.00311203319502075	0.0024896265560166	0	0.000311203319502075	0.000466804979253112	0	0	0	0.000933609958506224	0	0.000622406639004149	0	0	0	0.000466804979253112	0.000622406639004149	0	0	0	0	0
"Apodemus_flavicollis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.201544401544402	0.42046332046332	0.0277992277992278	0.00799227799227799	0.164362934362934	0	0.017027027027027	0.00764478764478765	0.0135521235521236	0	0	0.0072972972972973	0	0.00208494208494208	0.00486486486486487	0.00173745173745174	0	0	0.0145945945945946	0	0	0.00416988416988417	0.00312741312741313	0	0	0	0.00173745173745174	0	0	0	0	0	0	0	0
"Microtus_arvalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.218805590851334	0.167344345616264	0.0667090216010165	0.020584498094028	0.0754764930114358	0.00304955527318933	0.0587039390088945	0.0346886912325286	0.0762388818297332	0	0	0.00571791613722999	0.00533672172808132	0.118551461245235	0.00876747141041931	0.020584498094028	0	0	0.001143583227446	0	0	0.00914866581956798	0.00609911054637865	0	0	0	0.00190597204574333	0	0	0	0.001143583227446	0	0	0	0
"Apodemus_uralensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.212473572938689	0.312684989429175	0.0437632135306554	0.0247357293868922	0.180126849894292	0.00697674418604651	0.0145877378435518	0.0101479915433404	0.0272727272727273	0	0	0.00697674418604651	0.0025369978858351	0	0.00317124735729387	0.00190274841437632	0	0	0.0241014799154334	0	0	0.0101479915433404	0.0101479915433404	0	0	0	0	0	0.00507399577167019	0	0.00190274841437632	0	0.00126849894291755	0	0
"Spermophilus_pygmaeus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17027027027027	0.402702702702703	0	0	0	0	0	0.216216216216216	0	0	0	0.0918918918918919	0	0	0	0	0.0189189189189189	0	0	0	0	0	0	0	0	0
"Talpa_europaea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0906398104265403	0.232464454976303	0.0042654028436019	0.0309241706161137	0.00319905213270142	0.0287914691943128	0.0757109004739336	0.00319905213270142	0.0575829383886256	0	0	0.0042654028436019	0	0	0	0	0	0.285781990521327	0	0	0	0	0.0469194312796209	0	0.0362559241706161	0	0	0	0	0	0	0	0	0	0
"Spermophilus_major"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.636185133239832	0.171669004207574	0	0	0	0	0	0.0555399719495091	0	0	0	0.0290322580645161	0	0	0	0	0.00504908835904628	0	0	0.00252454417952314	0	0	0	0	0	0
"Sorex_minutus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0315789473684211	0.0131578947368421	0.00526315789473684	0.531578947368421	0.00789473684210526	0.267105263157895	0.0328947368421053	0.00263157894736842	0.00526315789473684	0	0	0	0	0	0	0.00263157894736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Arvicola_terrestris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0186115214180207	0.0651403249630724	0.0265878877400295	0	0.0106351550960118	0	0.0159527326440177	0.00531757754800591	0.0957163958641064	0	0	0	0.519793205317578	0.0505169867060561	0.086410635155096	0.00531757754800591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sicista_betulina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.175471698113208	0.0254716981132075	0.0735849056603774	0.138679245283019	0.0509433962264151	0.0509433962264151	0.0509433962264151	0.019811320754717	0	0	0	0	0	0	0.00849056603773585	0	0	0	0	0	0	0.00566037735849057	0	0	0	0	0	0	0	0	0	0	0	0
"Apodemus_agrarius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.130705394190871	0.115767634854772	0.0224066390041494	0	0.104564315352697	0	0.0336099585062241	0	0.100829875518672	0	0	0	0	0.0186721991701245	0.0522821576763485	0	0	0	0.313692946058091	0	0	0	0	0	0	0	0.00746887966804979	0	0	0	0	0	0	0	0
"Clethrionomys_rutilus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.310084033613445	0.0983193277310924	0.185294117647059	0.00756302521008403	0.0794117647058824	0.0189075630252101	0.0567226890756303	0.0264705882352941	0.00756302521008403	0	0	0.0378151260504202	0	0	0.0226890756302521	0.0491596638655462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sciurus_vulgaris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.833522727272727	0	0.0664772727272727	0	0	0	0	0	0	0	0	0	0	0	0	0
"Microtus_agrestis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.238064516129032	0.16258064516129	0.0580645161290323	0.0290322580645161	0.104516129032258	0.0174193548387097	0.052258064516129	0.0870967741935484	0	0	0	0	0	0.0290322580645161	0.0116129032258065	0.110322580645161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
