"Daucus_carota_carota"	"Sonchus_tenerrinus"	"Carpobrotus_sp1_M_PL_058"	"Opuntia_stricta"	"Cistus_monspeliensis"	"Lavandula_stoechas"	"Cistus_salvifolius"	"Cistus_albidus"	"Urospermum_picrioides"	"Rosmarinus_officinalis"	"Aetheorrina_bulbosa"	"Galactites_tomentosa"	"Eryngium_campestre"	"Convolvulus_althaeoides"	"Scabiosa_stellata"	"Sedum_sediforme"	"Thymelaea_hirusta"	"Ruta_chalepensis"	"Helichrysum_stoechas"	"Psoralea_bituminosa"	"Dorychnium_pentaphylum"	"Alyssum_maritimum"	"Helianthemum_guttatum"	"Lathyrus_clymenum"	"Equium_sabulicola"	"Euphorbia_segatalis"	"Allium_ampeloprasum"	"Brassica_fruticulosa"	"Dianthus_caryophillus"	"Hypericum_perfolatum"	"Linum_sp1_M_PL_058"	"Vicea_lutea"	"Andrena_sp1_M_PL_058"	"Apis_mellifera"	"Mordellistena_pumila"	"Oedemera_lurida"	"Oxythyrea_funesta"	"Anthidium_sticticum"	"Psilothrix_sp1_M_PL_058"	"Unidentified_sp35_M_PL_058"	"Bombus_terrestris"	"Oedemera_flavipes"	"Myrabilis_quadripunctata"	"Lasioglossum_sp1_M_PL_058"	"Mordella_bipunctata"	"Halictus_gemmeus"	"Unidentified_sp38_M_PL_058"	"Criptocephalus_sp1_M_PL_058"	"Unidentified_sp43_M_PL_058"	"Xylocopa_sp1_M_PL_058"	"Halictus_pyrenaicus"	"Colletes_sp1_M_PL_058"	"Amegilla_femorata"	"Megachile_sp2_M_PL_058"	"Plagiolepsis_pigmaea"	"Anthidium_sp1_M_PL_058"	"Oedemera_nobilis"	"Halictus_sp1_M_PL_058"	"Osmia_sp1_M_PL_058"	"Oedemera_barbara"	"Camponotus_aethiops"	"Hylaeus_sp2_M_PL_058"	"Trichodes_apiarius"	"Nomada_sp1_M_PL_058"	"Polistes_gallicum"	"Unidentified_sp37_M_PL_058"	"Unidentified_sp41_M_PL_058"	"Conophorus_virescens"	"Scolia_sp1_M_PL_058"	"Unidentified_sp46_M_PL_058"	"Halyctus_sp1_M_PL_058"	"Hylaeus_nigritus"	"Sphaerophoria_sp1_M_PL_058"	"Unidentified_sp42_M_PL_058"	"Callophrys_rubi"	"Sphecodes_sp1_M_PL_058"	"Anthophora_sp1_M_PL_058"	"Ceratina_cucurbitina"	"Unidentified_sp39_M_PL_058"	"Unidentified_sp53_M_PL_058"	"Unidentified_sp61_M_PL_058"	"Unidentified_sp64_M_PL_058"	"Unidentified_sp40_M_PL_058"	"Unidentified_sp45_M_PL_058"	"Unidentified_sp49_M_PL_058"	"Unidentified_sp62_M_PL_058"	"Vanesa_atlantica"	"Zygaena_sp1_M_PL_058"	"Cerceris_sp1_M_PL_058"	"Eucera_sp1_M_PL_058"	"Helorus_coruscus"	"Hylaeus_variegatus"	"Lassiopogon_sp1_M_PL_058"	"Megachile_sp1_M_PL_058"	"Papilion_machaon"	"Pieris_rapae"	"Pyronia_tithonus"	"Stenopterus_rufus"	"Unidentified_sp36_M_PL_058"	"Unidentified_sp44_M_PL_058"	"Unidentified_sp47_M_PL_058"	"Unidentified_sp48_M_PL_058"	"Unidentified_sp50_M_PL_058"	"Unidentified_sp51_M_PL_058"	"Unidentified_sp52_M_PL_058"	"Unidentified_sp54_M_PL_058"	"Unidentified_sp55_M_PL_058"	"Unidentified_sp56_M_PL_058"	"Unidentified_sp57_M_PL_058"	"Unidentified_sp58_M_PL_058"	"Unidentified_sp59_M_PL_058"	"Unidentified_sp60_M_PL_058"	"Unidentified_sp63_M_PL_058"
"Daucus_carota_carota"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0612244897959184	0.00612244897959184	0.269387755102041	0.0183673469387755	0	0	0.00612244897959184	0.177551020408163	0	0.0183673469387755	0.0183673469387755	0.0183673469387755	0.116326530612245	0.0612244897959184	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0183673469387755	0.00612244897959184	0.0244897959183673	0.0244897959183673	0	0	0	0.0122448979591837	0	0.00612244897959184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0122448979591837	0	0	0	0	0	0	0	0	0	0	0	0	0.00612244897959184	0	0	0	0	0	0.00612244897959184	0	0	0.00612244897959184	0	0	0	0.00612244897959184	0	0
"Sonchus_tenerrinus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.342537313432836	0.0604477611940299	0	0.0604477611940299	0.0134328358208955	0.00671641791044776	0.0671641791044776	0.00671641791044776	0.00671641791044776	0.026865671641791	0.0134328358208955	0.0470149253731343	0.0134328358208955	0.0134328358208955	0	0.0402985074626866	0	0	0.026865671641791	0.00671641791044776	0	0	0	0	0	0	0	0.0335820895522388	0	0.0201492537313433	0.00671641791044776	0.0201492537313433	0	0.00671641791044776	0	0	0.00671641791044776	0	0	0	0.0134328358208955	0	0	0.00671641791044776	0	0	0	0	0	0	0.00671641791044776	0	0	0.0134328358208955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00671641791044776	0.00671641791044776	0	0	0	0	0	0	0	0	0	0
"Carpobrotus_sp1_M_PL_058"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0272727272727273	0.0477272727272727	0.0477272727272727	0.143181818181818	0.136363636363636	0.0340909090909091	0.15	0.00681818181818182	0.0954545454545455	0.0204545454545455	0	0	0.00681818181818182	0	0.0545454545454545	0.0204545454545455	0	0	0	0	0	0.00681818181818182	0.0136363636363636	0	0.0136363636363636	0.00681818181818182	0.0136363636363636	0	0	0	0	0	0	0	0.0136363636363636	0	0	0	0.0204545454545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00681818181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00681818181818182	0	0	0	0	0	0	0.00681818181818182
"Opuntia_stricta"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00692307692307692	0.228461538461538	0.0207692307692308	0	0.0415384615384615	0.0138461538461538	0	0.0276923076923077	0.124615384615385	0.0138461538461538	0.138461538461538	0.0207692307692308	0.0138461538461538	0	0	0	0	0.103846153846154	0.0346153846153846	0	0	0	0	0.0346153846153846	0	0	0	0	0.0484615384615385	0	0	0	0	0	0	0	0.0138461538461538	0	0	0.0138461538461538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cistus_monspeliensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166019417475728	0.0174757281553398	0.0262135922330097	0.297087378640777	0.122330097087379	0.0174757281553398	0.0087378640776699	0	0	0.0087378640776699	0.0087378640776699	0.0436893203883495	0	0	0.0087378640776699	0	0.0524271844660194	0	0.0087378640776699	0	0.0087378640776699	0	0.0262135922330097	0	0	0	0	0	0	0.0087378640776699	0	0	0	0	0	0	0	0.0174757281553398	0	0	0.0174757281553398	0	0	0.0174757281553398	0	0	0	0.0087378640776699	0	0	0	0	0	0	0	0	0	0	0	0.0087378640776699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lavandula_stoechas"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028125	0.1875	0	0	0.009375	0.290625	0	0	0	0	0	0.028125	0	0	0	0	0.028125	0	0	0	0.075	0.075	0	0.009375	0	0.028125	0	0	0	0	0	0	0	0	0	0.028125	0	0	0.009375	0	0	0	0.01875	0.009375	0.01875	0	0	0.009375	0	0.028125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009375	0	0	0.009375	0
"Cistus_salvifolius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20958904109589	0.0246575342465753	0.036986301369863	0.036986301369863	0.172602739726027	0	0.0863013698630137	0.0246575342465753	0	0.0123287671232877	0	0	0	0	0.0863013698630137	0	0.0123287671232877	0	0	0	0.0123287671232877	0	0.0493150684931507	0	0.0493150684931507	0	0.0123287671232877	0	0	0	0	0	0	0.036986301369863	0	0.0123287671232877	0	0	0.0123287671232877	0	0	0.0123287671232877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cistus_albidus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.264705882352941	0.0705882352941176	0	0.105882352941176	0.105882352941176	0.141176470588235	0.0176470588235294	0	0.0176470588235294	0.0176470588235294	0	0	0	0	0	0	0	0	0	0	0	0.0176470588235294	0	0	0.0352941176470588	0	0.0352941176470588	0	0	0	0	0	0	0.0176470588235294	0.0176470588235294	0	0	0	0	0	0	0.0176470588235294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0176470588235294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Urospermum_picrioides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.265909090909091	0	0.122727272727273	0.122727272727273	0.0204545454545455	0	0.0204545454545455	0	0	0.0613636363636364	0.0204545454545455	0.0204545454545455	0	0	0	0.0613636363636364	0	0	0.0613636363636364	0.0204545454545455	0	0	0	0	0.0409090909090909	0.0204545454545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0204545454545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0204545454545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rosmarinus_officinalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0.4	0	0	0.025	0.075	0	0	0	0	0	0.025	0	0	0	0	0.1	0	0	0.025	0.05	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0.025	0.075	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
