"Marmota_caudata"	"Apodemus_uralensis"	"Spermophilus_fulvus"	"Ellobius_tancrei"	"Cricetulus_migratorius"	"Alticola_argentatus"	"Dryomys_nitedula"	"Microtus_juldaschi"	"Citellophilus_lebedewi"	"Oropsylla_silantiewi"	"Pectinoctenus_nemorosa"	"Citellophilus_transcaucasicus"	"Amphipsylla_dumalis"	"Leptopsylla_taschenbergi"	"Amphipsylla_kuznetzovi"	"Ctenophthalmus_dux"	"Callopsylla_caspia"	"Ceratophyllus_sciurorum"	"Amalaraeus_penicilliger"	"Leptopsylla_nana"	"Frontopsylla_elata"	"Ctenophthalmus_assimilis"	"Neopsylla_mana"	"Frontopsylla_protera"	"Amphipsylla_phaiomydis"	"Ophthalmopsylla_praefecta"	"Amphipsylla_schelkovnikovi"	"Ctenophthalmus_dilatatus"	"Neopsylla_pleskei"	"Ctenophthalmus_golovi"	"Amphipsylla_primaris"	"Rhadinopsylla_li"
"Marmota_caudata"	0	0	0	0	0	0	0	0	0.532477611940299	0.36644776119403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00107462686567164
"Apodemus_uralensis"	0	0	0	0	0	0	0	0	0	0	0.607543520309478	0	0.0435203094777563	0.0852998065764023	0.0470019342359768	0	0.0226305609284333	0.013926499032882	0.00522243713733075	0.00696324951644101	0	0.00870406189555126	0.0156673114119923	0.013926499032882	0.0121856866537718	0.00522243713733075	0	0.0034816247582205	0.0034816247582205	0.00522243713733075	0	0
"Spermophilus_fulvus"	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ellobius_tancrei"	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cricetulus_migratorius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0	0.15	0.24	0	0	0	0	0.12	0.12	0.06	0.06	0	0.06	0
"Alticola_argentatus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5625	0	0.1125	0	0	0.225	0	0	0	0	0	0	0	0	0	0	0	0
"Dryomys_nitedula"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3375	0.5625	0	0	0	0	0	0	0	0	0	0	0	0	0
"Microtus_juldaschi"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.6	0	0	0	0	0	0	0	0	0	0
"Citellophilus_lebedewi"	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Oropsylla_silantiewi"	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
