"Leucanthemum_vulgare"	"Lotus_corniculatus"	"Lathyrus_pratensis"	"Vicia_cracca"	"Hypochoeris_radicata"	"Ranunculus_acris"	"Trifolium_dubium"	"Prunella_vulgaris"	"Achillea_millefolium"	"Centaurea_nigra"	"Trifolium_repens"	"Vicia_sativa"	"Lychnis_flos-cuculi"	"Plantago_lanceolata"	"Trifolium_pratense"	"Cirsium_arvense"	"Taraxacum_officinale"	"Bombus_terrestris.lucorum"	"Phaonia_incarna"	"Tropidia_scitta"	"Helophilus_sp1_M_PL_006"	"Eristalinus_sepulcharius"	"Bombus_pascuorum"	"Lucillia_sp1_M_PL_006"	"Maniola_jurtina"	"Pollenia_sp1_M_PL_006"	"Anthomyidae_sp1_M_PL_006"	"Eristalis_nemorum"	"Chrysogaster_sp1_M_PL_006"	"Syritta_pipiens"	"Eristalis_intricarius"	"Lejogaster_splendida"	"Andrena_wilkella"	"Bombus_hortorum"	"Eristalis_tenax"	"Cheilosia_albitarsis"	"Empis_livida"	"Scathophaga_stercoraria"	"Psithyrus_vest"	"Lasiommata_megera"	"Megachile_willughbiella"	"Syrphus_sp1_M_PL_006"	"Thymelicus_sp1_M_PL_006"	"Lycaena_phlaeas"	"Odontomyia_tigrina"	"Micromoth_sp1_M_PL_006"	"Platycheirus_sp1_M_PL_006"	"Sphaerophoria_sp1_M_PL_006"	"Helophilus_trivittatus"	"Neoascia_tenur"	"Odontomyia_viridula"	"Polyommatus_icarus"	"Rhagio_tringarius"	"Zygaena_filipendulae"	"Andrena_haemorrhoa"	"Bombus_pratorum"	"Melanostoma_sp1_M_PL_006"	"Ochlodes_venata"	"Andrena_pubescens"	"Autographa_sp1_M_PL_006"	"Eriothrix_rufomaculatus"	"Eristalis_pertinax"	"Sarcophagus_sp1_M_PL_006"	"Adela_rufimatrella"	"Anosymia_sp1_M_PL_006"	"Bombus_lapidarius"	"Chloromyia_formosa"	"Lasioglossum_calceatum"	"Lasioglossum_leucozonium"	"Lasioglossum_villosulum"	"Malachius_viridus"	"Meliscaeva_sp1_M_PL_006"	"Nemotelus_pantherinus"	"Oligia_sp1_M_PL_006"	"Parhelophilus_sp1_M_PL_006"	"Pyronia_tithonus"	"Rhagonycha_fulva"	"Tetanocera_ferruginea"
"Leucanthemum_vulgare"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0187263556116015	0.241740226986129	0.143001261034048	0.127679697351829	0.108953341740227	0.00170239596469105	0.0385876418663304	0.01078184110971	0.0312105926860025	0.0096469104665826	0.0198612862547289	0.0170239596469105	0.0164564943253468	0.0147540983606557	0.0147540983606557	0.00283732660781841	0.00113493064312736	0.01078184110971	0.00283732660781841	0.00851197982345523	0.00794451450189155	0.00567465321563682	0.00283732660781841	0	0.00340479192938209	0.000567465321563682	0.00453972257250946	0.00397225725094578	0.00340479192938209	0.00283732660781841	0.00226986128625473	0.00283732660781841	0	0.00226986128625473	0.00113493064312736	0.00283732660781841	0	0.00113493064312736	0.00113493064312736	0.00170239596469105	0	0.000567465321563682	0	0.00113493064312736	0.00113493064312736	0.00113493064312736	0.000567465321563682	0.000567465321563682	0	0	0	0	0	0.000567465321563682	0	0.000567465321563682	0.000567465321563682	0.000567465321563682	0	0.000567465321563682	0.000567465321563682
"Lotus_corniculatus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.788828337874659	0.00245231607629428	0	0.00653950953678474	0	0.0384196185286104	0.000817438692098093	0.0155313351498638	0	0	0	0	0	0	0	0.00572207084468665	0.0106267029972752	0.000817438692098093	0	0	0.000817438692098093	0.000817438692098093	0.00326975476839237	0.00735694822888283	0	0.00572207084468665	0	0.000817438692098093	0	0.000817438692098093	0	0	0	0	0.00245231607629428	0	0.00163487738419619	0	0.000817438692098093	0	0.00163487738419619	0.000817438692098093	0.00163487738419619	0	0	0	0	0	0.000817438692098093	0	0	0	0	0	0	0	0	0	0.000817438692098093	0	0
"Lathyrus_pratensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.783582089552239	0.00447761194029851	0	0	0	0.0805970149253731	0	0	0	0	0	0	0	0	0	0.00447761194029851	0.0223880597014925	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00447761194029851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vicia_cracca"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.675	0.00978260869565217	0	0.00978260869565217	0	0.0391304347826087	0	0.0684782608695652	0	0	0	0	0	0	0	0.0391304347826087	0.0391304347826087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00978260869565217	0	0	0	0.00978260869565217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hypochoeris_radicata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.254716981132075	0.20377358490566	0.0509433962264151	0.0679245283018868	0.10188679245283	0.0339622641509434	0	0	0	0.0509433962264151	0.0169811320754717	0	0.0169811320754717	0.0169811320754717	0	0	0	0	0	0	0	0	0	0	0.0169811320754717	0.0169811320754717	0	0	0	0	0.0169811320754717	0	0	0	0	0	0	0.0169811320754717	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0169811320754717	0	0	0	0	0	0	0	0	0
"Ranunculus_acris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0204545454545455	0.0613636363636364	0.0204545454545455	0.0204545454545455	0.0409090909090909	0	0	0	0	0.327272727272727	0	0	0	0.0204545454545455	0	0	0	0	0.225	0	0	0	0.0204545454545455	0	0	0	0	0	0	0	0	0	0.102272727272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0204545454545455	0	0.0204545454545455	0	0	0	0	0	0	0	0
"Trifolium_dubium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.331578947368421	0	0	0.0473684210526316	0	0.0473684210526316	0	0	0	0	0	0	0	0	0	0.378947368421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0473684210526316	0	0	0	0	0	0	0	0	0	0	0	0.0473684210526316	0	0	0	0	0	0	0	0	0	0	0
"Prunella_vulgaris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0692307692307692	0	0	0	0	0.138461538461538	0	0.623076923076923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0692307692307692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Achillea_millefolium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0.1	0.2	0	0	0.3	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Centaurea_nigra"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128571428571429	0	0	0	0	0	0.642857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128571428571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
