"Sorex_araneus"	"Neomys_fodiens"	"Microtus_oeconomus"	"Microtus_arvalis"	"Clethrionomys_glareolus"	"Clethrionomys_rutilus"	"Sorex_minutus"	"Apodemus_speciosus"	"Apodemus_agrarius"	"Sicista_subtilis"	"Arvicola_terrestris"	"Sorex_arcticus"	"Sorex_daphaenodon"	"Micromys_minutus"	"Talpa_europaea"	"Microtus_gregalis"	"Microtus_agrestis"	"Cricetus_cricetus"	"Sorex_caecutiens"	"Clethrionomys_rufocanus"	"Sorex_isodon"	"Tamias_sibiricus"	"Sorex_minutissimus"	"Neopsylla_mana"	"Ctenophthalmus_assimilis"	"Megabothris_rectangulatus"	"Amalaraeus_penicilliger"	"Palaeopsylla_soricis"	"Hystrichopsylla_talpae"	"Frontopsylla_elata"	"Megabothris_turbidus"	"Ceratophyllus_indages"
"Sorex_araneus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.737942122186495	0.0737942122186495	0.0144694533762058	0.00723472668810289	0.0376205787781351	0.0260450160771704	0	0.00289389067524116	0
"Neomys_fodiens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.549152542372881	0.274576271186441	0.0152542372881356	0.0101694915254237	0.0508474576271186	0	0	0	0
"Microtus_oeconomus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0493150684931507	0.271232876712329	0.326712328767123	0.16027397260274	0.036986301369863	0.0554794520547945	0	0	0
"Microtus_arvalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09375	0.375	0.1875	0.09375	0.03125	0.01875	0.0375	0.0625	0
"Clethrionomys_glareolus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.209774436090226	0.209774436090226	0.209774436090226	0.101503759398496	0.0541353383458647	0.0541353383458647	0.0203007518796992	0.0406015037593985	0
"Clethrionomys_rutilus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.144642857142857	0.216964285714286	0.216964285714286	0.144642857142857	0.0723214285714286	0.0401785714285714	0.0241071428571429	0.0401785714285714	0
"Sorex_minutus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.710526315789474	0.113684210526316	0.0473684210526316	0	0.0284210526315789	0	0	0	0
"Apodemus_speciosus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13448275862069	0.258620689655172	0.0620689655172414	0.0620689655172414	0.0206896551724138	0.13448275862069	0.196551724137931	0.0310344827586207	0
"Apodemus_agrarius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115384615384615	0.230769230769231	0.115384615384615	0.0230769230769231	0.230769230769231	0.0346153846153846	0.115384615384615	0.0346153846153846	0
"Sicista_subtilis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.508064516129032	0.130645161290323	0.0725806451612903	0	0	0.0870967741935484	0.101612903225806	0	0
