"Spermophilus_xanthoprymnus"	"Meriones_vinogradovi"	"Cricetulus_migratorius"	"Meriones_persicus"	"Microtus_arvalis"	"Mesocricetus_brandti"	"Meriones_tristrami"	"Arvicola_terrestris"	"Microtus_socialis"	"Apodemus_flavicollis"	"Crocidura_suaveolens"	"Dryomys_nitedula"	"Chionomys_nivalis"	"Allactaga_elater"	"Sciurus_anomalus"	"Neomys_schelkovnikovi"	"Neopsylla_setosa"	"Xenopsylla_cheopis"	"Citellophilus_transcaucasicus"	"Amphipsylla_schelkovnikovi"	"Nosopsyllus_iranus"	"Oropsylla_ilovaiskii"	"Nosopsyllus_consimilis"	"Ctenophthalmus_teres"	"Megabothris_walkeri"	"Ctenophthalmus_acuminatus"	"Wagnerina_schelkovnikovi"	"Amphipsylla_rossica"	"Ctenophthalmus_secundus"	"Neopsylla_pleskei"	"Nosopsyllus_mokrzeckyi"	"Stenoponia_ivanovi"	"Leptopsylla_segnis"	"Nosopsyllus_fasciatus"	"Callopsylla_saxatilis"	"Ctenophthalmus_bogatschevi"	"Frontopsylla_elata"	"Callopsylla_caspia"	"Stenoponia_tripectinata"	"Ceratophyllus_sciurorum"	"Xenopsylla_conformis"	"Ctenophthalmus_proximus"	"Mesopsylla_tuschkan"	"Rhadinopsylla_cedestis"	"Megabothris_turbidus"	"Ctenophthalmus_golovi"	"Myoxopsylla_jordani"	"Rhadinopsylla_integella"	"Ophthalmopsylla_volgensis"	"Hystrichopsylla_talpae"	"Paradoxopsyllus_hesperius"	"Mesopsylla_apscheronica"	"Rhadinopsylla_ucrainica"
"Spermophilus_xanthoprymnus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.461541643684501	0	0.329371207942637	0	0.00124103695532267	0.0882377275234418	0.0129067843353558	0.00608108108108108	0	0	0	0	0	0.000620518477661335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Meriones_vinogradovi"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.723930131004367	0	0	0.160087336244541	0	0.00550218340611354	0	0	0	0	0	0	0.00419213973799127	0	0	0	0	0	0	0	0	0.00550218340611354	0	0	0	0	0.000524017467248908	0	0	0	0	0.000262008733624454	0	0	0	0
"Cricetulus_migratorius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00128525526597644	0.000963941449482328	0.000321313816494109	0.723920028561228	0.0035344519814352	0.000321313816494109	0.0494823277400928	0	0	0.00128525526597644	0.0552659764369868	0.00514102106390575	0.00449839343091753	0.0115672973937879	0.0192788289896466	0	0.0134951802927526	0.00931810067832917	0	0	0	0	0	0	0	0.000321313816494109	0	0	0	0	0	0	0	0	0	0	0
"Meriones_persicus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.464229249011858	0	0.00177865612648221	0.348616600790514	0	0.0213438735177866	0	0	0	0	0	0.00533596837944664	0.00533596837944664	0.0160079051383399	0	0	0	0	0	0	0	0.00533596837944664	0	0.0213438735177866	0	0	0.00355731225296443	0	0	0	0	0.00711462450592885	0	0	0	0
"Microtus_arvalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00780911062906725	0.0488069414316703	0	0	0.0702819956616052	0.294793926247289	0.0273318872017354	0.00390455531453362	0	0.163991323210412	0	0.00195227765726681	0	0.122993492407809	0	0.00976138828633406	0.0175704989154013	0.040997830802603	0.040997830802603	0.0292841648590022	0	0	0	0	0	0	0	0.0136659436008677	0	0	0	0.00585683297180043	0	0	0
"Mesocricetus_brandti"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0223756906077348	0	0	0	0.00497237569060773	0	0.203867403314917	0.14171270718232	0	0.392817679558011	0	0.0124309392265193	0	0.0696132596685083	0	0	0	0.0124309392265193	0	0	0.00248618784530387	0	0	0	0	0	0	0	0.0124309392265193	0	0	0.0149171270718232	0	0	0	0.00497237569060773	0.00497237569060773
"Meriones_tristrami"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.426962457337884	0	0	0.387030716723549	0	0.0215017064846416	0	0	0	0	0	0.00921501706484642	0.0368600682593857	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0184300341296928	0	0	0	0	0	0	0	0	0
"Arvicola_terrestris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0099264705882353	0	0	0	0.0132352941176471	0.152205882352941	0.628676470588235	0	0	0.0165441176470588	0	0	0.00661764705882353	0	0.00661764705882353	0	0.0430147058823529	0.00330882352941176	0	0.0165441176470588	0	0	0	0.00330882352941176	0	0	0	0	0	0	0	0	0	0	0
"Microtus_socialis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00441176470588235	0	0	0.00441176470588235	0	0	0.211764705882353	0	0	0	0	0.101470588235294	0.542647058823529	0	0.0352941176470588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Apodemus_flavicollis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0439024390243902	0	0	0	0	0.318292682926829	0.0384146341463415	0	0.109756097560976	0	0.0878048780487805	0.0219512195121951	0.00548780487804878	0.00548780487804878	0	0.0548780487804878	0	0	0.0823170731707317	0.00548780487804878	0.0274390243902439	0	0	0	0.049390243902439	0.0274390243902439	0	0.0164634146341463	0	0.00548780487804878	0	0	0	0	0	0
