"Nephrosperma_vanhoutteanum"	"Canthium_bibracteatum"	"Deckenia_nobilis"	"Paragenipa_wrightii"	"Phoenicophorium_borsigianum"	"Medusagyne_oppositifolia"	"Psychotria_pervillei"	"Alstonia_macrophylla"	"Syzygium_wrightii"	"Apis_mellifera"	"Lasioglossum_mahense"	"Hemipyrellia_germana"	"Megachile_seychellensis"	"Ornidia_obesa"	"Neophyllomyza_approximatonervis"	"Phelsuma_sp1_M_PL_090"	"Melanostoma_annulipes"	"Polistes_olivaceus"	"Ceratina_tabescens"	"Rhiparida_seychellensis"	"Unidentified_sp2_M_PL_090"	"Euodynerus_cylindricus"	"Nectarinia_dussumieri"	"Unidentified_sp5_M_PL_090"	"Rhynchium_brunneum"	"Unidentified_sp1_M_PL_090"	"Eagris_sabadius"	"Pachycerina_seychellensis"	"Scaptodrosophila_sp1_M_PL_090"	"Tricimba_seychellensis"	"Unidentified_sp3_M_PL_090"	"Unidentified_sp4_M_PL_090"
"Nephrosperma_vanhoutteanum"	0	0	0	0	0	0	0	0	0	0.311538461538462	0.265384615384615	0.0461538461538462	0.0346153846153846	0.0230769230769231	0	0.0115384615384615	0.0461538461538462	0.0115384615384615	0.0461538461538462	0.0461538461538462	0.0346153846153846	0	0	0	0	0.0115384615384615	0	0	0	0.0115384615384615	0	0
"Canthium_bibracteatum"	0	0	0	0	0	0	0	0	0	0.582352941176471	0.0529411764705882	0.0397058823529412	0.145588235294118	0	0.0397058823529412	0	0	0.0132352941176471	0	0	0	0	0	0.0132352941176471	0	0	0	0	0.0132352941176471	0	0	0
"Deckenia_nobilis"	0	0	0	0	0	0	0	0	0	0.45	0.15	0.15	0	0.0833333333333333	0	0.05	0.0166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Paragenipa_wrightii"	0	0	0	0	0	0	0	0	0	0.5	0.266666666666667	0	0.0166666666666667	0	0.0333333333333333	0.0166666666666667	0	0.0166666666666667	0	0	0	0	0	0	0	0.0166666666666667	0	0.0166666666666667	0	0	0	0.0166666666666667
"Phoenicophorium_borsigianum"	0	0	0	0	0	0	0	0	0	0.380769230769231	0.259615384615385	0.0346153846153846	0.0173076923076923	0.0865384615384616	0.0692307692307692	0.0346153846153846	0	0.0173076923076923	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Medusagyne_oppositifolia"	0	0	0	0	0	0	0	0	0	0.75	0.03	0	0	0.06	0	0	0	0	0	0	0.03	0	0	0	0	0	0	0	0	0	0.03	0
"Psychotria_pervillei"	0	0	0	0	0	0	0	0	0	0.710526315789474	0.142105263157895	0	0.0473684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Alstonia_macrophylla"	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0.06	0.12	0	0.06	0.06	0	0	0	0.18	0	0.12	0.12	0	0.06	0	0	0	0	0
"Syzygium_wrightii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0
"Apis_mellifera"	0.1265625	0.20625	0.1265625	0.140625	0.103125	0.1171875	0.0703125	0.009375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lasioglossum_mahense"	0.291549295774648	0.0507042253521127	0.114084507042254	0.202816901408451	0.190140845070423	0.0126760563380282	0.0380281690140845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hemipyrellia_germana"	0.2	0.15	0.45	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Megachile_seychellensis"	0.158823529411765	0.582352941176471	0	0.0529411764705882	0.0529411764705882	0	0.0529411764705882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ornidia_obesa"	0.12	0	0.3	0	0.3	0.12	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neophyllomyza_approximatonervis"	0	0.245454545454545	0	0.163636363636364	0.327272727272727	0	0	0.163636363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
