"Elmerrillia_tsiampacca"	"Cinnamomum_culilaban"	"Piper_plagiophyllum"	"Ficus_nodosa"	"Pipturus_argenteus"	"Castanopsis_acuminatissima"	"Caldcluvia_brassii"	"Aleurites_moluccana"	"Melicope_denhamii"	"Cordia_dicotoma"	"Coenobius_kleinhoviae"	"Micromolpus_sp._3"	"Rhyparida_coriacea"	"Rhyparida_sp._5"	"Rhyparida_sp._6"	"Rhyparida_sp._7"	"Rhyparida_sp._8"	"Rhyparidella_wauensis"	"Rhyparidella_sp._10"	"Rhyparidella_sp._11"	"Rhyparidella_sp._12"	"Rhyparidella_sp._13"	"Rhyparidella_sp._14"	"Rhyparidella_sp._15"	"Rhyparidella_sp._16"	"Rhyparidella_sp._17"	"Rhyparidella_sp._18"	"Rhyparidella_sp._19"	"Stethotes_integra"	"Stethotes_lateralis"	"Stethotes_suturalis"	"Stethotes_sp._25"	"Stethotes_sp._26"	"Thyrasia_sp._27"	"Atysa_sp._29"	"Aulacophora_sp._30"	"Momaea_sp._32"	"Neolepta_sp._34"	"Neolepta_sp._35"	"Neolepta_sp._36"	"Neolepta_sp._40"	"Oides_sp._41"	"Sastra_sp._42"	"Crepidodera_sp._44"	"Manobia_sp._45"	"Xenidea_sp._46"
"Elmerrillia_tsiampacca"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0642857142857143	0	0	0	0.45	0.0642857142857143	0	0.257142857142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0642857142857143	0	0
"Cinnamomum_culilaban"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0315789473684211	0	0	0.0473684210526316	0	0	0	0.0789473684210526	0.142105263157895	0	0.0789473684210526	0	0.363157894736842	0	0.0631578947368421	0	0	0.0631578947368421	0	0	0.0157894736842105	0	0	0	0	0	0	0	0.0157894736842105	0	0	0
"Piper_plagiophyllum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0192857142857143	0	0	0	0.045	0.00321428571428571	0	0.00321428571428571	0.00321428571428571	0	0	0.00321428571428571	0.0642857142857143	0	0.00321428571428571	0	0	0	0.00321428571428571	0	0	0	0	0	0	0	0.6075	0	0.144642857142857
"Ficus_nodosa"	0	0	0	0	0	0	0	0	0	0	0.0130434782608696	0	0.0358695652173913	0	0	0	0	0.172826086956522	0	0.00978260869565217	0	0	0.127173913043478	0.15	0	0.0130434782608696	0.296739130434783	0.00652173913043478	0	0	0	0	0	0	0.058695652173913	0.0130434782608696	0	0	0	0	0	0	0	0	0.00326086956521739	0
"Pipturus_argenteus"	0	0	0	0	0	0	0	0	0	0	0	0	0.00741758241758242	0	0	0	0.0593406593406593	0.279395604395604	0	0.0247252747252747	0.0395604395604396	0.0568681318681319	0.0222527472527473	0	0.00247252747252747	0.046978021978022	0	0.00494505494505495	0.093956043956044	0.046978021978022	0	0	0.0222527472527473	0	0	0	0	0.00989010989010989	0	0	0.00247252747252747	0.0717032967032967	0.0123626373626374	0.00247252747252747	0.093956043956044	0
"Castanopsis_acuminatissima"	0	0	0	0	0	0	0	0	0	0	0	0.0306818181818182	0	0	0	0	0	0	0	0	0	0.163636363636364	0.0818181818181818	0	0.357954545454545	0	0.0511363636363636	0	0.0102272727272727	0	0.0102272727272727	0	0	0.0409090909090909	0	0.0102272727272727	0	0	0	0.143181818181818	0	0	0	0	0	0
"Caldcluvia_brassii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.307741935483871	0	0.19741935483871	0	0	0.238064516129032	0	0	0	0	0	0	0	0.0116129032258065	0	0	0	0.0812903225806452	0	0	0	0	0	0.0116129032258065	0	0.0348387096774194	0.0174193548387097	0	0	0	0	0	0
"Aleurites_moluccana"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0219512195121951	0	0	0	0.0439024390243902	0.109756097560976	0	0.0878048780487805	0	0.636585365853659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Melicope_denhamii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00542168674698795	0.00542168674698795	0	0	0	0.246686746987952	0.00271084337349398	0	0.550301204819277	0	0.0460843373493976	0	0	0.00271084337349398	0.00542168674698795	0	0	0	0	0	0.0325301204819277	0	0	0	0	0.00271084337349398	0	0	0	0
"Cordia_dicotoma"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.376744186046512	0.125581395348837	0	0.0418604651162791	0	0.355813953488372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Coenobius_kleinhoviae"	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Micromolpus_sp._3"	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhyparida_coriacea"	0	0	0	0.707142857142857	0.192857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhyparida_sp._5"	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhyparida_sp._6"	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhyparida_sp._7"	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhyparida_sp._8"	0	0	0	0	0.830769230769231	0	0	0	0.0692307692307692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhyparidella_wauensis"	0.00502793296089385	0.0150837988826816	0.0301675977653631	0.266480446927374	0.568156424581006	0	0	0.00502793296089385	0.0100558659217877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
