"Sideroxylon_cinereum"	"Homalanthus_populifolius"	"Croton_fothergillifolius"	"Toddalia_asiatica"	"Aphloia_theiformis"	"Erythroxylum_macrocarpum"	"Psiadia_terebinthina"	"Antirhea_borbonica"	"Doratoxylon_apetalum"	"Dodonaea_viscosa"	"Trochetia_blackburniana"	"Chaetocnema_sp1_M_PL_073"	"Fannia_pusio"	"Apis_mellifera"	"Stomorhina_lunata"	"Melanostoma_annulipes"	"Musca_domestica"	"Stomoxys_calcitrans"	"Dysauxes_florida"	"Nacoleia_sp2_M_PL_073"	"Pachycerina_crinicornis"	"Episyrphus_sp1_M_PL_073"	"Gelechioidea_sp1_M_PL_073"	"Mauritiborium_undulatus"	"Technomyrmex_albipes"	"Allograpta_nasuta"	"Chrysomya_megacephala"	"Nacoleia_sp1_M_PL_073"	"Stomoxys_niger"	"Cotesia_sp1_M_PL_073"	"Orthellia_albigena"	"Cheloninae_sp1_M_PL_073"	"Henotesia_narcissus"	"Hydrotaea_fuliginosa"	"Lygistorrhina_sp1_M_PL_073"	"Melanostoma_bituberculatum"	"Panara_naso"	"Sapromyza_sp1_M_PL_073"	"Scopariinae_sp1_M_PL_073"	"Zosterops_mauritianus"	"Brachymyrmex_sp1_M_PL_073"	"Cixiidae_sp1_M_PL_073"	"Lecithoceridae_sp1_M_PL_073"	"Melanagromyza_sojae"	"Polistes_hebraeus"	"Psyllidae_sp1_M_PL_073"	"Scirtidae_sp1_M_PL_073"	"Thelairodrino_sp1_M_PL_073"
"Sideroxylon_cinereum"	0	0	0	0	0	0	0	0	0	0	0	0	0.125316455696203	0.273417721518987	0.0911392405063291	0.0569620253164557	0.125316455696203	0.0455696202531646	0	0	0.0113924050632911	0	0.0113924050632911	0	0	0.0341772151898734	0.0113924050632911	0	0	0	0.0341772151898734	0	0.0227848101265823	0	0	0	0	0	0.0113924050632911	0.0227848101265823	0	0	0.0113924050632911	0.0113924050632911	0	0	0	0
"Homalanthus_populifolius"	0	0	0	0	0	0	0	0	0	0	0	0.346153846153846	0.3	0	0.0576923076923077	0.0346153846153846	0	0	0	0	0	0.0346153846153846	0	0.0346153846153846	0	0	0	0.0115384615384615	0.0230769230769231	0.0346153846153846	0	0	0	0.0230769230769231	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Croton_fothergillifolius"	0	0	0	0	0	0	0	0	0	0	0	0.414	0	0.018	0.036	0.018	0.018	0.108	0	0	0.036	0	0.09	0	0	0.036	0.036	0.018	0	0	0	0	0	0	0	0	0.018	0	0.018	0	0	0	0	0	0	0	0.018	0.018
"Toddalia_asiatica"	0	0	0	0	0	0	0	0	0	0	0	0.219512195121951	0.0658536585365854	0	0.153658536585366	0.0878048780487805	0	0	0.109756097560976	0	0.109756097560976	0	0	0	0	0.0219512195121951	0.0439024390243902	0.0439024390243902	0	0	0	0	0	0	0	0	0	0.0219512195121951	0	0	0.0219512195121951	0	0	0	0	0	0	0
"Aphloia_theiformis"	0	0	0	0	0	0	0	0	0	0	0	0.1575	0	0.18	0.0225	0.1575	0.0675	0.09	0	0	0.045	0	0	0	0.0675	0.0225	0.0225	0	0	0	0	0	0	0	0	0	0.0225	0.0225	0	0	0	0	0	0	0.0225	0	0	0
"Erythroxylum_macrocarpum"	0	0	0	0	0	0	0	0	0	0	0	0.267567567567568	0	0	0.0243243243243243	0.0486486486486487	0	0.0243243243243243	0.0486486486486487	0	0	0.0486486486486487	0.072972972972973	0.0972972972972973	0.121621621621622	0	0	0	0.0243243243243243	0	0	0	0	0	0.0486486486486487	0.0486486486486487	0	0	0	0	0	0	0	0	0	0.0243243243243243	0	0
"Psiadia_terebinthina"	0	0	0	0	0	0	0	0	0	0	0	0.03	0	0.03	0.24	0.09	0	0.03	0.24	0.06	0	0.03	0	0.03	0	0	0.03	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Antirhea_borbonica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72	0	0	0	0	0	0	0	0.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Doratoxylon_apetalum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5625	0	0	0	0	0	0	0.3375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dodonaea_viscosa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128571428571429	0.257142857142857	0	0	0	0	0	0	0	0	0	0	0	0.128571428571429	0	0	0.257142857142857	0	0	0	0	0	0	0	0	0	0.128571428571429	0	0	0	0	0	0
"Trochetia_blackburniana"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chaetocnema_sp1_M_PL_073"	0	0.329268292682927	0.252439024390244	0.109756097560976	0.0768292682926829	0.120731707317073	0.0109756097560976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Fannia_pusio"	0.2475	0.585	0	0.0675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Apis_mellifera"	0.568421052631579	0	0.0236842105263158	0	0.189473684210526	0	0.0236842105263158	0	0	0	0.0947368421052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Stomorhina_lunata"	0.194594594594595	0.121621621621622	0.0486486486486487	0.17027027027027	0.0243243243243243	0.0243243243243243	0.194594594594595	0	0.121621621621622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Melanostoma_annulipes"	0.173076923076923	0.103846153846154	0.0346153846153846	0.138461538461538	0.242307692307692	0.0692307692307692	0.103846153846154	0	0	0.0346153846153846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Musca_domestica"	0.582352941176471	0	0.0529411764705882	0	0.158823529411765	0	0	0	0	0.105882352941176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
