"Salix_fragilis"	"Vaccinium_myrtilloides"	"Ledum_groenlandicum"	"Nemopanthus_mucronata"	"Gaylussacia_baccata"	"Spiraea_alba"	"Chamaedaphne_calyculata"	"Aronia_melanocarpa"	"Kalmia_polifolia"	"Kalmia_angustifolia"	"Calopogon_pulchellus"	"Smilacina_trifolia"	"Andromeda_glaucophylla"	"Dilophus_caurinus"	"Andrena_vicina"	"Bombus_terricola"	"Colletes_inaequalis"	"Andrena_regularis"	"Pyrobombus_ternarius"	"Andrena_bradleyi"	"Cyphon_variabilis"	"Andrena_mandibularis"	"Pyrobombus_sandersoni"	"Sercomyia_transversa"	"Pyrobombus_impatiens"	"Melanostoma_sp1_M_PL_033"	"Apis_mellifera"	"Pyrobombus_perplexus"	"Adela_purpurea"	"Helophilus_latifrons"	"Syritta_pipiens"	"Eristalis_dimidiata"	"Andrena_carolina"	"Macrodactlyus_subspinosus"	"Shaerophoria_sp1_M_PL_033"	"Hybomitra_typhus"	"Syrphus_torvus"	"Toxomerus_marginatus"	"Spilogona_fatima"	"Dialictus_pilosus"	"Hybomitra_minuscula"	"Andrena_alleghaniensis"	"Andrena_carlini"	"Helophilus_fasciatus"	"Pyrophaena_rosarum"	"Helophilus_laetus"	"Thymelicus_lineola"
"Salix_fragilis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0722627737226277	0.0197080291970803	0.335036496350365	0	0.0131386861313869	0.0328467153284672	0.243065693430657	0	0.0131386861313869	0	0	0	0.00656934306569343	0.0131386861313869	0.131386861313869	0	0	0	0.00656934306569343	0	0	0	0	0	0.00656934306569343	0	0	0	0.00656934306569343	0	0	0	0
"Vaccinium_myrtilloides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045985401459854	0.091970802919708	0.0722627737226277	0.0656934306569343	0.105109489051095	0.0788321167883212	0	0.00656934306569343	0.045985401459854	0.00656934306569343	0.111678832116788	0	0.131386861313869	0.091970802919708	0	0	0	0	0.0394160583941606	0	0	0	0	0	0	0	0	0	0.00656934306569343	0	0	0	0
"Ledum_groenlandicum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0738805970149254	0.147761194029851	0.0201492537313433	0.208208955223881	0.0604477611940299	0	0	0.0604477611940299	0.0201492537313433	0.0134328358208955	0.0335820895522388	0	0	0	0	0.0940298507462687	0	0.0335820895522388	0.026865671641791	0	0.026865671641791	0	0	0	0	0	0	0.0134328358208955	0.00671641791044776	0.026865671641791	0.00671641791044776	0.026865671641791	0
"Nemopanthus_mucronata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.593181818181818	0.0272727272727273	0	0	0.00681818181818182	0.00681818181818182	0	0	0.0477272727272727	0	0	0	0.102272727272727	0.00681818181818182	0	0	0	0	0	0	0	0	0	0.00681818181818182	0	0.0272727272727273	0.00681818181818182	0	0.0409090909090909	0.0136363636363636	0	0.0136363636363636	0	0
"Gaylussacia_baccata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.228947368421053	0.0552631578947368	0	0.0552631578947368	0.0473684210526316	0.0315789473684211	0	0	0.110526315789474	0.181578947368421	0.0236842105263158	0	0.00789473684210526	0	0	0.0315789473684211	0	0.0552631578947368	0.0394736842105263	0	0	0.00789473684210526	0	0	0	0	0	0	0	0.0236842105263158	0	0	0
"Spiraea_alba"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.372413793103448	0	0	0.0724137931034483	0	0	0	0.0206896551724138	0	0.0103448275862069	0	0	0.0206896551724138	0	0	0.0103448275862069	0.0413793103448276	0	0.155172413793103	0	0	0	0	0	0	0.124137931034483	0	0	0	0.0103448275862069	0.0310344827586207	0.0310344827586207
"Chamaedaphne_calyculata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.231081081081081	0	0.072972972972973	0.0486486486486487	0.0121621621621622	0.304054054054054	0	0.0121621621621622	0.0121621621621622	0	0.0121621621621622	0.0121621621621622	0	0	0	0	0	0	0	0	0.0121621621621622	0	0	0	0.0851351351351351	0	0	0	0.072972972972973	0.0121621621621622	0	0	0
"Aronia_melanocarpa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0130434782608696	0	0.0260869565217391	0.091304347826087	0.0130434782608696	0	0	0	0.0260869565217391	0	0	0.0130434782608696	0	0.0260869565217391	0	0.0130434782608696	0.182608695652174	0.0260869565217391	0	0	0.104347826086957	0	0.169565217391304	0	0	0.091304347826087	0	0.0391304347826087	0	0.0260869565217391	0	0.0391304347826087	0
"Kalmia_polifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0243243243243243	0	0	0.145945945945946	0.072972972972973	0.0486486486486487	0	0.316216216216216	0.0243243243243243	0.0972972972972973	0.0243243243243243	0	0.0243243243243243	0.0243243243243243	0	0	0	0	0	0	0	0	0	0	0	0.0972972972972973	0	0	0	0	0	0	0
"Kalmia_angustifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0964285714285714	0	0	0.0964285714285714	0.0642857142857143	0.0642857142857143	0	0	0	0	0	0	0.0964285714285714	0	0	0	0	0.417857142857143	0	0	0	0	0	0	0	0.0321428571428571	0.0321428571428571	0	0
