"Nephrosperma_vanhoutteanum"	"Phoenicophorium_borsigianum"	"Alstonia_macrophylla"	"Gastonia_crassa"	"Erythroxylum_sechellarum"	"Chrysobalanus_icaco"	"Paragenipa_wrightii"	"Roscheria_melanochaetes"	"Excoecaria_benthiamiana"	"Apis_mellifera"	"Lasioglossum_mahense"	"Hemipyrellia_germana"	"Unidentified_sp3_M_PL_130"	"Phelsuma_sp1_M_PL_130"	"Unidentified_sp2_M_PL_130"	"Unidentified_sp1_M_PL_130"	"Unidentified_sp5_M_PL_130"	"Nectarinia_dussumieri"	"Neophyllomyza_approximatonervis"	"Rhynchium_brunneum"	"Unidentified_sp6_M_PL_130"	"Unidentified_sp7_M_PL_130"	"Hemipyrellia_sp1_M_PL_130"	"Mabuya_sechellensis"	"Unidentified_sp4_M_PL_130"	"Ornidia_obesa"	"Simosyrphus_aegyptius"	"Forcipomyia_sp1_M_PL_130"	"Lygistorrhina_sp1_M_PL_130"	"Rhiparida_seychellensis"	"Scaptodrosophila_sp1_M_PL_130"	"Ceratina_tabescens"	"Cratopus_aurostriatus"	"Megachile_seychellensis"	"Polistes_olivaceus"
"Phelsuma_sp1_M_PL_130"	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Unidentified_sp2_M_PL_130"	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Unidentified_sp1_M_PL_130"	0.128571428571429	0.514285714285714	0	0	0.257142857142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Unidentified_sp5_M_PL_130"	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nectarinia_dussumieri"	0	0	0.3	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neophyllomyza_approximatonervis"	0.3	0.3	0.15	0	0	0	0	0.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhynchium_brunneum"	0	0	0.45	0	0	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Unidentified_sp6_M_PL_130"	0	0.45	0	0	0	0	0	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Unidentified_sp7_M_PL_130"	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hemipyrellia_sp1_M_PL_130"	0.18	0.18	0.54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Mabuya_sechellensis"	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Unidentified_sp4_M_PL_130"	0	0.54	0	0	0	0	0	0.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ornidia_obesa"	0.225	0.225	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Simosyrphus_aegyptius"	0.225	0	0.675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Forcipomyia_sp1_M_PL_130"	0.6	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lygistorrhina_sp1_M_PL_130"	0.3	0	0	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhiparida_seychellensis"	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Scaptodrosophila_sp1_M_PL_130"	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ceratina_tabescens"	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cratopus_aurostriatus"	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Megachile_seychellensis"	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Polistes_olivaceus"	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
