"Cnidoscolus_halteris"	"Tacinga_palmadora"	"Oxalis_psoraleoides"	"Melocactus_zehntneri"	"Melochia_tomentosa"	"Tabebuia_impetiginosa"	"Unidentified_sp1_M_PL_067"	"Cnidoscolus_obtusifolius"	"Cissus_simsiana"	"Bauhinia_cheilantha"	"Plumbago_scandens"	"Jatropha_mollissima"	"Encholirium_spectabile"	"Ipomoea_sp1_M_PL_067"	"Tacinga_inamoena"	"Ruellia_asperula"	"Allamanda_blanchetii"	"Cissus_verticillata"	"Pithecoseris_pacourinoides"	"Pilosocereus_sp1_M_PL_067"	"Ceiba_glaziovii"	"Conocliniopsis_prasiifolia"	"Dioclea_grandiflora"	"Hyptis_pectinata"	"Anadenanthera_macrocarpa"	"Caesalpinia_pyramidalis"	"Croton_blanchetianus"	"Pilosocereus_gounellei"	"Psidium_sp1_M_PL_067"	"Staelia_galioides"	"Walteria_rotundifolia"	"Chlorostilbon_lucidus"	"Eupetomena_macroura"	"Heliomaster_squamosus"	"Chrysolampis_mosquitus"	"Calliphlox_amethystina"
"Cnidoscolus_halteris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.70184102500311	0.139047145167309	0.0465729568354273	0.0051498942654559	0.0073889787286976
"Tacinga_palmadora"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.869752694990488	0.00171211160431198	0.0273937856689918	0.000570703868103995	0.000570703868103995
"Oxalis_psoraleoides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0
"Melocactus_zehntneri"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.885762711864407	0.0142372881355932	0	0	0
"Melochia_tomentosa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.889285714285714	0.00306122448979592	0.00153061224489796	0.00612244897959184	0
"Tabebuia_impetiginosa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.527323943661972	0.0811267605633803	0.245915492957747	0.0456338028169014	0
"Unidentified_sp1_M_PL_067"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0
"Cnidoscolus_obtusifolius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0
"Cissus_simsiana"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0
"Bauhinia_cheilantha"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.726315789473684	0.110526315789474	0.0473684210526316	0.0157894736842105	0
"Plumbago_scandens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.890625	0.009375	0	0	0
"Jatropha_mollissima"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.867469879518072	0.0108433734939759	0	0.0216867469879518	0
"Encholirium_spectabile"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59625	0.18	0.12375	0	0
"Ipomoea_sp1_M_PL_067"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.736363636363636	0	0.163636363636364	0	0
"Tacinga_inamoena"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.814285714285714	0.0857142857142857	0	0	0
"Ruellia_asperula"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0
"Allamanda_blanchetii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.771428571428571	0	0.128571428571429	0	0
"Cissus_verticillata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0
"Pithecoseris_pacourinoides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0
"Pilosocereus_sp1_M_PL_067"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0
"Ceiba_glaziovii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0.6	0	0
"Conocliniopsis_prasiifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0
"Dioclea_grandiflora"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0	0.45	0	0
"Hyptis_pectinata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0
"Anadenanthera_macrocarpa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0
"Caesalpinia_pyramidalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0
"Croton_blanchetianus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0
"Pilosocereus_gounellei"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0
"Psidium_sp1_M_PL_067"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0
"Staelia_galioides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0
"Walteria_rotundifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0
"Chlorostilbon_lucidus"	0.489553145336226	0.119010845986985	0.0731713665943601	0.0680173535791757	0.0453709327548807	0.0162429501084599	0.0248329718004338	0.0163991323210412	0.0158524945770065	0.00718438177874187	0.00741865509761388	0.0062472885032538	0.00413882863340564	0.0014056399132321	0.00148373101952278	0.0014056399132321	0.000468546637744035	0.000390455531453362	0.000390455531453362	0	7.80911062906725e-05	0.000234273318872017	7.80911062906725e-05	0.000156182212581345	7.80911062906725e-05	7.80911062906725e-05	0	7.80911062906725e-05	7.80911062906725e-05	7.80911062906725e-05	7.80911062906725e-05	0	0	0	0	0
"Eupetomena_macroura"	0.839819684447784	0.00202854996243426	0	0.00946656649135988	0.00135236664162284	0.0216378662659654	0	0	0	0.00946656649135988	0.00067618332081142	0.00067618332081142	0.0108189331329827	0	0.00135236664162284	0	0	0	0	0.00270473328324568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Heliomaster_squamosus"	0.636734693877551	0.073469387755102	0	0	0.00153061224489796	0.148469387755102	0	0	0	0.00918367346938775	0	0	0.0168367346938776	0.00612244897959184	0	0	0.00153061224489796	0	0	0	0.00306122448979592	0	0.00153061224489796	0	0	0	0.00153061224489796	0	0	0	0	0	0	0	0	0
"Chrysolampis_mosquitus"	0.567123287671233	0.0123287671232877	0	0	0.0493150684931507	0.221917808219178	0	0	0	0.0246575342465753	0	0.0246575342465753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
