"Toddalia_asiatica"	"Aphloia_theiformis"	"Geniostoma_borbonicum"	"Sideroxylon_cinereum"	"Roussea_simplex"	"Psiadia_terebinthina"	"Croton_fothergillifolius"	"Erythroxylum_macrocarpum"	"Claoxylon_linostachys"	"Antirhea_borbonica"	"Dodonaea_viscosa"	"Molinaea_alternifolia"	"Stomorhina_lunata"	"Apis_mellifera"	"Pachycerina_crinicornis"	"Melanostoma_annulipes"	"Chrysomya_megacephala"	"Stomoxys_niger"	"Henotesia_narcissus"	"Stomoxys_calcitrans"	"Fannia_pusio"	"Brachymyrmex_sp1_M_PL_061"	"Musca_domestica"	"Chaetocnema_sp1_M_PL_061"	"Phorinia_sp1_M_PL_061"	"Allograpta_nasuta"	"Technomyrmex_albipes"	"Zosterops_mauritianus"	"Eristalinus_flaveolus"	"Polistes_hebraeus"	"Psilopa_iceryae"	"Leptotes_pirithous"	"Allograpta_sp1_M_PL_061"	"Melanagromyza_sojae"	"Nacoleia_sp1_M_PL_061"	"Lygistorrhina_sp1_M_PL_061"	"Sarcophaga_arno"	"Acopsis_viridicans"	"Atherigona_sp1_M_PL_061"	"Dasytinae_sp1_M_PL_061"	"Dysauxes_florida"	"Episyrphus_sp1_M_PL_061"	"Homoneura_sp1_M_PL_061"	"Nacoleia_sp2_M_PL_061"	"Orthellia_albigena"	"Paragus_borbonicus"	"Pelecophora_intemipta"	"Sapromyza_sp1_M_PL_061"	"Sepsis_lateralis"	"Unidentified_sp1_M_PL_061"
"Toddalia_asiatica"	0	0	0	0	0	0	0	0	0	0	0	0	0.382978723404255	0	0.172340425531915	0.0319148936170213	0.0829787234042553	0	0.00638297872340425	0	0.0446808510638298	0	0.0127659574468085	0.00638297872340425	0.0574468085106383	0	0.00638297872340425	0	0.00638297872340425	0	0.051063829787234	0.0191489361702128	0	0.0127659574468085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00638297872340425	0
"Aphloia_theiformis"	0	0	0	0	0	0	0	0	0	0	0	0	0.133663366336634	0.400990099009901	0.00891089108910891	0.0891089108910891	0.0178217821782178	0.00891089108910891	0.00891089108910891	0.0267326732673267	0.00891089108910891	0	0	0	0.0178217821782178	0.00891089108910891	0.0356435643564356	0.0178217821782178	0.0356435643564356	0	0	0.00891089108910891	0.0356435643564356	0	0.00891089108910891	0	0	0	0	0	0	0.00891089108910891	0.00891089108910891	0	0	0	0.00891089108910891	0	0	0
"Geniostoma_borbonicum"	0	0	0	0	0	0	0	0	0	0	0	0	0.261627906976744	0.0418604651162791	0.104651162790698	0.104651162790698	0.0732558139534884	0.136046511627907	0.0104651162790698	0.0418604651162791	0.0209302325581395	0	0.0418604651162791	0	0	0.0209302325581395	0	0	0	0	0	0	0	0	0	0	0.0104651162790698	0	0	0	0	0	0	0.0104651162790698	0.0104651162790698	0	0	0.0104651162790698	0	0
"Sideroxylon_cinereum"	0	0	0	0	0	0	0	0	0	0	0	0	0.0875	0.475	0.1	0	0.0375	0.0375	0.0125	0	0.0125	0	0	0	0	0	0	0.05	0	0.0625	0	0	0	0	0	0	0.0125	0	0.0125	0	0	0	0	0	0	0	0	0	0	0
"Roussea_simplex"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114893617021277	0.114893617021277	0	0	0	0.268085106382979	0	0.0191489361702128	0.0765957446808511	0.0191489361702128	0	0	0.134042553191489	0	0.0574468085106383	0	0.0574468085106383	0	0	0	0	0	0.0382978723404255	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Psiadia_terebinthina"	0	0	0	0	0	0	0	0	0	0	0	0	0.35	0.075	0	0.075	0.025	0	0	0.15	0.025	0	0.05	0	0	0	0	0	0.075	0	0	0.025	0	0	0	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0.025
"Croton_fothergillifolius"	0	0	0	0	0	0	0	0	0	0	0	0	0.257142857142857	0.0321428571428571	0	0	0.160714285714286	0.0321428571428571	0	0.0964285714285714	0	0	0.0642857142857143	0.192857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0321428571428571	0.0321428571428571	0	0	0	0	0	0	0	0	0
"Erythroxylum_macrocarpum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0.135	0	0.045	0	0	0	0.36	0	0.135	0	0	0.135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Claoxylon_linostachys"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0	0	0	0	0.1	0	0.1	0.1	0	0	0.1	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Antirhea_borbonica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dodonaea_viscosa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0	0	0	0
"Molinaea_alternifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Stomorhina_lunata"	0.418604651162791	0.104651162790698	0.174418604651163	0.0488372093023256	0	0.0976744186046512	0.0558139534883721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Apis_mellifera"	0	0.417525773195876	0.0371134020618557	0.352577319587629	0.0556701030927835	0.0278350515463918	0.00927835051546392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pachycerina_crinicornis"	0.441818181818182	0.0163636363636364	0.163636363636364	0.130909090909091	0.0981818181818182	0	0	0.0327272727272727	0	0	0.0163636363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Melanostoma_annulipes"	0.125	0.25	0.25	0	0	0.075	0	0.075	0.1	0	0	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chrysomya_megacephala"	0.37741935483871	0.0580645161290323	0.203225806451613	0.0870967741935484	0	0.0290322580645161	0.145161290322581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Stomoxys_niger"	0	0.0473684210526316	0.615789473684211	0.142105263157895	0	0	0.0473684210526316	0.0473684210526316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Henotesia_narcissus"	0.05	0.05	0.05	0.05	0.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
