"Sideroxylon_puberulum"	"Ochna_mauritiana"	"Myonima_violacea"	"Stillingia_lineata"	"Faujasiopsis_flexuosa"	"Bertiera_zaluzania"	"Aphloia_theiformis"	"Croton_fothergillifolius"	"Molinaea_alternifolia"	"Psiadia_terebinthina"	"Erythroxylum_macrocarpum"	"Homalanthus_populifolius"	"Psidium_cattleianum"	"Chassalia_coriacea"	"Antirhea_borbonica"	"Cordemoya_integrifolia"	"Olea_lancea"	"Apis_mellifera"	"Chaetocnema_sp1_M_PL_076"	"Dysauxes_florida"	"Technomyrmex_albipes"	"Stomorhina_lunata"	"Lygistorrhina_sp1_M_PL_076"	"Pachycerina_crinicornis"	"Polistes_hebraeus"	"Brachymyrmex_sp1_M_PL_076"	"Musca_domestica"	"Panara_naso"	"Nacoleia_sp1_M_PL_076"	"Ischiodon_aegyptius"	"Stomoxys_calcitrans"	"Fannia_pusio"	"Allograpta_nasuta"	"Chrysomya_megacephala"	"Gelechioidea_sp1_M_PL_076"	"Campopleginae_sp1_M_PL_076"	"Melanostoma_bituberculatum"	"Syritta_nigrofemorata"	"Atherigona_orientalis"	"Calopsilia_florella"	"Cratopus_psittacus"	"Cryptocephalinae_sp1_M_PL_076"	"Dioxyna_sororcula"	"Episyrphus_sp1_M_PL_076"	"Eristalinus_flaveolus"	"Gelechioidea_sp2_M_PL_076"	"Lecithoceridae_sp1_M_PL_076"	"Mauritiborium_undulatus"	"Nyctemera_insulare"	"Ornidia_obesa"	"Sarcophaga_arno"	"Siphona_sp1_M_PL_076"
"Sideroxylon_puberulum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.564406779661017	0	0.0152542372881356	0	0.0838983050847458	0.0610169491525424	0	0	0.038135593220339	0.0457627118644068	0	0.0076271186440678	0	0.0533898305084746	0	0	0.0228813559322034	0	0	0	0	0.0076271186440678	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ochna_mauritiana"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.236842105263158	0.426315789473684	0	0	0.0355263157894737	0	0.0118421052631579	0.0355263157894737	0	0	0.0118421052631579	0	0.0592105263157895	0	0	0.0118421052631579	0	0	0.0236842105263158	0.0236842105263158	0.0118421052631579	0	0	0	0	0	0	0	0	0	0	0	0	0.0118421052631579	0
"Myonima_violacea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16875	0	0.45	0	0.075	0	0.01875	0.0375	0.09375	0	0.0375	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01875	0	0	0	0	0	0	0	0	0	0
"Stillingia_lineata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.154285714285714	0	0.18	0.0514285714285714	0.0514285714285714	0.334285714285714	0	0	0.0257142857142857	0	0	0.0257142857142857	0	0	0	0	0	0	0	0.0257142857142857	0	0	0.0257142857142857	0	0	0	0	0	0	0.0257142857142857	0	0	0	0
"Faujasiopsis_flexuosa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.163636363636364	0.3	0	0.0545454545454545	0.136363636363636	0.0818181818181818	0	0	0	0	0.0272727272727273	0	0	0.109090909090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0272727272727273	0	0
"Bertiera_zaluzania"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.766666666666667	0	0.0333333333333333	0	0	0	0	0.0333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0333333333333333	0	0	0.0333333333333333
"Aphloia_theiformis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0782608695652174	0	0.0391304347826087	0.469565217391304	0.156521739130435	0	0.0391304347826087	0	0	0	0.0391304347826087	0	0	0	0.0391304347826087	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0391304347826087	0	0	0	0	0	0
"Croton_fothergillifolius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0818181818181818	0.0409090909090909	0.531818181818182	0	0	0	0	0	0	0	0.0409090909090909	0	0	0.0409090909090909	0	0	0.163636363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Molinaea_alternifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18	0.06	0	0	0.06	0.12	0	0.24	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0.06	0.06	0	0	0	0	0	0	0
"Psiadia_terebinthina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0.18	0.09	0	0	0	0	0.27	0	0	0	0.09	0	0	0	0	0	0	0	0	0	0.09	0	0	0	0.09	0	0	0	0	0
