"Alticola_strelzowi"	"Alticola_barakshin"	"Alticola_argentatus"	"Spermophilus_undulatus"	"Meriones_meridianus"	"Cricetulus_longicaudatus"	"Cricetulus_barabensis"	"Phodopus_sungorus"	"Allactaga_sibirica"	"Meriones_unguiculatus"	"Apodemus_peninsulae"	"Amphipsylla_primaris"	"Paradoxopsyllus_scorodumovi"	"Callopsylla_caspia"	"Paramonopsyllus_scalonae"	"Citellophilus_tesquorum"	"Wagnerina_tuvensis"	"Paradoxopsyllus_dashidorzhii"	"Frontopsylla_elatoides"	"Nosopsyllus_laeviceps"	"Amphipsylla_vinogradovi"	"Frontopsylla_hetera"	"Pectinoctenus_pavlovskii"	"Neopsylla_mana"	"Frontopsylla_wagneri"	"Neopsylla_bidentatiformis"	"Amphipsylla_longispina"	"Ophthalmopsylla_praefecta"	"Oropsylla_alaskensis"	"Rhadinopsylla_li"	"Neopsylla_pleskei"	"Echidnophaga_oschanini"	"Frontopsylla_luculenta"	"Ophthalmopsylla_kukuschkini"	"Amphalius_runatus"	"Ctenophyllus_hirticrus"	"Rhadinopsylla_rothschildi"
"Alticola_strelzowi"	0	0	0	0	0	0	0	0	0	0	0	0.323736263736264	0.280879120879121	0.101208791208791	0.0428571428571429	0.00164835164835165	0.0659340659340659	0.0276923076923077	0.00725274725274725	0.00263736263736264	0.00923076923076923	0.0250549450549451	0.00263736263736264	0.00725274725274725	0	0	0.000989010989010989	0	0	0.000989010989010989	0	0	0	0	0	0	0
"Alticola_barakshin"	0	0	0	0	0	0	0	0	0	0	0	0.321856639247944	0	0.220329024676851	0.125851938895417	0	0.0705052878965922	0.118096357226792	0.0148061104582844	0	0	0.0204465334900118	0.00493537015276146	0.00105757931844888	0	0.00105757931844888	0	0	0	0.00105757931844888	0	0	0	0	0	0	0
"Alticola_argentatus"	0	0	0	0	0	0	0	0	0	0	0	0.429652546406473	0.228319847691575	0.0449785816277963	0.0471204188481675	0.00214183722037125	0.0385530699666825	0	0.0813898143741076	0	0.00128510233222275	0.011994288434079	0.00128510233222275	0.00771061399333651	0	0.00556877677296525	0	0	0	0	0	0	0	0	0	0	0
"Spermophilus_undulatus"	0	0	0	0	0	0	0	0	0	0	0	0.00435483870967742	0.0261290322580645	0	0.0130645161290323	0.666290322580645	0	0.0188709677419355	0.0551612903225806	0	0	0.0261290322580645	0	0.0130645161290323	0	0	0.0101612903225806	0	0.0261290322580645	0.00870967741935484	0	0.0203225806451613	0	0	0.0116129032258065	0	0
"Meriones_meridianus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0169354838709677	0.0266129032258065	0	0.0604838709677419	0.0314516129032258	0.665322580645161	0.0338709677419355	0.0338709677419355	0	0	0	0.00483870967741936	0.0266129032258065	0	0	0	0	0	0	0	0	0	0
"Cricetulus_longicaudatus"	0	0	0	0	0	0	0	0	0	0	0	0	0.132831325301205	0.00813253012048193	0.00542168674698795	0.0162650602409639	0.0813253012048193	0	0.0352409638554217	0	0.363253012048193	0.0298192771084337	0.116566265060241	0.0894578313253012	0	0.0108433734939759	0.0108433734939759	0	0	0	0	0	0	0	0	0	0
"Cricetulus_barabensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.154883720930233	0	0	0.0293023255813953	0	0.443720930232558	0.0334883720930233	0.0334883720930233	0.0418604651162791	0	0.138139534883721	0	0	0	0	0	0	0	0.00837209302325581	0	0.00837209302325581	0.00837209302325581
"Phodopus_sungorus"	0	0	0	0	0	0	0	0	0	0	0	0.231617647058824	0	0	0.0132352941176471	0	0	0	0.0727941176470588	0	0.0794117647058824	0.0529411764705882	0.271323529411765	0.0794117647058824	0	0	0.0661764705882353	0	0	0.0330882352941176	0	0	0	0	0	0	0
"Allactaga_sibirica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.617142857142857	0	0	0.18	0	0	0	0	0.102857142857143	0	0	0	0
"Meriones_unguiculatus"	0	0	0	0	0	0	0	0	0	0	0	0.025	0	0	0.025	0	0	0	0	0.6625	0	0	0	0	0	0	0	0	0	0	0.1875	0	0	0	0	0	0
"Apodemus_peninsulae"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0.7	0	0	0
"Amphipsylla_primaris"	0.300816882232811	0.279680054458815	0.307249829816202	0.000918992511912866	0	0	0	0.0107215793056501	0	0.000612661674608577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Paradoxopsyllus_scorodumovi"	0.528099173553719	0	0.330371900826446	0.0111570247933884	0	0.0303719008264463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Callopsylla_caspia"	0.265673076923077	0.540865384615385	0.0908653846153846	0	0	0.00259615384615385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Paramonopsyllus_scalonae"	0.189014539579968	0.519063004846527	0.159935379644588	0.0130856219709208	0.0101777059773829	0.00290791599353796	0	0.00290791599353796	0	0.00290791599353796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Citellophilus_tesquorum"	0.00860420650095602	0	0.00860420650095602	0.789866156787763	0.0189292543021033	0.0103250478011472	0.0636711281070746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wagnerina_tuvensis"	0.346153846153846	0.346153846153846	0.155769230769231	0	0	0.0519230769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Paradoxopsyllus_dashidorzhii"	0.165426695842451	0.659737417943107	0	0.025601750547046	0.0492341356673961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Frontopsylla_elatoides"	0.0589285714285714	0.1125	0.508928571428571	0.101785714285714	0.0348214285714286	0.0348214285714286	0.01875	0.0294642857142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Nosopsyllus_laeviceps"	0.0214285714285714	0	0	0	0.736607142857143	0	0	0	0	0.141964285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_vinogradovi"	0.0848484848484849	0	0.00909090909090909	0	0.0424242424242424	0.406060606060606	0.321212121212121	0.0363636363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
