"Marmota_caudata"	"Microtus_juldaschi"	"Apodemus_uralensis"	"Alticola_argentatus"	"Cricetulus_migratorius"	"Dryomys_nitedula"	"Rattus_turkestanicus"	"Citellophilus_lebedewi"	"Rhadinopsylla_li"	"Amphipsylla_phaiomydis"	"Oropsylla_silantiewi"	"Callopsylla_caspia"	"Pectinoctenus_nemorosa"	"Frontopsylla_elata"	"Leptopsylla_nana"	"Ceratophyllus_sinicus"	"Amphipsylla_montana"	"Neopsylla_pleskei"	"Amphipsylla_anceps"	"Ceratophyllus_sciurorum"	"Frontopsylla_ambigua"	"Nosopsyllus_simla"	"Frontopsylla_ornata"	"Amphipsylla_primaris"	"Frontopsylla_protera"	"Neopsylla_meridiana"	"Callopsylla_lagomys"	"Rhadinopsylla_altifrons"	"Paraneopsylla_ioffi"	"Leptopsylla_taschenbergi"
"Marmota_caudata"	0	0	0	0	0	0	0	0.877802438963565	0.0138931145415098	0	0.00623955709618694	0	0	0.000314222299807975	0	0.00152622259906731	0	0	0	0	0.000179555599890272	0	0	0	0	0	0	0	4.48888999725679e-05	0
"Microtus_juldaschi"	0	0	0	0	0	0	0	0.00939130434782609	0	0.396	0	0.0970434782608696	0.0234782608695652	0.230086956521739	0.072	0	0.00469565217391304	0.00782608695652174	0.0031304347826087	0.0031304347826087	0.0031304347826087	0	0.00782608695652174	0.00939130434782609	0.00939130434782609	0.00939130434782609	0.0109565217391304	0.0031304347826087	0	0
"Apodemus_uralensis"	0	0	0	0	0	0	0	0.00775862068965517	0	0.00775862068965517	0	0.0853448275862069	0.488793103448276	0.0129310344827586	0.0827586206896552	0.0155172413793103	0.00775862068965517	0.0620689655172414	0.028448275862069	0	0.0413793103448276	0	0.0232758620689655	0	0.0181034482758621	0	0	0.00517241379310345	0.00517241379310345	0.00775862068965517
"Alticola_argentatus"	0	0	0	0	0	0	0	0	0	0.0425675675675676	0	0.437837837837838	0.0121621621621622	0.0304054054054054	0.0425675675675676	0	0.243243243243243	0.0425675675675676	0.0304054054054054	0	0.0182432432432432	0	0	0	0	0	0	0	0	0
"Cricetulus_migratorius"	0	0	0	0	0	0	0	0.0201492537313433	0	0.100746268656716	0	0.315671641791045	0	0	0.0134328358208955	0	0.100746268656716	0.0671641791044776	0.174626865671642	0	0	0	0.0134328358208955	0.0470149253731343	0	0.026865671641791	0	0.0201492537313433	0	0
"Dryomys_nitedula"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0
"Rattus_turkestanicus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.805263157894737	0	0	0	0	0	0	0.0947368421052632	0
"Citellophilus_lebedewi"	0.89972394049384	0.000138029753080108	6.90148765400542e-05	0	6.90148765400542e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Rhadinopsylla_li"	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Amphipsylla_phaiomydis"	0	0.819064748201439	0.00971223021582734	0.0226618705035971	0.0485611510791367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Oropsylla_silantiewi"	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Callopsylla_caspia"	0	0.260747663551402	0.138785046728972	0.302803738317757	0.197663551401869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Pectinoctenus_nemorosa"	0	0.0655339805825243	0.825728155339806	0.0087378640776699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Frontopsylla_elata"	0.0736842105263158	0.773684210526316	0.0263157894736842	0.0263157894736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Leptopsylla_nana"	0	0.475862068965517	0.331034482758621	0.0724137931034483	0.0206896551724138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
