"Ficus_vogelii"	"Bridelia_micrantha"	"Halleria_lucida"	"Ficus_natalensis"	"Apodytes_dimidiata"	"Trema_orientalis"	"Dovyalis_longispina"	"Sideroxylon_inerme"	"Trichilia_emetica"	"Vepris_undulata"	"Erianthemum_dregei"	"Euclea_natalensis"	"Antidesma_venosum"	"Ekebergia_capensis"	"Strelitzia_nicholai"	"Mimusops_caffra"	"Cholorocichla_flaviventris"	"Pogoniulus_bilineatus"	"Pycnonotus_barbatus"	"Buccanodon_leucotis"	"Unidentified_sp1_M_SD_008"	"Zosterops_pallidus"	"Bycanistes_buccinator"	"Lumprocolius_corruscus"	"Andropadus_importunus"	"Tauraco_porphyrocephalus"
"Ficus_vogelii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225	0.0716666666666667	0.125833333333333	0.215833333333333	0.0266666666666667	0.0541666666666667	0.144166666666667	0.0183333333333333	0.00916666666666667	0.00916666666666667
"Bridelia_micrantha"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.369	0.018	0.342	0.036	0.036	0.018	0	0.009	0.036	0.036
"Halleria_lucida"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0.152307692307692	0.0796153846153846	0.045	0.432692307692308	0.045	0	0.0553846153846154	0	0
"Ficus_natalensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0889328063241107	0.412648221343874	0.0889328063241107	0.0533596837944664	0.0462450592885376	0.099604743083004	0.0177865612648221	0.0284584980237154	0	0.0640316205533597
"Apodytes_dimidiata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.585714285714286	0.107142857142857	0.0107142857142857	0	0.0714285714285714	0.0357142857142857	0	0.0714285714285714	0.0178571428571429	0
"Trema_orientalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036986301369863	0.378082191780822	0.0534246575342466	0	0.180821917808219	0.217808219178082	0	0.0164383561643836	0.0164383561643836	0
"Dovyalis_longispina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.261734693877551	0.123979591836735	0.261734693877551	0.00918367346938775	0	0.0275510204081633	0	0.0551020408163265	0.123979591836735	0.036734693877551
"Sideroxylon_inerme"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.527748691099476	0.179057591623037	0	0.018848167539267	0.0282722513089005	0	0	0.00942408376963351	0.117801047120419	0.018848167539267
"Trichilia_emetica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.439411764705882	0.217058823529412	0.0529411764705882	0	0	0	0.0105882352941176	0.153529411764706	0.0158823529411765	0.0105882352941176
"Vepris_undulata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.266037735849057	0.350943396226415	0	0	0.0622641509433962	0.0735849056603774	0	0	0.147169811320755	0
"Erianthemum_dregei"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.846	0	0	0.054	0	0	0	0	0
"Euclea_natalensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.445631067961165	0.235922330097087	0.0699029126213592	0.0699029126213592	0.0349514563106796	0	0	0	0.0174757281553398	0.0262135922330097
"Antidesma_venosum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0418604651162791	0.376744186046512	0.115116279069767	0.0313953488372093	0.115116279069767	0.188372093023256	0	0	0.0104651162790698	0.0209302325581395
"Ekebergia_capensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.091304347826087	0.0652173913043478	0.0130434782608696	0.182608695652174	0	0.0782608695652174	0.130434782608696	0.156521739130435	0.0130434782608696	0.169565217391304
"Strelitzia_nicholai"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.219512195121951	0.570731707317073	0.109756097560976	0	0	0	0	0	0
"Mimusops_caffra"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.396	0.108	0.108	0	0	0	0	0.108	0	0.18
"Cholorocichla_flaviventris"	0.245702730030334	0.111931243680485	0.0236602628918099	0.0227502527805865	0.149241658240647	0.00819009100101112	0.0518705763397371	0.101921132457027	0.075530839231547	0.0427704752275025	0	0.0464105156723964	0.00364004044489383	0.00637007077856421	0	0.010010111223458	0	0	0	0	0	0	0	0	0	0
"Pogoniulus_bilineatus"	0.10130890052356	0.00706806282722513	0.0518324607329843	0.136649214659686	0.0353403141361257	0.108376963350785	0.0318062827225131	0.0447643979057592	0.0482984293193717	0.0730366492146597	0.166099476439791	0.0318062827225131	0.0424083769633508	0.00589005235602094	0.0117801047120419	0.00353403141361257	0	0	0	0	0	0	0	0	0	0
"Pycnonotus_barbatus"	0.305393258426966	0.230561797752809	0.0465168539325843	0.050561797752809	0.00606741573033708	0.0262921348314607	0.115280898876404	0	0.0202247191011236	0	0	0.0161797752808989	0.022247191011236	0.00202247191011236	0.0525842696629214	0.00606741573033708	0	0	0	0	0	0	0	0	0	0
"Buccanodon_leucotis"	0.695820895522388	0.0322388059701493	0.0349253731343284	0.0402985074626866	0	0	0.00537313432835821	0.0107462686567164	0	0	0	0.0214925373134328	0.00805970149253731	0.0376119402985075	0.0134328358208955	0	0	0	0	0	0	0	0	0	0	0
"Unidentified_sp1_M_SD_008"	0.100348432055749	0.0376306620209059	0.39198606271777	0.0407665505226481	0.0627177700348432	0.137979094076655	0	0.018815331010453	0	0.0344947735191638	0.0282229965156794	0.0125435540069686	0.0344947735191638	0	0	0	0	0	0	0	0	0	0	0	0	0
"Zosterops_pallidus"	0.268348623853211	0.0247706422018349	0.0536697247706422	0.115596330275229	0.0412844036697248	0.218807339449541	0.0247706422018349	0	0	0.0536697247706422	0	0	0.0743119266055046	0.0247706422018349	0	0	0	0	0	0	0	0	0	0	0	0
"Bycanistes_buccinator"	0.819473684210526	0	0	0.0236842105263158	0	0	0	0	0.00947368421052632	0	0	0	0	0.0473684210526316	0	0	0	0	0	0	0	0	0	0	0	0
"Lumprocolius_corruscus"	0.151145038167939	0.0206106870229008	0.109923664122137	0.0549618320610687	0.137404580152672	0.0274809160305344	0.0824427480916031	0.0137404580152672	0.199236641221374	0	0	0	0	0.0824427480916031	0	0.0206106870229008	0	0	0	0	0	0	0	0	0	0
"Andropadus_importunus"	0.0846153846153846	0.0923076923076923	0	0	0.0384615384615385	0.0307692307692308	0.207692307692308	0.192307692307692	0.0230769230769231	0.2	0	0.0153846153846154	0.00769230769230769	0.00769230769230769	0	0	0	0	0	0	0	0	0	0	0	0
"Tauraco_porphyrocephalus"	0.126923076923077	0.138461538461538	0	0.207692307692308	0	0	0.0923076923076923	0.0461538461538462	0.0230769230769231	0	0	0.0346153846153846	0.0230769230769231	0.15	0	0.0576923076923077	0	0	0	0	0	0	0	0	0	0
