"Centaurea_nigra"	"Leucanthemum_vulgare"	"Cirsium_palustre"	"Ranunculus_acris"	"Cirsium_arvense"	"Filipendula_ulmaria"	"Galium_verum"	"Hypochoeris_radicata"	"Primula_veris"	"Lotus_corniculatus"	"Lathyrus_pratensis"	"Orchis_morio"	"Taraxacum_officinale"	"Trifolium_repens"	"Cerastium_fontanum"	"Trifolium_dubium"	"Bombus_lapidarius"	"Maniola_jurtina"	"Bombus_pascuorum"	"Calocoris_bipunctatus"	"Empis_livida"	"Psithyrus_vest"	"Episyrphus_balteatus"	"Bombus_pratorum"	"Apis_mellifera"	"Bombus_terrestris.lucorum"	"Eristalis_tenax"	"Helophilus_sp1_M_PL_007"	"Syrphus_sp1_M_PL_007"	"Scathophaga_stercoraria"	"Sphaerophoria_sp1_M_PL_007"	"Anthophora_plumipes"	"Cheilosia_bergenstammi"	"Lucillia_sp1_M_PL_007"	"Melanostoma_sp1_M_PL_007"	"Platycheirus_sp1_M_PL_007"	"Eriothrix_rufomaculatus"	"Eristalis_nemorum"	"Meliscaeva_sp1_M_PL_007"	"Andrena_chrysosceles"	"Pollenia_sp1_M_PL_007"	"Andrena_pubescens"	"Bombus_hortorum"	"Cephus_pygmaeus"	"Eristalis_intricarius"	"Lasioglossum_calceatum"	"Lasioglossum_villosulum"	"Lycaena_phlaeas"	"Panameria_tenebrata"	"Sarcophagus_sp1_M_PL_007"	"Tropidia_scitta"	"Volucella_bombylans"
"Centaurea_nigra"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.581404958677686	0.136363636363636	0.0433884297520661	0.0446280991735537	0.0136363636363636	0.0148760330578512	0.00991735537190083	0.00991735537190083	0.0173553719008264	0.00991735537190083	0.00371900826446281	0.00247933884297521	0.00867768595041322	0	0	0	0	0	0	0.00247933884297521	0	0	0	0	0	0	0.0012396694214876	0	0	0	0	0	0	0	0	0
"Leucanthemum_vulgare"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.221917808219178	0.191095890410959	0	0	0.123287671232877	0.0184931506849315	0	0.0308219178082192	0	0.0308219178082192	0.0554794520547945	0.0616438356164384	0.0123287671232877	0.0308219178082192	0.0123287671232877	0	0	0.0246575342465753	0.0123287671232877	0.00616438356164384	0	0.0184931506849315	0.00616438356164384	0.0123287671232877	0.0123287671232877	0	0	0	0	0	0	0	0	0.00616438356164384	0.00616438356164384	0.00616438356164384
"Cirsium_palustre"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31304347826087	0	0.117391304347826	0	0	0.31304347826087	0	0.156521739130435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ranunculus_acris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105882352941176	0.0529411764705882	0.0529411764705882	0	0	0	0	0	0	0	0	0.0529411764705882	0	0.105882352941176	0	0	0.211764705882353	0	0.0529411764705882	0	0	0	0.105882352941176	0	0	0.0529411764705882	0	0.0529411764705882	0	0.0529411764705882	0	0	0	0	0	0
"Cirsium_arvense"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.138461538461538	0.415384615384615	0	0.0692307692307692	0.0692307692307692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.207692307692308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Filipendula_ulmaria"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0	0	0	0	0.3	0	0	0	0.075	0	0.15	0	0.075	0	0	0	0.075	0.075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Galium_verum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.675	0	0	0	0	0	0	0	0.225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hypochoeris_radicata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.45	0	0	0	0	0	0.225	0	0	0	0	0	0.1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1125	0	0	0	0	0
"Primula_veris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1125	0	0	0	0	0	0	0	0	0.1125	0	0	0	0	0	0.5625	0	0	0	0	0	0	0	0	0	0	0	0	0.1125	0	0	0	0	0	0	0
"Lotus_corniculatus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54	0	0.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
