"Dipterocarpus_pachyphyllus"	"Dipterocarpus_geniculatus"	"Dipterocarpus_crinitus"	"Dipterocarpus_globosus"	"Dipterocarpus_palembanicus"	"Dipterocarpus_tempehes"	"Dryobalanops_aromatica"	"Dryobalanops_lanceolata"	"Shorea_smithiana"	"Shorea_macrophylla"	"Shorea_xantophylla"	"Shorea_laxa"	"Shorea_argentifolia"	"Sternuchopsis_hoplomachus"	"Araecerus_corporaali"	"Phloebius_sp._1"	"Ctenomerus_sp._2"	"Manoja_sp._1"	"Meregallia_dipterocarpi"	"Meregallia_sp._1"	"Nanophyes_shoreae"	"Nanophyes_sp._2"	"Apionidae_Gn._sp._1"	"Involvulus_sp._3"	"Imathia_sp._1"	"Ochyromera_sp._2"	"Idotasia_sp._1"	"Sternuchopsis_curranae"	"Sternuchopsis_dipterocarpi"	"Sternuchopsis_shoreaphilus"	"Niphades_sp._1"	"Orchestes_sp._1"	"Orchestes_sp._2"	"Orchestes_sp._4"	"Coccotrypes_advena"	"Coccotrypes_cardamoni"	"Coccotrypes_gedeanus"	"Coccotrypes_papuanus"	"Dryocoetiops_malaccensis"	"Xyleborinus_exiguus"	"Xyleborinus_similis"	"Andrioplecta_shoreae"	"Andrioplecta_subpulverula"	"Andrioplecta_sp._A"	"Andrioplecta_sp._B"	"Lamoria_adaptella"	"Cosmopterigidae_sp._A"	"Assara_albicostalis"	"Sesiidae_Gn._Sp._A"	"Imma_homocrossa"
"Dipterocarpus_pachyphyllus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0391304347826087	0	0.0195652173913043	0	0	0	0	0	0	0.352173913043478	0.0195652173913043	0	0.0391304347826087	0.0195652173913043	0	0	0.0391304347826087	0	0	0	0.0391304347826087	0	0.0978260869565217	0	0.0195652173913043	0	0.0195652173913043	0.0195652173913043	0	0.0195652173913043	0	0.0195652173913043	0.117391304347826	0	0	0.0195652173913043
"Dipterocarpus_geniculatus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028125	0.028125	0	0	0	0.196875	0	0	0	0	0	0	0.028125	0	0.05625	0	0	0.1125	0	0	0	0.05625	0	0.253125	0.028125	0	0	0	0.028125	0	0	0.028125	0	0.05625	0	0	0
"Dipterocarpus_crinitus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0
"Dipterocarpus_globosus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142105263157895	0	0	0	0	0	0	0	0	0	0.0473684210526316	0	0.615789473684211	0.0947368421052632	0	0	0	0	0	0	0	0	0	0	0	0
"Dipterocarpus_palembanicus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.227848101265823	0	0	0	0	0.0227848101265823	0	0	0.0113924050632911	0	0.159493670886076	0	0.0113924050632911	0.0455696202531646	0	0	0	0	0	0.0113924050632911	0	0.0341772151898734	0.341772151898734	0	0	0	0	0	0	0	0	0	0.0341772151898734	0	0	0
"Dipterocarpus_tempehes"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0076271186440678	0.0419491525423729	0.0038135593220339	0	0	0	0.0076271186440678	0	0	0	0	0	0	0	0.118220338983051	0	0	0.671186440677966	0	0	0	0.0228813559322034	0	0.0038135593220339	0.0038135593220339	0	0.0038135593220339	0	0	0.0152542372881356	0	0	0	0	0	0	0
"Dryobalanops_aromatica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1125	0	0	0	0	0	0	0.1125	0	0.675	0	0	0	0	0	0	0	0	0	0	0	0	0
"Dryobalanops_lanceolata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0272727272727273	0.709090909090909	0	0	0	0	0	0	0	0	0.163636363636364	0	0	0	0	0	0	0	0	0	0	0	0	0
"Shorea_smithiana"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.110526315789474	0	0.0631578947368421	0	0	0	0.221052631578947	0	0	0	0	0	0	0	0.157894736842105	0	0.0473684210526316	0.0157894736842105	0.0157894736842105	0.0157894736842105	0.0789473684210526	0.0947368421052632	0	0	0	0	0.0157894736842105	0.0157894736842105	0	0.0315789473684211	0	0	0	0.0157894736842105	0	0
"Shorea_macrophylla"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.110526315789474	0	0	0.0157894736842105	0	0	0	0.0315789473684211	0	0	0.0315789473684211	0	0	0	0	0	0	0	0	0	0.0157894736842105	0	0.394736842105263	0	0	0	0	0.0789473684210526	0	0.0157894736842105	0	0	0	0.0789473684210526	0.126315789473684	0
