"Arvicola_terrestris"	"Sorex_araneus"	"Clethrionomys_rutilus"	"Microtus_gregalis"	"Lagurus_lagurus"	"Apodemus_agrarius"	"Neomys_fodiens"	"Sicista_betulina"	"Microtus_agrestis"	"Talpa_europaea"	"Myospalax_aspalax"	"Spermophilus_erythrogenys"	"Microtus_oeconomus"	"Phodopus_campbelli"	"Tamias_sibiricus"	"Clethrionomys_glareolus"	"Cricetus_cricetus"	"Microtus_arvalis"	"Myopus_schisticolor"	"Cricetulus_barabensis"	"Clethrionomys_rufocanus"	"Micromys_minutus"	"Sicista_subtilis"	"Pteromys_volans"	"Sciurus_vulgaris"	"Ctenophthalmus_assimilis"	"Megabothris_walkeri"	"Palaeopsylla_soricis"	"Amalaraeus_penicilliger"	"Corrodopsylla_birulai"	"Megabothris_rectangulatus"	"Megabothris_turbidus"	"Hystrichopsylla_talpae"	"Ctenophthalmus_arvalis"	"Amphipsylla_sibirica"	"Ctenophthalmus_dilatatus"	"Ceratophyllus_indages"	"Pectinoctenus_pavlovskii"	"Frontopsylla_elata"	"Citellophilus_tesquorum"	"Leptopsylla_sicistae"	"Peromyscopsylla_silvatica"	"Megabothris_calcarifer"	"Neopsylla_pleskei"	"Amphipsylla_kuznetzovi"	"Peromyscopsylla_bidentata"	"Neopsylla_acanthina"	"Neopsylla_mana"	"Ctenophthalmus_pisticus"	"Tarsopsylla_octodecimdentata"	"Amphipsylla_vinogradovi"	"Oropsylla_ilovaiskii"	"Ctenophthalmus_uncinatus"	"Amphipsylla_prima"	"Catallagia_dacenkoi"	"Rhadinopsylla_integella"
"Arvicola_terrestris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.229651162790698	0.43953488372093	0.00174418604651163	0.0790697674418605	0.0127906976744186	0.00232558139534884	0.0540697674418605	0.00174418604651163	0.0063953488372093	0.0563953488372093	0	0	0.00581395348837209	0	0	0	0	0	0.00232558139534884	0.00174418604651163	0.00232558139534884	0.00116279069767442	0.00174418604651163	0	0	0	0	0	0.00116279069767442	0	0
"Sorex_araneus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0868167202572347	0.0101286173633441	0.536816720257235	0.0361736334405145	0.151929260450161	0.0159163987138264	0.0159163987138264	0.0159163987138264	0.00578778135048232	0.00578778135048232	0	0	0	0.0101286173633441	0.00289389067524116	0	0	0.00289389067524116	0	0	0.00289389067524116	0	0	0	0	0	0	0	0	0	0
"Clethrionomys_rutilus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.200625	0.0225	0.10875	0.18	0.028125	0.136875	0.016875	0.06375	0.00375	0.0075	0	0.005625	0	0.020625	0.009375	0	0.07875	0.00375	0	0.009375	0	0	0	0	0	0	0	0	0	0.00375	0
"Microtus_gregalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.495967741935484	0.067741935483871	0.0193548387096774	0.0387096774193548	0.0120967741935484	0.0508064516129032	0.0290322580645161	0.0459677419354839	0	0	0	0	0	0.0532258064516129	0	0	0.00725806451612903	0.0241935483870968	0.0290322580645161	0.0266129032258065	0	0	0	0	0	0	0	0	0	0	0
"Lagurus_lagurus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0378947368421053	0	0	0	0	0	0	0	0.497368421052632	0	0	0	0.18	0	0.161052631578947	0	0.00947368421052632	0	0.0142105263157895	0	0	0	0	0	0	0	0	0	0	0	0
"Apodemus_agrarius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.424431818181818	0.0613636363636364	0	0.0613636363636364	0.0664772727272727	0.0460227272727273	0.05625	0.0613636363636364	0	0.0255681818181818	0	0	0	0.0306818181818182	0	0	0	0	0	0	0.05625	0	0.0102272727272727	0	0	0	0	0	0	0	0
"Neomys_fodiens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124817518248175	0.0262773722627737	0.308759124087591	0	0.381021897810219	0	0	0.0394160583941606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0197080291970803	0	0	0	0	0	0	0	0
"Sicista_betulina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07734375	0	0.0421875	0.04921875	0.0140625	0.028125	0.09140625	0.17578125	0	0	0	0	0	0.04921875	0	0.3515625	0	0	0	0	0	0	0.02109375	0	0	0	0	0	0	0	0
"Microtus_agrestis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.258333333333333	0.125	0	0.0583333333333333	0.0666666666666667	0.125	0	0.1	0	0	0	0	0	0	0	0	0	0.15	0.0166666666666667	0	0	0	0	0	0	0	0	0	0	0	0
"Talpa_europaea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.628301886792453	0	0.152830188679245	0.0594339622641509	0	0.0339622641509434	0	0	0	0	0	0	0	0.0254716981132075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
