"Sorex_araneus"	"Clethrionomys_glareolus"	"Talpa_europaea"	"Microtus_oeconomus"	"Apodemus_uralensis"	"Clethrionomys_rutilus"	"Microtus_arvalis"	"Sorex_caecutiens"	"Apodemus_agrarius"	"Sciurus_vulgaris"	"Sorex_minutus"	"Microtus_agrestis"	"Neomys_fodiens"	"Myopus_schisticolor"	"Micromys_minutus"	"Palaeopsylla_soricis"	"Ctenophthalmus_uncinatus"	"Doratopsylla_dasycnema"	"Megabothris_turbidus"	"Ctenophthalmus_bisoctodentatus"	"Ctenophthalmus_agyrtes"	"Peromyscopsylla_bidentata"	"Amalaraeus_penicilliger"	"Palaeopsylla_kohauti"	"Megabothris_walkeri"	"Hystrichopsylla_talpae"	"Amphipsylla_rossica"	"Peromyscopsylla_silvatica"	"Ctenophthalmus_assimilis"	"Megabothris_rectangulatus"	"Ceratophyllus_sciurorum"	"Tarsopsylla_octodecimdentata"	"Corrodopsylla_birulai"	"Ceratophyllus_indages"	"Rhadinopsylla_integella"	"Leptopsylla_segnis"
"Sorex_araneus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.531774193548387	0.0270967741935484	0.293225806451613	0.00580645161290323	0.000967741935483871	0.0135483870967742	0.00338709677419355	0.00145161290322581	0.000967741935483871	0.000967741935483871	0.0164516129032258	0	0	0.000967741935483871	0	0	0	0.00290322580645161	0	0.000483870967741935	0
"Clethrionomys_glareolus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0109573879358052	0.363087991145545	0.0054786939679026	0.174820143884892	0.00199225235196458	0.0707249584947427	0.0901494189263973	0.0966242390702822	0	0.0134477033757609	0.00697288323187604	0.00597675705589375	0.0353624792473713	0.00896513558384062	0.0139457664637521	0	0	0	0	0.00149418926397344	0
"Talpa_europaea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0218181818181818	0.0163636363636364	0.00272727272727273	0.000909090909090909	0.497272727272727	0.132727272727273	0	0.000909090909090909	0.198181818181818	0.000909090909090909	0.0154545454545455	0	0	0.0118181818181818	0	0	0	0.000909090909090909	0	0	0
"Microtus_oeconomus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0109311740890688	0.105668016194332	0	0.0182186234817814	0	0.207692307692308	0.00364372469635628	0	0	0.52834008097166	0	0.0218623481781377	0	0	0	0	0	0.00364372469635628	0	0	0
"Apodemus_uralensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00882352941176471	0.167647058823529	0.00882352941176471	0.441176470588235	0	0.247058823529412	0.00441176470588235	0	0	0.00882352941176471	0	0.00441176470588235	0	0.00441176470588235	0	0	0	0	0	0	0.00441176470588235
"Clethrionomys_rutilus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.219886363636364	0	0.117613636363636	0	0.0511363636363636	0.225	0.132954545454545	0	0	0.0664772727272727	0	0.0715909090909091	0	0.0153409090909091	0	0	0	0	0	0
"Microtus_arvalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00714285714285714	0.0357142857142857	0	0.0928571428571429	0.0142857142857143	0.0285714285714286	0.0642857142857143	0.00714285714285714	0	0.00714285714285714	0.0642857142857143	0.535714285714286	0	0.0357142857142857	0	0	0	0	0	0	0.00714285714285714
"Sorex_caecutiens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.257142857142857	0.0160714285714286	0.594642857142857	0	0	0.00803571428571428	0.0160714285714286	0	0	0	0.00803571428571428	0	0	0	0	0	0	0	0	0	0
"Apodemus_agrarius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0165137614678899	0.0990825688073395	0	0.404587155963303	0	0.247706422018349	0	0	0	0.0165137614678899	0.0495412844036697	0.0330275229357798	0	0.0247706422018349	0.00825688073394495	0	0	0	0	0	0
"Sciurus_vulgaris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0128571428571429	0	0	0.0257142857142857	0	0	0.0128571428571429	0	0.0128571428571429	0	0	0	0	0	0.385714285714286	0.282857142857143	0	0.167142857142857	0	0
