"Arvicola_terrestris"	"Lagurus_lagurus"	"Clethrionomys_glareolus"	"Cricetus_cricetus"	"Microtus_oeconomus"	"Microtus_gregalis"	"Spermophilus_pygmaeus"	"Marmota_bobak"	"Allocricetulus_eversmanni"	"Neomys_fodiens"	"Sorex_araneus"	"Cricetulus_migratorius"	"Microtus_arvalis"	"Allactaga_major"	"Apodemus_uralensis"	"Spermophilus_major"	"Sicista_subtilis"	"Ellobius_talpinus"	"Megabothris_walkeri"	"Ctenophthalmus_breviatus"	"Citellophilus_tesquorum"	"Ctenophthalmus_assimilis"	"Neopsylla_pleskei"	"Amalaraeus_penicilliger"	"Neopsylla_setosa"	"Oropsylla_silantiewi"	"Frontopsylla_elata"	"Stenoponia_ivanovi"	"Amphipsylla_sibirica"	"Amphipsylla_rossica"	"Mesopsylla_hebes"	"Palaeopsylla_soricis"	"Hystrichopsylla_talpae"	"Peromyscopsylla_bidentata"	"Amphipsylla_kuznetzovi"	"Amphipsylla_prima"	"Pectinoctenus_pavlovskii"	"Oropsylla_ilovaiskii"	"Corrodopsylla_birulai"	"Amphipsylla_dumalis"	"Frontopsylla_elatoides"	"Leptopsylla_segnis"
"Arvicola_terrestris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.554320987654321	0.132098765432099	0.0320987654320988	0.101234567901235	0.0493827160493827	0.00246913580246914	0	0	0.00740740740740741	0	0	0.00740740740740741	0	0	0.00617283950617284	0	0	0	0.00740740740740741	0	0	0	0	0
"Lagurus_lagurus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.44858934169279	0.299059561128527	0.0112852664576802	0.124137931034483	0	0	0	0	0	0	0	0	0	0	0	0	0.0169278996865204	0	0	0	0	0	0
"Clethrionomys_glareolus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0148148148148148	0	0	0.17037037037037	0.0111111111111111	0.488888888888889	0.0333333333333333	0	0.0296296296296296	0	0.0740740740740741	0	0	0	0.037037037037037	0.0407407407407407	0	0	0	0	0	0	0	0
"Cricetus_cricetus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0895027624309392	0.467403314917127	0.094475138121547	0.0348066298342541	0.188950276243094	0	0	0	0	0	0	0	0	0	0	0	0.0248618784530387	0	0	0	0	0	0	0
"Microtus_oeconomus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.253636363636364	0.147272727272727	0	0.0981818181818182	0.0490909090909091	0	0	0	0.0163636363636364	0.204545454545455	0.0163636363636364	0.0654545454545455	0	0	0	0.0163636363636364	0.0327272727272727	0	0	0	0	0	0	0
"Microtus_gregalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0663157894736842	0.284210526315789	0.151578947368421	0.255789473684211	0.113684210526316	0	0	0	0.0284210526315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Spermophilus_pygmaeus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.519718309859155	0.202816901408451	0	0	0	0.0380281690140845	0	0	0	0	0	0.0253521126760563	0	0	0	0	0.0253521126760563	0	0.0633802816901408	0	0	0.0253521126760563	0
"Marmota_bobak"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0418604651162791	0	0	0	0.209302325581395	0.648837209302326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Allocricetulus_eversmanni"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.521052631578947	0.165789473684211	0	0.213157894736842	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Neomys_fodiens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.267567567567568	0.0486486486486487	0	0.364864864864865	0.0486486486486487	0	0	0	0.0486486486486487	0	0	0	0	0.121621621621622	0	0	0	0	0	0	0	0	0	0
