"Cordia_martinicensis"	"Cordia_sp1_M_PL_041"	"Cornutia_pyramidata"	"Unidentified_sp21_M_PL_041"	"Croton_flavens"	"Vernonia_sp1_M_PL_041"	"Chamaecrista_glandulosa"	"Wedelia_calycina"	"Mimosa_casta"	"Lantana_camara"	"Gonzalagunia_hirsuta"	"Guettarda_scabra"	"Ipomoea_tiliacea"	"Calliandra_tergemina"	"Daphnopsis_americana"	"Lantana_involucrata"	"Tetrazygia_angustifolia"	"Wedelia_trilobata"	"Sida_rhombifolia"	"Byrsonima_spicata"	"Miconia_striata"	"Spermacoce_assurgens"	"Ludwigia_octovalvis"	"Odontonema_nitidum"	"Palicourea_crocea"	"Centrosema_virginianum"	"Coccoloba_sp1_M_PL_041"	"Desmodium_adscendens"	"Oxalis_barrelieri"	"Oxalis_frutescens"	"Stigmaphyllon_diversifolium"	"Orthorhyncus_cristatus"	"Apis_mellifera"	"Unidentified_sp1_M_PL_041"	"Unidentified_sp2_M_PL_041"	"Unidentified_sp8_M_PL_041"	"Xylocopa_sp1_M_PL_041"	"Unidentified_sp4_M_PL_041"	"Unidentified_sp3_M_PL_041"	"Wasmannia_auropunctata"	"Appias_drusilla"	"Unidentified_sp6_M_PL_041"	"Ascia_monuste"	"Unidentified_sp7_M_PL_041"	"Unidentified_sp5_M_PL_041"	"Coereba_flaveola"	"Electrostrymon_angerona"	"Polygonus_sp1_M_PL_041"	"Janonia_evarete"	"Dryas_iulia"	"Agraulis_vanillae"	"Allosmaitia_piplea"	"Urbanus_sp1_M_PL_041"	"Phoebis_sp1_M_PL_041"	"Unidentified_sp10_M_PL_041"	"Eulampis_holosericeus"	"Eulampis_jugularis"	"Marpesia_petreus"	"Unidentified_sp18_M_PL_041"	"Unidentified_sp13_M_PL_041"	"Unidentified_sp16_M_PL_041"	"Unidentified_sp20_M_PL_041"	"Cyanophaia_bicolor"	"Loxigilla_noctis"	"Unidentified_sp17_M_PL_041"	"Unidentified_sp19_M_PL_041"	"Unidentified_sp9_M_PL_041"	"Anartia_jatrophae"	"Anolis_oculatus"	"Hemiargus_hanno"	"Pyrgus_oileus"	"Unidentified_sp11_M_PL_041"	"Unidentified_sp12_M_PL_041"	"Unidentified_sp15_M_PL_041"
"Cordia_martinicensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135	0.0572727272727273	0.0531818181818182	0.114545454545455	0	0.110454545454545	0.0818181818181818	0	0	0.0490909090909091	0	0.045	0.0368181818181818	0.0368181818181818	0.00409090909090909	0.0327272727272727	0.0409090909090909	0.0245454545454545	0.00409090909090909	0.00409090909090909	0.0163636363636364	0.00409090909090909	0.0122727272727273	0.00409090909090909	0	0	0.0163636363636364	0	0	0	0.0122727272727273	0	0	0	0	0.00409090909090909	0	0	0	0	0	0	0
"Cordia_sp1_M_PL_041"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39375	0.0703125	0.196875	0	0	0	0	0	0	0.028125	0	0	0	0.0140625	0.0140625	0	0.0140625	0	0.028125	0.0140625	0	0	0.0140625	0	0.05625	0	0	0.05625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cornutia_pyramidata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.543103448275862	0	0.108620689655172	0	0	0.217241379310345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0310344827586207	0	0	0	0	0	0	0	0	0	0
"Unidentified_sp21_M_PL_041"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0509433962264151	0	0.0849056603773585	0	0	0.288679245283019	0.237735849056604	0	0	0	0	0.0169811320754717	0.0339622641509434	0	0.0509433962264151	0	0	0	0	0.0509433962264151	0	0	0	0	0	0	0	0	0.0509433962264151	0	0	0	0.0339622641509434	0	0	0	0	0	0	0	0	0
"Croton_flavens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01875	0.8625	0	0	0	0	0	0	0	0	0	0	0	0.01875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vernonia_sp1_M_PL_041"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117391304347826	0.0195652173913043	0.058695652173913	0	0.0195652173913043	0.058695652173913	0.293478260869565	0	0.0195652173913043	0.0391304347826087	0	0.0978260869565217	0.0195652173913043	0	0	0	0.0195652173913043	0	0	0	0.058695652173913	0.0195652173913043	0.058695652173913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chamaecrista_glandulosa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0214285714285714	0	0.45	0.0642857142857143	0	0.0214285714285714	0.0214285714285714	0	0	0	0.3	0	0	0	0	0.0214285714285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wedelia_calycina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0214285714285714	0.214285714285714	0	0.15	0.0428571428571429	0	0	0.128571428571429	0	0.0857142857142857	0.0642857142857143	0	0.0214285714285714	0.0214285714285714	0	0	0	0	0.0214285714285714	0	0	0.0642857142857143	0	0.0214285714285714	0	0	0	0	0	0	0	0	0	0	0.0428571428571429	0	0	0	0	0	0	0	0
"Mimosa_casta"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.754838709677419	0.0870967741935484	0.0290322580645161	0	0	0.0290322580645161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lantana_camara"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.266666666666667	0	0	0.2	0	0	0	0	0	0	0	0.133333333333333	0	0	0	0	0	0	0.133333333333333	0.166666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gonzalagunia_hirsuta"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.156521739130435	0.0391304347826087	0.0391304347826087	0	0	0	0	0	0.58695652173913	0.0391304347826087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0391304347826087	0	0
"Guettarda_scabra"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.490909090909091	0	0	0	0	0	0	0	0	0	0	0	0	0	0.327272727272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0818181818181818	0	0	0	0	0	0	0	0	0	0	0
