"Sideroxylon_cinereum"	"Molinaea_alternifolia"	"Aphloia_theiformis"	"Croton_fothergillifolius"	"Syzygium_venosum"	"Roussea_simplex"	"Stillingia_lineata"	"Dracaena_reflexa"	"Bertiera_zaluzania"	"Coffea_mauritiana"	"Chassalia_coriacea"	"Claoxylon_linostachys"	"Psiadia_terebinthina"	"Antidesma_madagascariense"	"Antirhea_borbonica"	"Toddalia_asiatica"	"Erythroxylum_macrocarpum"	"Pandanus_wiehii"	"Agauria_salicifolia"	"Flagellaria_indica"	"Polyscias_mauritiana"	"Stomorhina_lunata"	"Technomyrmex_albipes"	"Brachymyrmex_sp1_M_PL_063"	"Apis_mellifera"	"Pachycerina_crinicornis"	"Musca_domestica"	"Fannia_pusio"	"Chaetocnema_sp1_M_PL_063"	"Ophyra_capensis"	"Panara_naso"	"Polistes_hebraeus"	"Allograpta_nasuta"	"Lygistorrhina_sp1_M_PL_063"	"Stomoxys_calcitrans"	"Ischiodon_aegyptius"	"Nacoleia_sp1_M_PL_063"	"Chrysomya_megacephala"	"Dioxyna_sororcula"	"Eristalinus_flaveolus"	"Melanostoma_bituberculatum"	"Phelsuma_cepediana"	"Phorinia_sp1_M_PL_063"	"Sarcophaga_arno"	"Cephonodes_trochilus"	"Ornidia_obesa"	"Graphomya_maculata"	"Lecithoceridae_sp1_M_PL_063"	"Nacoleia_sp2_M_PL_063"	"Psilopa_iceryae"	"Syritta_nigrofemorata"	"Syritta_sp1_M_PL_063"	"Cryptinae_sp1_M_PL_063"	"Dysauxes_florida"	"Episyrphus_sp1_M_PL_063"	"Homoneura_sp1_M_PL_063"	"Hydrillodes_sp1_M_PL_063"	"Leptotes_pirithous"	"Macroglossum_milvus"	"Mauritiborium_undulatus"	"Orthellia_albigena"	"Remigia_frugalis"	"Scatopsidae_sp1_M_PL_063"	"Stomoxys_niger"	"Tarundia_servillei"	"Trichoplusia_indicator"	"Zosterops_mauritianus"
"Sideroxylon_cinereum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.276923076923077	0	0	0.138461538461538	0	0.0296703296703297	0.148351648351648	0	0.0593406593406593	0	0	0	0.0692307692307692	0.0296703296703297	0.0296703296703297	0	0.0692307692307692	0	0	0	0	0	0.0296703296703297	0	0.00989010989010989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00989010989010989	0	0	0	0	0	0
"Molinaea_alternifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.167142857142857	0.115714285714286	0	0	0.18	0.0642857142857143	0.0257142857142857	0	0.102857142857143	0	0	0	0	0.0385714285714286	0	0.0385714285714286	0	0.0128571428571429	0.0128571428571429	0.0771428571428572	0.0128571428571429	0.0128571428571429	0	0	0	0	0	0.0128571428571429	0	0	0	0	0.0128571428571429	0.0128571428571429	0	0	0	0	0	0	0	0	0	0	0	0
"Aphloia_theiformis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.38955223880597	0.026865671641791	0.026865671641791	0.0805970149253731	0.0134328358208955	0.161194029850746	0	0	0	0.026865671641791	0.0537313432835821	0	0	0	0.0134328358208955	0	0	0	0.026865671641791	0	0	0.0402985074626866	0	0	0.0134328358208955	0	0	0.0134328358208955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0134328358208955	0	0	0
"Croton_fothergillifolius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26	0.16	0.14	0	0.06	0.02	0	0	0	0	0	0.04	0	0.02	0.06	0	0	0.06	0.04	0	0	0	0	0	0	0	0	0	0	0	0.02	0	0	0	0	0	0.02	0	0	0	0	0	0	0	0	0
"Syzygium_venosum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0818181818181818	0	0.545454545454546	0.109090909090909	0	0.0272727272727273	0	0	0	0	0.136363636363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Roussea_simplex"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.642857142857143	0	0.128571428571429	0	0	0.0642857142857143	0	0	0	0	0	0.0642857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Stillingia_lineata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.072	0	0.144	0	0	0.54	0	0	0	0	0	0	0	0	0	0	0.072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036	0	0	0	0	0	0	0	0	0.036	0	0
"Dracaena_reflexa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0.0857142857142857	0.0428571428571429	0.0428571428571429	0	0	0	0.0428571428571429	0	0.0857142857142857	0	0	0.0428571428571429	0	0	0	0	0	0	0	0	0.0857142857142857	0.0428571428571429	0	0.0428571428571429	0	0	0.0428571428571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0428571428571429	0
"Bertiera_zaluzania"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12	0	0.6	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0.06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06
"Coffea_mauritiana"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0692307692307692	0.553846153846154	0	0.207692307692308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0692307692307692	0	0	0	0	0	0	0	0	0	0
