"Coffea_macrocarpa"	"Sideroxylon_puberulum"	"Phyllanthus_phillyreifolius"	"Badula_platiphylla"	"Coffea_mauritiana"	"Warneckea_trinervis"	"Antirhea_borbonica"	"Grangeria_borbonica"	"Helichrysum_proteoides"	"Mimusops_erythroxylon"	"Aphloia_theiformis"	"Agauria_salicifolia"	"Psiadia_terebinthina"	"Bertiera_zaluzania"	"Gaertnera_rotundifolia"	"Stillingia_lineata"	"Faujasiopsis_flexuosa"	"Olea_lancea"	"Cordemoya_integrifolia"	"Euodia_chapelieri"	"Monimiastrum_globosum"	"Ochna_mauritiana"	"Erythrospermum_monticolum"	"Flagellaria_indica"	"Ocotea_laevigata"	"Polyscias_mauritiana"	"Nacoleia_sp3_M_PL_065"	"Apis_mellifera"	"Technomyrmex_albipes"	"Brachymyrmex_sp2_M_PL_065"	"Pheidole_megacephala"	"Pachycerina_crinicornis"	"Stomorhina_lunata"	"Psilopa_iceryae"	"Allograpta_nasuta"	"Chaetocnema_sp2_M_PL_065"	"Nacoleia_sp4_M_PL_065"	"Melanostoma_bituberculatum"	"Mordellidae_sp1_M_PL_065"	"Paragus_borbonicus"	"Lygistorrhina_sp2_M_PL_065"	"Panara_naso"	"Zosterops_mauritianus"	"Ahasverus_advena"	"Chrysomya_megacephala"	"Drosophila_sp2_M_PL_065"	"Eilema_squalida"	"Gelechioidea_sp1_M_PL_065"	"Ischiodon_aegyptius"	"Polistes_hebraeus"	"Scopariinae_sp1_M_PL_065"	"Trichoplusia_indicator"	"Achaea_finita"	"Acopsis_viridicans"	"Aganais_borbonica"	"Agrostis_atritegulator"	"Campopleginae_sp1_M_PL_065"	"Cephonodes_trochilus"	"Cerambycidae_sp1_M_PL_065"	"Eristalinus_flaveolus"	"Foudia_madagascariense"	"Hippotion_eson"	"Limonia_sp1_M_PL_065"	"Lygaeidae_sp2_M_PL_065"	"Mordellidae_sp2_M_PL_065"	"Ornidia_obesa"	"Peribaea_sp1_M_PL_065"	"Phelsuma_cepediana"	"Pycnonotus_jocosus"	"Spodoptera_littoralis"	"Tarundia_servillei"
"Coffea_macrocarpa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.746341463414634	0.0219512195121951	0.0219512195121951	0	0	0.0219512195121951	0	0.0219512195121951	0	0	0	0	0	0	0	0	0	0	0	0	0.0439024390243902	0.0219512195121951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sideroxylon_puberulum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0486486486486487	0.437837837837838	0	0	0	0	0.0243243243243243	0	0.0243243243243243	0	0	0	0	0	0	0	0.072972972972973	0	0	0	0	0	0	0.0486486486486487	0	0.0486486486486487	0.0243243243243243	0	0.0243243243243243	0.0243243243243243	0	0.0243243243243243	0	0	0.0243243243243243	0.0243243243243243	0	0	0	0	0	0	0.0243243243243243	0.0243243243243243	0
"Phyllanthus_phillyreifolius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51	0	0.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Badula_platiphylla"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.519230769230769	0	0	0.207692307692308	0	0	0	0	0	0.138461538461538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0346153846153846	0	0	0	0	0	0
"Coffea_mauritiana"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.207692307692308	0.276923076923077	0.207692307692308	0	0	0	0	0	0.0692307692307692	0	0.103846153846154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0346153846153846	0	0	0	0	0	0	0	0
"Warneckea_trinervis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.469565217391304	0.31304347826087	0	0	0	0	0	0.0391304347826087	0	0	0	0	0	0	0	0	0	0.0391304347826087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0391304347826087	0	0	0	0	0	0	0	0	0	0	0
"Antirhea_borbonica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Grangeria_borbonica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.214285714285714	0.471428571428571	0	0	0	0.0428571428571429	0.0428571428571429	0	0	0	0	0.0428571428571429	0	0	0	0	0	0	0	0	0	0	0	0	0.0857142857142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Helichrysum_proteoides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045	0	0.315	0	0.225	0	0.09	0	0	0	0	0.135	0	0	0	0	0	0	0	0	0	0	0	0	0.045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.045
"Mimusops_erythroxylon"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.415384615384615	0	0.0692307692307692	0	0	0	0	0	0	0.346153846153846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0692307692307692	0	0	0	0	0	0	0	0	0	0	0	0
"Aphloia_theiformis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0.675	0.075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Agauria_salicifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.654545454545455	0	0	0	0	0	0	0	0	0	0.245454545454545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Psiadia_terebinthina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18	0	0	0	0	0.09	0	0.18	0	0	0.27	0	0.09	0	0.09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Bertiera_zaluzania"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0
"Gaertnera_rotundifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0.2	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0	0	0	0	0
"Stillingia_lineata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225	0	0	0	0	0	0	0	0	0	0	0.3375	0	0	0	0	0.1125	0	0	0	0.1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1125	0	0	0	0
"Faujasiopsis_flexuosa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3	0	0	0	0	0	0	0
