"Sp"	"MDim"
"Cheirodendron_trigynum"	1
"Dubautia_paleata"	1
"Dubautia_raillardioides"	1
"Clermontia_faurieri"	1
"Dryopteris"	1
"Elaphoglossum"	1
"Elaeocarpus_bifidus"	1
"Styphelia_tameiameiae"	1
"Vaccinium_calycinum"	1
"Vaccinium_dentatum"	1
"Dicranopteris_linearis"	1
"Scaevola_glabra"	1
"Broussaisia_arguta"	1
"Myrsine_wawraea"	1
"Metrosideros_polymorpha"	1
"Peperomia_hesperomannii"	1
"Coprosma_kauensis"	1
"Psychotria"	1
"Coprosoma_elliptica"	1
"Melicope_clusiifolia"	1
"Hedychium_gardinerianum"	1
"Rubus_argutus"	1
"Croesia_zimmermani"	2
"Schreckensteinia_festaliella"	2
"Udea_ommatias"	2
"Leaf_miner_sp._3"	2
"Thyrocopa_complex"	2
"Amakua_omaomao"	2
"Carposina_sp._3"	2
"Haliophyle_euclidias"	2
"Scotorythra_hecataea"	2
"Eupithecia_orichloris"	2
"Udea_pyranthes"	2
"Eupithecia_rhodopyra"	2
"Udea_constricta"	2
"Carposina_graminis"	2
"Eccoptocera_sp._1"	2
"Eupithecia_monticolans"	2
"Scotorythra_complex"	2
"Unkn_code"	2
"Fletcherana_leucoxyla"	2
"Hyles_calida"	2
"Paralopostega_sp._1"	2
