"Sp"	"MDim"
"Achillea_millefolium"	1
"Aegopodium_podagraria"	1
"Agrimonia_eupatoria"	1
"Ajuga_reptans"	1
"Alchemilla_vulgare"	1
"Anthriscus_sylvestris"	1
"Bellis_perennis"	1
"Betonica_officinale"	1
"Campanula_glomerata"	1
"Campanula_patula"	1
"Campanula_rotundifolia"	1
"Carum_carvi"	1
"Centaurea_jacea"	1
"Centaurea_scabiosa"	1
"Cerastium_holosteoides"	1
"Chaerophyllum_aureum"	1
"Chaerophyllum_hirsutum"	1
"Cirsium_arvense"	1
"Cirsium_eriophorum"	1
"Cirsium_vulgare"	1
"Colchicum_autumnale"	1
"Convolvulus_arvensis"	1
"Crepis_biennis"	1
"Daucus_carota"	1
"Euphrasia_officinalis"	1
"Fragaria_vesca"	1
"Fumaria_officinalis"	1
"Galium_mollugo_agg."	1
"Galium_pumilum"	1
"Galium_verum"	1
"Gentiana_lutea"	1
"Geranium_dissectum"	1
"Geranium_molle"	1
"Geranium_pratense"	1
"Geranium_pyrenaicum"	1
"Geranium_sylvaticum"	1
"Heracleum_sphondylium"	1
"Hieracium_pilosella"	1
"Hypericum_perforatum"	1
"Knautia_arvensis"	1
"Knautia_dipsacifolia"	1
"Lamium_album"	1
"Lathyrus_pratensis"	1
"Leontodon_hispidus"	1
"Leucanthemum_vulgare"	1
"Linum_carthaticum"	1
"Lotus_corniculatus"	1
"Medicago_lupulina"	1
"Medicago_varia"	1
"Myosotis_arvensis"	1
"Onobrychis_viciifolia"	1
"Origanum_vulgare"	1
"Orobanche_sp."	1
"Pimpinella_major"	1
"Pimpinella_saxifraga"	1
"Plantago_lanceolata"	1
"Plantago_media"	1
"Polygala_amara"	1
"Polygala_comosa"	1
"Prunella_vulgaris"	1
"Ranunculus_acris"	1
"Ranunculus_bulbosus"	1
"Rhinanthus_alectorolophus"	1
"Salvia_pratensis"	1
"Sanguisorba_minor"	1
"Scabiosa_columbaria"	1
"Senecio_jacobea"	1
"Silene_dioica"	1
"Stachys_recta"	1
"Stellaria_graminea"	1
"Taraxacum_officinale"	1
"Thymus_pulegioides"	1
"Tragopogon_pratense_orientalis"	1
"Trifolium_campestre"	1
"Trifolium_pratense"	1
"trifolium_repens"	1
"Trifolium_repens"	1
"Valeriana_officinalis"	1
"Veronica_chamaedrys"	1
"Veronica_teucrium"	1
"Vicia_cracca"	1
"Vicia_sepium"	1
"Andrena_bicolor"	2
"Andrena_dorsata"	2
"Andrena_fucata"	2
"Andrena_fulvago"	2
"Andrena_hattorfiana"	2
"Andrena_minutula"	2
"Andrena_minutuloides"	2
"Andrena_nitida"	2
"Andrena_pandellei"	2
"Anthidium_strigatum"	2
"Apis_mellifera"	2
"Bombus_barbutellus"	2
"Bombus_bohemicus"	2
"Bombus_hortorum"	2
"Bombus_humilis"	2
"Bombus_hypnorum"	2
"Bombus_lapidarius"	2
"Bombus_norvegicus"	2
"Bombus_pascuorum"	2
"Bombus_pratorum"	2
"Bombus_rupestris"	2
"Bombus_soroeensis"	2
"Bombus_subterraneus"	2
"Bombus_sylvarum"	2
"Bombus_sylvestris"	2
"Bombus_terrestris-agg."	2
"Bombus_wurflenii"	2
"Chelostoma_rapunculi"	2
"Halictus_rubicundus"	2
