"Sp"	"MDim"
"C._nigrescens"	1
"H._guatemalensis"	1
"M._curema"	1
"D._peruvianus"	1
"C._trimaculatum"	1
"L._argentiventris"	1
"D._latifrons"	1
"P._sphenops"	1
"G._maculatus"	1
"E._picta"	1
"Cornutushaptor_nigrescens"	2
"Neotetraonchus_sp."	2
"Ligophorus_mugilinus"	2
"Aristocleidus_hastatus"	2
"Crassicutis_cichlasomae"	2
"Neoapocreadium_marina"	2
"Paracryptogonimus_sp."	2
"Pseudoacanthostomum_panamense"	2
"Pseudacaenodera_cristata"	2
"Saccocoelioides_sp."	2
"Saccocoelioides_sogandaresi"	2
"Ascocotye_(Phagicola)_longa"	2
"Centrocestus_formosanus"	2
"Cladocystis_trifolium"	2
"Clinostomum_complanatum"	2
"Diplostomum_(Austrodiplostomum)_compactum"	2
"Echinochasmus_leopoldinae"	2
"Haplorchis_sp."	2
"Metadena_sp."	2
"Posthodiplostomum_minimum"	2
"Tylodelphys_sp."	2
"Parvitaenia_cochlearii"	2
"Proteocephalus_chamelensis"	2
"Proteocephalus_sp."	2
"Contracaecum_sp."	2
"Hysterothylacium_perezi"	2
"Gnathostoma_sp."	2
"Pseudoleptorhynchoides_lamothei"	2
"Floridosentis_mugilis"	2
"Neoechinorhynchus_golvani"	2
"Southwellina_hispida"	2
"Argulus_sp."	2
"Ergasilus_sp."	2
