"Sp"	"MDim"
"Pimelodus_albicans"	1
"Pseudoplatystoma_corruscans"	1
"Salminus_brasiliensis"	1
"Serrasalmus_spilopleura"	1
"Luciopimelodus_pati"	1
"Pseudoplatystoma_fasciatum"	1
"Leporinus_obtusidens"	1
"Auchenipterus_nigripinnis"	1
"Paulicea_luetkeni"	1
"Pimelodus_clarias"	1
"Ageneiosus_brevifilis"	1
"Auchenipterus_nuchalis"	1
"Jenynsia_lineata"	1
"Sorubim_lima"	1
"Triportheus_paranensis"	1
"Brycon_orbygnianus"	1
"Ephyppicharax_orbicularis_paraguayensis"	1
"Leporinus_maculatus"	1
"Oligosarcus_jenynsii"	1
"Pimelodella_gracilis"	1
"Pimelodella_howesi"	1
"Pimelodus_ornatus"	1
"Potamotrygon_s_Province"	1
"Pseudopimelodus_zungaro"	1
"Serrasalmus_marginatus"	1
"Serrasalmus_nattereri"	1
"Genarchella_genarchella"	2
"Genarchella_parva"	2
"Procamallanus_(Spirocamallanus)_inopinatus"	2
"Cucullanus_pinnai"	2
"Dolops_longicauda"	2
"Crepidostomum_macrorchis"	2
"Genarchella_szidati"	2
"Argulus_nattereri"	2
"Argulus_salminei"	2
"Lernaea_argentinensis"	2
"Amphocleithrum_paraguayensis"	2
"Demidospermus_armostus"	2
"Demidospermus_bidiverticulatum"	2
"Demidospermus_idolus"	2
"Demidospermus_majusculus"	2
"Demidospermus_sp"	2
"Scleroductus_yuncensi"	2
"Monticellia_ventrei"	2
"Spatulifer_maringaensis"	2
"Spatulifer_rugosa"	2
"Travassiella_avitellina"	2
"Rudolphiella_szidati"	2
"Nomimoscolex_lopesi"	2
"Creptotrema_creptotrema"	2
"Creptotrematina_dispar"	2
"Prosorhynchoides_cambapuntaensis"	2
"Saccocoelioides_szidati"	2
"Tylodelphylus_jenynsiae"	2
"Eustrongylides_sp."	2
"Contracaecum_sp."	2
"Goezia_spinulosa"	2
"Cucullanus_paulicea"	2
"Procamallanus_(Spirocamallanus)_rarus"	2
"Argulus_paranensis"	2
"Argulus_pestifer"	2
"Argulus_cf._violaceus"	2
"Dipteropeltis_hirundo"	2
"Dolops_cf._bidentata"	2
"Dolops_cf._Carvalhoi"	2
"Braga_fluviatilis"	2
