"Sp"	"MDim"
"Scardinius_erythrophthalmus"	1
"Rutilus_rutilus"	1
"Cyprinus_carpio"	1
"Abramis_brama"	1
"Alburnus_alburnus"	1
"Carassius_auratus_gibelio"	1
"Stizostedion_lucioperca"	1
"Gymnocephalus_cernuus"	1
"Tinca_tinca"	1
"Blicca_bjoerkna"	1
"Perca_fluviatilis"	1
"Diplostomum_spathaceum"	2
"Argulus_foliaceus"	2
"Tylodelphis_clavata"	2
"Myxobolus_pseudodispar"	2
"Paradiplozoon_homoion"	2
"Anodonta_sp."	2
"Hoferellus_carassii"	2
"Myxobolus_bramae"	2
"Myxobolus_cyprini"	2
"Myxobolus_dispar"	2
"Dactylogyrus_auriculatus"	2
"Dactylogyrus_crucifer"	2
"Dactylogyrus_vistulae"	2
"Dactylogyrus_extensus"	2
"Diplozoon_paradoxum"	2
"Diplozoon_scardinii"	2
"Eudiplozoon_nipponicum"	2
"Khawia_sp."	2
"Proteocephalus_cernuae"	2
"Proteocephalus_percae"	2
"Proteocephalus_torulosus"	2
"Echinostomum_sp."	2
"Posthodiplostomum_cuticola"	2
"Skrjabillanus_scardinii"	2
"Skrjabillanus_tincae"	2
"Skrjabillanus_cyprini"	2
"Molnaria_intestinalis"	2
"Skrjabillanida_sp."	2
"Philometroides_sanguinea"	2
