"Sp"	"MDim"
"Ziziphus_cotinifolia"	1
"Caesalpinia_pyramidalis"	1
"Erythroxylon_catingae"	1
"Senna_spectabilis"	1
"Sidastrum_paniculatum"	1
"Cardiospermum_corindum"	1
"Capparis_yco"	1
"Melochia_tomentosa"	1
"Eugenia_rosea"	1
"Peltogyne_pauciflora"	1
"Opuntia_palmadora"	1
"Chlorophora_tinctoria"	1
"Echinodorus_subulatus"	1
"Sideroxylon_obtusifolium"	1
"Passiflora_foetida"	1
"Acacia_bahiensis"	1
"Sida_galheirensis"	1
"Solanum_paniculatum"	1
"Chaetocalyx_scandens"	1
"Tabebuia_heptaphylla"	1
"Herissantia_crispa"	1
"Boerhavia_coccinia"	1
"Syagrus_vagans"	1
"Sida_sp."	1
"Alternanthera_brasiliana"	1
"Gomphrena_holosericea"	1
"Hydrocleis_nymphaeoides"	1
"Rhaphiodon_echinus"	1
"Mimosa_arenosa"	1
"Chamaecrista_belemii"	1
"Cordia_aff._globosa"	1
"Herissantia_tiubae"	1
"Jatropha_mollissima"	1
"Capparis_jacobinae"	1
"Cereus_peruvianus"	1
"Poeppigia_procera"	1
"Anacardium_occidentale"	1
"Portulaca_marginata"	1
"Stigmaphyllon_auriculatum"	1
"Portulaca_elatior"	1
"Jacquemontia_sp."	1
"Lippia_pohliana"	1
"Mollugo_verticillata"	1
"Oxalis_sp."	1
"Nymphoides_indica"	1
"Cordia_latiloba"	1
"Evolvulus_glomeratus"	1
"Solanum_gardnerii"	1
"Croton_echioides"	1
"Polybia_ignobilis"	2
"Polybia_sericea"	2
"Polistes_Canadensis"	2
"Polybia_paulista"	2
"Brachygastra_lecheguana"	2
"Polybia_occidentalis"	2
"Protonectarina_sylveirae"	2
"Mischocyttarus_lanei"	2
"Protopolybia_ex?ua"	2
"Mischocyttarus_cerberus"	2
"Polistes_billardieri"	2
"Polistes_cinerascens"	2
"Polistes_versicolor"	2
"Apis_mellifera"	2
"Trigona_spinipes"	2
"Frieseomelitta_silvestrii"	2
"Plebeia_sp."	2
"Trigonisca_intermedia"	2
"Melipona_asilvai"	2
"Partamona_sp."	2
"Bombus_brevivillus"	2
"Bombus_morio"	2
"Melipona_quadrifasciata"	2
"Trigona_gr._fuscipennis"	2
"Trigonisca_sp."	2
