"Sp"	"MDim"
"Centropomus_nigrescens"	1
"Eleotris_picta"	1
"Cichlasoma_trimaculatum"	1
"Diapterus_peruvianus"	1
"Gobiomorus_maculatus"	1
"Dormitator_latifrons"	1
"Hexanematichthys_guatemalensis"	1
"Poecilia_sphenops"	1
"Astyanax_fasciatus"	1
"Centropomus_robalito"	1
"Lutjanus_argentiventris"	1
"Mugil_curema"	1
"Gobionellus_sagittula"	1
"Ergasilus_sp."	2
"Contracaecum_sp."	2
"Argulus_sp."	2
"Ascocotye_(Phagicola)_longa"	2
"Austrodiplostomum_compactum"	2
"Pseudoacanthostomum_panamense"	2
"Neoechinorhynchus_golvani"	2
"Clinostomum_complanatum"	2
"Echinochasmus_leopoldinae"	2
"Southwellina_hispida"	2
"Paracryptogonimus_sp."	2
"Posthodiplostomum_minimum"	2
"Parvitaenia_cochlearii"	2
"Pseudoleptorhynchoides_lamothei"	2
"Centrocestus_formosanus"	2
"Metadena_sp."	2
"Gnathostoma_sp."	2
"Crassicutis_cichlasomae"	2
"Magnivitellinum_simplex"	2
"Neoapocreadium_marina"	2
"Pseudacaenodera_cristata"	2
"Saccocoelioides_sp."	2
"Saccocoelioides_sogandaresi"	2
"Cladocystis_trifolium"	2
"Haplorchis_sp."	2
"Tylodelphys_sp."	2
"Aristocleidus_hastatus"	2
"Cornutohaptor_nigrescensi"	2
"Ligophorus_mugilinus"	2
"Microcotyloides_incisa"	2
"Neotetraonchus_sp."	2
"Rhabdosynochus_sp."	2
"Proteocephalus_sp."	2
"Proteocephalus_chamelensis"	2
"Floridosentis_mugilis"	2
"Hysterothylacium_perezi"	2
"Philometra_sp."	2
"Rhabdochona_mexicana"	2
"Procamallanus_gobiomori"	2
