"Sp"	"MDim"
"Geophagus_brasiliensis"	1
"Pimelodus_maculatus"	1
"Mugil_liza"	1
"Centropomus_undecimalis"	1
"Trachelyopterus_striatulus"	1
"Gymnotus_carapo"	1
"Rhamdia_quelen"	1
"Cyphocharax_gilbert"	1
"Cichla_ocellaris"	1
"Hoplosternum_littorale"	1
"Hypostomus_affinis"	1
"Astronotus_ocellatus"	1
"Astyanax_bimaculatus"	1
"Astyanax_parahybae"	1
"Leporinus_copelandii"	1
"Loricariichthys_castaneus"	1
"Oligosarcus_hepsetus"	1
"Leporinus_conirostris"	1
"Glanidium_melanopterum"	1
"Pimelodella_sp."	1
"Tilapia_rendalii"	1
"Austrodiplostomum_compactum"	2
"Contracaecum_sp."	2
"Polymorphus_sp."	2
"Placobdella_sp."	2
"Henneguya_sp."	2
"Scleroductus_sp."	2
"Clinostomum_complanatum"	2
"Procamallanus_(Procamallanus)_peraccuratus"	2
"Glossiphoniidae_gen._sp."	2
"Helobdella_sp."	2
"Piscicolidae_gen._sp."	2
"Lamproglena_monodi"	2
"Capillariidae_gen._sp."	2
"Cucullanus_sp."	2
"Paracapillaria_piscicola"	2
"Hysterothylacium_sp."	2
"Procamallanus_(Spirocamallanus)_hilarii"	2
"Gyrodactylus_sp."	2
"Clinostomum_detruncatum"	2
"Diplostomum_sp."	2
"Posthodiplostomum_macrocotyle"	2
"Neoechinorhynchus_paraguayensis"	2
"Neoechinorhynchus_sp."	2
"Andracantha_sp"	2
"Ergasilus_sp."	2
"Naobranchia_lizae"	2
"Henneguya_cyphocharax"	2
"Henneguya_guanduensis"	2
"Myxobolus_absonus"	2
"Myxobolus_sp."	2
"Goezia_sp."	2
"Raphidascaris_sp."	2
"Cucullanus_(Cucullanus)_brevispiculus"	2
"Cucullanus_(Cucullanus)_grandistomis"	2
"Cucullanus_(Cucullanus)_pinnai_pinnai"	2
"Cosmoxynemoides_aguirrei"	2
"Travnema_araujoi"	2
"Procamallanus_sp."	2
"Procamallanus_(Spirocamallanus)_inopinatus"	2
"Rhabdochona_sp."	2
"Rhabdochona_uruyeni"	2
"Nomimoscolex_sp."	2
"Proteocephalus_macrophallus"	2
"Proteocephalus_sp."	2
"Aphanoblastella_mastigatus"	2
"Demidospermus_armostus"	2
"Demidospermus_leptosynophallus"	2
"Demidospermus_majusculus"	2
"Demidospermus_paravalenciennesi"	2
"Demidospermus_sp."	2
"Demidospermus_uncusvalidus"	2
"Gussevia_asota"	2
"Gussevia_astronoti"	2
"Gussevia_tucunarense"	2
"Gussevia_undulata"	2
"Ligophorus_brasiliensis"	2
"Ligophorus_guanduensis"	2
"Ligophorus_lizae"	2
"Ligophorus_tainhae"	2
"Sciadicleithrum_ergensi"	2
"Sciadicleithrum_guanduensis"	2
"Trinigyrus_hypostomatis"	2
"Rhabdosynochus_hargisi"	2
"Hyperopletes_malmbergi"	2
"Phanerothecioides_agostinhoi"	2
"Scleroductus_yuncens"	2
"Anakohnia_brasiliana"	2
"Acanthocollaritrema_umbilicatum"	2
"Creptotrema_creptotrema"	2
"Crassicutis_sp"	2
"Bucephalus_sp."	2
"Neascus_tipo_1"	2
"Neascus_tipo_2"	2
"Posthodiplostomum_sp."	2
"Sphincterodiplostomum_musculosum"	2
"Phyllodistomum_rhamdiae"	2
"Haplosplanchnidae_gen._sp."	2
"Saccocoelioides_elongatus"	2
"Ascocotyle_sp"	2
"Hysterolecitha_brasiliensis"	2
"Magnivitellinum_corvitellinum"	2
"Herpetodiplostomum_caimanicola"	2
"Zonocotyloides_haroltravassosi"	2
