"Sp"	"MDim"
"Guarea_guidonia"	1
"Clusia_rosea"	1
"Ocotea_coriacea"	1
"Roystonea_borinquena"	1
"Cupania_americana"	1
"Cecropia_schreberiana"	1
"Clusia_gundlachi"	1
"Hyeronima_clusioides"	1
"Ficus_sp1_M_SD_005"	1
"Margravia_rectiflora"	1
"Persea_americana"	1
"Alchornea_latifolia"	1
"Ardisia_obovata"	1
"Bursera_simaruba"	1
"Chrysophyllum_argenteum"	1
"Comocladia_glabra"	1
"Guapira_fragrans"	1
"Petitia_dominguensis"	1
"Syzigium_malaccensis"	1
"Unidentified_sp1_M_SD_005"	1
"Unidentified_sp2_M_SD_005"	1
"Zanthoxylum_martinicensis"	1
"Loxigilla_portoricensis"	2
"Margarops_fuscatus"	2
"Columba_squamosa"	2
"Turdus_plumbeus"	2
"Vireo_altiloquous"	2
"Spindalis_portoricensis"	2
"Tyrannus_caudifasciatus"	2
"Tyrannus_dominicensis"	2
"Molothrus_bonariensis"	2
"Myarchus_antillarum"	2
"Coereba_flaveola"	2
"Vireo_latimeri"	2
