"Sp"	"MDim"
"Miconia_minutiflora"	1
"Miconia_ternatifolia"	1
"Miconia_splendens"	1
"Miconia_dolichorrhyncha"	1
"Miconia_wittii"	1
"Miconia_phanerostila"	1
"Miconia_duckei"	1
"Melastomataceae_unknown"	1
"Tococa_discolor"	1
"Clidemia_hirta"	1
"Ossaea_cucullata"	1
"Clidemia_japurensis_var._heterobasis"	1
"Henriettea_sp."	1
"Ossaea_araneifera"	1
"Melastomataceae_minute-seeded"	1
"otherMelastomes"	1
"Psychotria_deflexa"	1
"Psychotria_alboviridula"	1
"Palicourea_punicea"	1
"Psychotria_spp."	1
"otherRubiaceae"	1
"Coussapoa_cf_parvifolia"	1
"Ficus_americana"	1
"Coussapoa_sp."	1
"Clusia_sp."	1
"Marcgraviaceae_1"	1
"Alchornea_triplinervia"	1
"Croton_schiedianus"	1
"Anthurium_acaule"	1
"Unidentified_1"	1
"Unidentified_2"	1
"Codonanthe_sp."	1
"Dilleniaceae"	1
"Sorocea_sp."	1
"Iryanthera_grandis"	1
"Unidentified_3"	1
"Ficus_sp."	1
"Piper_aduncum"	1
"Piper_sp._2"	1
"Piper_arboreum"	1
"Pothomorphe_peltata"	1
"Piper_sp._5"	1
"Piperaceae_unknown_6"	1
"Piperaceae_unknown_7"	1
"Cecropia_distachya"	1
"Cecropia_ficifolia"	1
"Cecropia_sciadophylla"	1
"Cecropia_membranacea"	1
"Ficus_sp._1"	1
"Ficus_sp._2"	1
"Ficus_sp._3"	1
"Vismia_angusta"	1
"Vismia_macrophylla"	1
"Vismia_sp._1"	1
"Anthurium_sp."	1
"Philodendron_sp."	1
"Araceae_unknown"	1
"Solanum_lanceolatum"	1
"Solanum_sp."	1
"Guttiferae_unknown"	1
"Passifloraceae_unknown"	1
"Gurania_acuminata"	1
"Unknown_family"	1
"Amaranthaceae"	1
"Solanum_jamiacense"	1
"Physalis_sp."	1
"Thoracocarpus_bissectus"	1
"Ficus_sp._9"	1
"Cactaceae"	1
"Curcurbid"	1
"Unknown_1"	1
"Vismia_sp._2"	1
"Piper_sp."	1
"Ficus_sp._42"	1
"Passifloraceae"	1
"Gesneriacea"	1
"Unknown_2"	1
"Marcgravia_sp."	1
"Marcgravia_sp._301"	1
"Souroubea_guianensis"	1
"Coussapoa_villosa"	1
"Havetiopsis_flavida"	1
"Philodendron_cuneatum"	1
"Phytolacca_rivinoides"	1
"Catharus_ustulatus"	2
"Machaeropterus_regulus"	2
"Manacus_manacus"	2
"Pipra_coronata"	2
"Pipra_pipra"	2
"Tachyphonus_surinamus"	2
"Tangara_schrankii"	2
"Artibeus_gnomus"	2
"Artibeus_jamaicensis"	2
"Artibeus_lituratus"	2
"Artibeus_obscurus"	2
"Carollia_brevicauda"	2
"Carollia_castanea"	2
"Carollia_perspicillata"	2
"Phyllostomus_hastatus"	2
"Rhinophylla_pumilio"	2
"Sturnira_lilium"	2
"Uroderma_bilobatum"	2
