"Sp"	"MDim"
"Perca_fluviatilis"	1
"Rutilus_rutilus"	1
"Abramiz_brama"	1
"Scardinius_erythrophtalmus"	1
"Sander_lucioperca"	1
"Esox_lucius"	1
"Anguilla_anguilla"	1
"Carassius_auratus_gibelio"	1
"Ergasilus_sieboldi"	2
"Tylodelphys_clavata"	2
"Posthodiplostomum_cuticola"	2
"Diplozoon_paradoxum"	2
"Caryophyllaeus_laticeps"	2
"Triaenophorus_nodulosus"	2
"Camallanus_lacustris"	2
"Hysterothylacium_aduncum"	2
"Apatemon_gracilis"	2
"Anguillicola_crassus"	2
"Camallanus_truncatus"	2
"Acanthocephalus_anguillae"	2
"Pomphorhynchus_laevis"	2
"Achtheres_percarum"	2
