"Sp"	"MDim"
"Dipterocarpus_geniculatus"	1
"Dipterocarpus_crinitus"	1
"Dipterocarpus_globosus"	1
"Dipterocarpus_palembanicus"	1
"Dipterocarpus_tempehes"	1
"Dryobalanops_aromatica"	1
"Dryobalanops_lanceolata"	1
"Shorea_smithiana"	1
"Shorea_xantophylla"	1
"Shorea_domatiosa"	1
"Shorea_laxa"	1
"Shorea_confusa"	1
"Shorea_falciferoides"	1
"Shorea_ochracea"	1
"Shorea_parvifolia"	1
"Shorea_pilosa"	1
"Shorea_quadrinervis"	1
"Shorea_scabrida"	1
"Shorea_agami"	1
"Shorea_kunsitleri"	1
"Ctenomerus_sp._1"	2
"Ctenomerus_sp._2"	2
"Nanophyes_shoreae"	2
"Endaenidius_spinipes"	2
"Sternuchopsis_toyi"	2
"Sternuchopsis_dipterocarpi"	2
"Sternuchopsis_sp._1"	2
"Sternuchopsis_shoreaphilus"	2
"Niphades_sp._1"	2
"Idotasia_sp._1"	2
"Orchestes_sp._1"	2
"Orchestes_sp._3"	2
"Involvulus_sp._1"	2
"Coccotrypes_advena"	2
"Coccotrypes_cinnamoni"	2
"Coccotrypes_gedeanus"	2
"Coccotrypes_myristicae"	2
"Coccotrypes_nitidus"	2
"Coccotripes_papuanus"	2
"Hypothenemus_areccae"	2
"Xyleborinus_exiguus"	2
"Xyleborinus_ferrugineus"	2
"Xyleborinus_subdentatus"	2
"Andrioplecta_shoreae"	2
"Andrioplecta_subpulverula"	2
"Assara_albicostalis"	2
"Lamoria_adaptella"	2
"Crambidae_Gn._Sp._A"	2
"Crambidae_Gn._Sp._B"	2
