"Sp"	"MDim"
"Ictalurus_punctatus"	1
"Rhinichthys_osculus"	1
"Gila_cypha"	1
"Pimephales_promelas"	1
"Fundulus_zebrinus"	1
"Catostomus_discobolus"	1
"Oncorhynchus_mykiss"	1
"Cyprinella_lutrensis"	1
"Catostomus_latipinnis"	1
"Cyprinus_carpio"	1
"Ameiurus_natalis"	1
"Bothriocephalus_acheilognathi"	2
"Ornithodiplostomum_sp."	2
"Lernaea_cyprinacea"	2
"Contracaecum_sp."	2
"Rhabdochona_sp."	2
"Unidenti?ed_metacercaria"	2
"Corallobothriinae"	2
"Posthodiplostomum_sp."	2
"Eustrongylides_sp."	2
"Oribatida_gen._sp."	2
"Henneguya_exilis"	2
"Ligictaluridus_?oridanus"	2
"Dactylogyrus_extensus"	2
"Gyrodactylus_hoffmani"	2
"Corallobothrium_?mbriatum"	2
"Megathylacoides_giganteum"	2
"Truttaedacnitis_truttae"	2
"Ergasilus_arthrosis"	2
"Myzobdella_lugubris"	2
"Gyrodactylus_sp."	2
