"Sp"	"MDim"
"Pimephlales_promelas"	1
"Perca_flavescens"	1
"Morone_chrysops"	1
"Pomoxis_nigromaculatus"	1
"Esox_lucius"	1
"Sander_vitreum"	1
"Bothriocephalus_sp."	2
"Proteocephalus_sp."	2
"Contracaecum_sp."	2
"Neascus_of_Posthodiplostomum_sp."	2
"Raphidascaris_sp."	2
"Myxobolus_sp"	2
"Unicauda_sp."	2
"Dactylogyrus_sp."	2
"Gyrodactylus_hoffmani"	2
"Gyrodactylus_sp."	2
"Onchocleidus_chrysops"	2
"Diplostomum_spathaceum"	2
"Diplostomulum_sp."	2
"Neascus_sp."	2
"Bothriocephalus_cuspidatus"	2
"Gryporhynchidae"	2
"Ligula_intestinalis"	2
"Raphidascaris_acus"	2
"Rhabdochona_sp."	2
"Spiroxys_sp."	2
"Myzobdella_lugubris"	2
