"Sp"	"MDim"
"Philodendron_apendiculatum"	1
"Cecropia_glaziovi"	1
"Cecropia_pachystachia"	1
"Cucurbitaceae"	1
"Vismia_sp."	1
"Ficus_luschnatiana"	1
"Ficus_sp."	1
"Piper_aduncun"	1
"Piper_dilatatum"	1
"Piper_sp."	1
"Rubus_brasiliensis"	1
"Aureliana_sp."	1
"Solanum_cinnamomeum"	1
"Solanum_megalochiton"	1
"Solanum_cf._paranaense"	1
"Solanum_rufescens"	1
"Solanum_santaecatharinae"	1
"Solanum_scuticum"	1
"Solanum_subsylvestris"	1
"Solanum_swartzianum"	1
"Solanum_variabile"	1
"Solanum_sp."	1
"Vassobia_breviflora"	1
"Unknown_family"	1
"Artibeus_fimbriatus"	2
"Artibeus_lituratus"	2
"Artibeus_jamaicensis"	2
"Carollia_perspicillata"	2
"Sturnira_lilium"	2
"Sturnira_tildae"	2
