"Sp"	"MDim"
"Antidesma_madagascariense"	1
"Antirhea_borbonica"	1
"Aphloia_theiformis"	1
"Badula_insularis"	1
"Badula_platiphylla"	1
"Bertiera_zaluzania"	1
"Calophyllum_eputamen_var_eputamen"	1
"Casearia_coriacea"	1
"Chassalia_coriacea_var_coriacea"	1
"Claoxylon_linostachys_ssp_brachyphyllum"	1
"Coffea_macrocarpa"	1
"Coffea_mauritiana"	1
"Cordemoya_integrifolia"	1
"Croton_fothergillifolius"	1
"Croton_grangeroides"	1
"Diospyros_revaughanii"	1
"Dodonaea_viscosa"	1
"Doratoxylon_apetalum_var_diphyllum"	1
"Dracaena_reflexa_var_angustifolia"	1
"Embelia_angustifolia"	1
"Erythroxylum_macrocarpum"	1
"Eugenia_orbiculata"	1
"Euodia_chapelieri_var_chapelieri"	1
"Euodia_obtusifolia_ssp_gigas_var_gigas"	1
"Faujasiopsis_flexuosa_ssp_erecta"	1
"Flagellaria_indica"	1
"Gaertnera_psychotrioides/edentata"	1
"Gaertnera_rotundifolia"	1
"Grangeria_borbonica"	1
"Harungana_madagascariensis"	1
"Helichrysum_proteoides"	1
"Homalanthus_populifolius"	1
"Labourdonnaisia_callophylloides"	1
"Molinaea_alternifolia"	1
"Molinaea_macrantha"	1
"Myonima_violacea_var_ovata"	1
"Ochna_mauritiana"	1
"Olea_lancea"	1
"Phyllanthus_phillyreifolius_var_telfairianus"	1
"Psathura_terniflora"	1
"Psiadia_terebinthina"	1
"Psidium_cattleianum"	1
"Rubus_alcefolius"	1
"Sideroxylon_cinereum"	1
"Sideroxylon_puberulum"	1
"Smilax_anceps"	1
"Stillingia_lineata_ssp_lineata"	1
"Syzygium_commersonii"	1
"Syzygium_coriaceum"	1
"Syzygium_glomeratum"	1
"Syzygium_petrinese"	1
"Tabernaemontana_persicarifolia"	1
"Toddalia_asiatica"	1
"Tristhema_mauritiana"	1
"Trochetia_blackburniana"	1
"Turraea_rigida"	1
"Warneckea_trinervis"	1
"Wikstroemia_indica"	1
"Agathidinae_sp"	2
"Ahasverus_advena_Waltle"	2
"Allograpta_nasuta_Marquart"	2
"Apis_mellifera_Linnaeus"	2
"Atherigona_orientalis_Schiner"	2
"Brachymyrmex_sp"	2
"Calopsilia_florella_Fabricius"	2
"Campopleginae_sp_1"	2
"Cerambycidae_sp_1"	2
"Cerambycidae_sp_2"	2
"Cerambycidae_sp_3"	2
"Ceratitis_roas_Karsch"	2
"Chaetocnema_sp_1"	2
"Cheloninae_sp_1"	2
"Cheloninae_sp_3"	2
"Chrysomya_megacephala_Fabricius"	2
"Cixiidae_sp_1"	2
"Cixiidae_sp_2"	2
"Cotesia_sp1"	2
"Cratopus_psittacus_Faimaire"	2
"Cryptocephalinae_sp_1"	2
"Dasytinae_sp_1"	2
"Dioxyna_sororcula_Wiedemann"	2
"Diptera_sp_2"	2
"Diptera_sp_3"	2
"Dysauxes_florida_Joan."	2
"Episyrphus_sp._near_circularis_Hull"	2
"Eristalinus_flaveolus_Bigot"	2
"Eumolpinae_sp_2"	2
"Eumolpinae_sp_3"	2
"Eurytonidae_sp_1"	2
"Fannia_pusio_Wiedemann"	2
"Gelechioidea_sp_1"	2
"Gelechioidea_sp_2"	2
"Gelechioidea_sp_3"	2
"Goniurellia_or_Dectodes_sp"	2
"Graphomya_maculata_Scopoli"	2
"Henotesia_narcissus_Fabricius"	2
"Hippotion_eson_Cramer"	2
"Homoneura_sp_2"	2
"Homoneura_sp_3"	2
