"Sp"	"MDim"
"Nephrosperma_vanhoutteanum"	1
"Canthium_bibracteatum"	1
"Deckenia_nobilis"	1
"Paragenipa_wrightii"	1
"Phoenicophorium_borsigianum"	1
"Medusagyne_oppositifolia"	1
"Psychotria_pervillei"	1
"Alstonia_macrophylla"	1
"Apis_mellifera"	2
"Lasioglossum_mahense"	2
"Hemipyrellia_germana"	2
"Megachile_seychellensis"	2
"Ornidia_obesa"	2
"Neophyllomyza_approximatonervis"	2
"Phelsuma_sp1_M_PL_090"	2
"Melanostoma_annulipes"	2
"Polistes_olivaceus"	2
"Ceratina_tabescens"	2
"Rhiparida_seychellensis"	2
"Unidentified_sp2_M_PL_090"	2
"Euodynerus_cylindricus"	2
"Unidentified_sp5_M_PL_090"	2
"Rhynchium_brunneum"	2
"Unidentified_sp1_M_PL_090"	2
"Eagris_sabadius"	2
"Pachycerina_seychellensis"	2
"Scaptodrosophila_sp1_M_PL_090"	2
"Tricimba_seychellensis"	2
"Unidentified_sp3_M_PL_090"	2
"Unidentified_sp4_M_PL_090"	2
