"Sp"	"MDim"
"Saurauia_ferox"	1
"Fissistigma_sp."	1
"Goniothalamus_sp."	1
"Popowia_pisocarpa"	1
"Combretaceae"	1
"Costus_sp."	1
"Tetracera_indica"	1
"Dryobalanops_lanceolata"	1
"Diospyros_sp."	1
"Glochidion_sp."	1
"Mallotus_floribundus"	1
"Mallotus_miquelianus"	1
"Mallotus_sp."	1
"Mallotus_wrayi"	1
"Bauhinia_sp."	1
"Spatholobus_sp."	1
"Fordia_sp."	1
"Ryparosa_hullettii"	1
"Leea_indica"	1
"Magnolia_candollii"	1
"Aglaia_sp."	1
"Chisocheton_sp."	1
"Ardisia_sp."	1
"Chionanthus_pluriflorus"	1
"Passifloraceae"	1
"Uncaria_sp."	1
"Urophyllum_sp."	1
"Rubiaceae"	1
"Paranephelium_xestophyllum"	1
"Selaginella_sp."	1
"Pterospermum_sp."	1
"Brownlowia_peltata"	1
"Tetrastigma_sp."	1
"Globba_pendula"	1
"Haaniella_echinata"	2
"Necrosciinae"	2
"Centrophasma_longipennis"	2
"Asceles_margaritatus"	2
"Lonchodes_hosei_herberti"	2
"Dinophasma_ruficornis"	2
"Unidentified_juveniles"	2
"Acacus_sarawacus"	2
"Lonchodes_thami"	2
