"Sp"	"MDim"
"Byrsonima_crassifolia"	1
"Casearia_guianensis"	1
"Cnestidium_rufescens"	1
"Connarus_turczaninowii"	1
"Cupania_sylvatica"	1
"Desmopsis_panamensis"	1
"Doliocarpus_major"	1
"Eugenia_coloradensis"	1
"Flemingia_sp."	1
"Heliconia_metallica"	1
"Herrania_purpurea"	1
"Inga_cocleensis"	1
"Inga_marginata"	1
"Isertia_haenkaena"	1
"Luehea_seemannii"	1
"Maripa_panamensis"	1
"Miconia_affinis"	1
"Miconia_argentea"	1
"Nectandra_globosa"	1
"Nuerolaena_lobata"	1
"Paulinia_fibrigera"	1
"Paulinia_turbacensis"	1
"Piper_dilatatum"	1
"Rheedia_edulis"	1
"Serjania_mexicana"	1
"Serjania_sp."	1
"Tetracera_portobellensis"	1
"Vatairea_erythrocarpa"	1
"Vernonia_patens"	1
"Vismia_baccifera"	1
"Adippe_alliaceae"	2
"Adippe_inequalis"	2
"Amastris_triviale"	2
"Aphetea_inconspicua"	2
"Atymna_sp."	2
"Bolbonotus_corrugata"	2
"Bolbonotus_pictipennis"	2
"Campylenchia_hastata"	2
"Cyphonia_clavata"	2
"Enchophyllum_dubium"	2
"Gerridius_scutellatus"	2
"Guayaquila_compressa"	2
"Guayaquila_sp."	2
"Harmonides_sp."	2
"Heteronotus_trinodosus"	2
"Horiola_picta"	2
"Membracis_flava"	2
"Membracis_fuscata"	2
"Notocera_bituberculata"	2
"Notocera_cerviceps"	2
"Notocera_cervipes"	2
"Potnia_granadensis"	2
"Sphongophorus_nymph"	2
