"Sp"	"MDim"
"Vernonanthura_aff._lucida"	1
"Vernonanthura_aff._laxa"	1
"Vernonanthura_glanduloso-dentata"	1
"Vernonanthura_membranacea"	1
"Vernonanthura_mucronulata"	1
"Vernonanthura_phosphorica"	1
"Vernonanthura_subverticillata"	1
"Vernonanthura_westiniana"	1
"Vernonanthura_mariana"	1
"Lessingianthus_buddleiifolius"	1
"Proteopsis_sp._1"	1
"Lessingianthus_coriaceus"	1
"Lessingianthus_roseus"	1
"Lessingianthus_linearis"	1
"Lessingianthus_vepretorum"	1
"Lessingianthus_rosmarinifolius"	1
"Lessingianthus_linearifolius"	1
"Lessingianthus_carduoides"	1
"Lessingianthus_brevipetiolatus"	1
"Lessingianthus_pumillus"	1
"Lessingianthus_glabratus"	1
"Lessingianthus_simplex"	1
"Lessingianthus_aff._simplex"	1
"Eremanthus_sp._03"	1
"Chresta_sp._01"	1
"Lessingianthus_tomentellus"	1
"Chresta_sphaerocephala"	1
"Lessingianthus_sp._01"	1
"Eremanthus_erythropappus"	1
"Lessingianthus_psilophyllus"	1
"Lessingianthus_warmingianus"	1
"Lepidaploa_spixiana"	1
"Echinocoryne_schwenkiaefolia"	1
"Lessingianthus_rubricaulis"	1
"Lepidaploa_lilacina"	1
"Lepidaploa_aff._rufogrisea"	1
"Lessingianthus_virgulatus"	1
"Echinocoryne_holosericea"	1
"Stilpnopappus_bicolor"	1
"Lessingianthus_hovaefolius"	1
"Lepidaploa_rufogrisea"	1
"Chrysolaena_herbacea"	1
"Centratherum_punctatum"	1
"Vernonanthura_ferruginea"	1
"Lepidaploa_sp._01"	1
"Lepidaploa_salzmannii"	1
"Lepidaploa_aurea"	1
"Minasia_sp._06"	1
"Proteopsis_argenica"	1
"Minasia_sp._02"	1
"Minasia_sp._04"	1
"Eremanthus_polycephalus"	1
"Minasia_sp._01"	1
"Piptolepis_sp._02"	1
"Piptolepis_sp._01"	1
"Piptolepis_sp._03"	1
"Minasia_sp._05"	1
"Minasia_scapigera"	1
"Minasia_alpestris"	1
"Lychnophora_tomentosa"	1
"Lychnophora_cipoensis"	1
"Eremanthus_crotonoides"	1
"Lychnophora_markgravii"	1
"Lychnophora_pseudovillosissima"	1
"Anteremanthus_hatschbachii"	1
"Lychnophora_candelabrum"	1
"Lychnophora_villosissima"	1
"Eremanthus_bicolor"	1
"Lychnophora_passerina"	1
"Eremanthus_aff._glomerulatus"	1
"Eremanthus_elaegnus"	1
"Lychnophora_aff._pohlii"	1
"Lychnophora_salicifolia"	1
"Lychnophora_pohlii"	1
"Lychnophora_diamantiana"	1
"Lychnophora_pinaster"	1
"Eremanthus_glomerulatus"	1
"Lychnophora_rosmarinifolia"	1
"Lychnophora_granmogolense"	1
"Eremanthus_incanus"	1
"Tomoplagia_fiebrigi"	2
"Tomoplagia_reimoseri"	2
"Tomoplagia_minuta"	2
"Tomoplagia_grandis"	2
"Tomoplagia_achromoptera"	2
"Tomoplagia_brasiliensis"	2
"Dictyotripeta_atacta"	2
"Tomoplagia_cipoensis"	2
"Tomoplagia_tripuntacta"	2
"Tomoplagia_incompleta"	2
"Xanthaciura_biocellata"	2
"Dictyotrypeta_sp._1"	2
"Dictyotrypeta_sp._2"	2
"Tomoplagia_sp._1"	2
"Tomoplagia_dimorphica"	2
"Tomoplagia_variabilis"	2
"Tetreuaresta_sp._1"	2
"Tomoplagia_formosa"	2
"Tomoplagia_punctata"	2
"Tetreuaresta_sp._2"	2
"Dictyotrypeta_sp._3"	2
"Tomoplagia_bicolor"	2
"Tetreuaresta_sp._3"	2
"Trupanea_sp._1"	2
"Acrotaeniini_n._gen.1_sp._1"	2
"Tomoplagia_interrupta"	2
"Tomoplagia_aczeli"	2
"Xanthaciura_chrysura"	2
"Tomoplagia_voluta"	2
"Acrotaeniini_n._gen.2_sp._1"	2
"Tomoplagia_rupestris"	2
"Tomoplagia_sp._2"	2
"Tetreuaresta_sp._4"	2
