"Sp"	"MDim"
"Perca_flavescens"	1
"Sander_vitreus"	1
"Notropis_atherinoides"	1
"Micropterus_dolomieu"	1
"Esox_lucius"	1
"Ambloplites_rupestris"	1
"Amia_calva"	1
"Ameiurus_nebulosus"	1
"Coregonus_artedi"	1
"Osmerus_mordax"	1
"Percina_caprodes"	1
"Lepomis_gibbosus"	1
"Etheostoma_nigrum"	1
"Oncorhynchus_mykiss"	1
"Catostomus_commersonii"	1
"Percopsis_omiscomacush"	1
"Fundulus_diaphanus"	1
"Pimephales_notatus"	1
"Cottus_bairdii"	1
"Pomoxis_nigromaculatus"	1
"Prosopium_cylindraceum"	1
"Sander_canadensis"	1
"Lepomis_macrochirus"	1
"Acipenser_fulvescens"	1
"Echinorhynchus_salmonis"	2
"Proteocephalus_sp."	2
"Centrovarium_lobotes"	2
"Camallanus_oxycephalus"	2
"Neoechinorhynchus_tenellus"	2
"Eubothrium_sp."	2
"Hysterothylacium_brachyurum"	2
"Spinitectus_carolini"	2
"Leptorhynchoides_thecatus"	2
"Pomphorhynchus_bulbocolli"	2
"Crepidostomum_cooperi"	2
"Cryptogonimus_chili"	2
"Azygia_sp."	2
"Bothriocephalus_claviceps"	2
"Dichelyne_cotylophora"	2
"Argulus_sp."	2
"Bunodera_luciopercae"	2
"Crepidostomum_cornutum"	2
"Homalometron_armatum"	2
"Glossidium_geminum"	2
"Centrovarium_sp."	2
"Neochasmus_sp"	2
"Diplostomum_spathaceum"	2
"Diplostomum_sp."	2
"Neascus_sp."	2
"Posthodiplostomum_sp."	2
"Gyrodactylus_sp."	2
"Haplobothrium_globuliforme"	2
"Corallobothrium_sp."	2
"Proteocephalus_exiguus"	2
"Proteocephalus_perplexus"	2
"Proteocephalus_pinguis"	2
"Triaenophorus_stizostedionis"	2
"Bothriocephalus_sp."	2
"Glaridacris_sp."	2
"Spinitectus_gracilis"	2
"Haplonema_immutatum"	2
"Raphidascaris_sp."	2
"Cucullanus_sp."	2
"Spinitectus_sp."	2
