"Sp"	"MDim"
"Beta_vulgaris"	1
"Carduus_sp."	1
"Centaurea_sp."	1
"Chenopodium_sp."	1
"Cirsium_arvense"	1
"Cirsium_palustre"	1
"Cirsium_sp."	1
"Crepis_biennis"	1
"Crepis_sp."	1
"Cytisus_scoparius"	1
"Daucus_sp."	1
"Euonymus_europaea"	1
"Galium_sp."	1
"Hieracium_murorum"	1
"Impatiens_glandulifera"	1
"Impatiens_noli-tangere"	1
"Impatiens_parviflora"	1
"Lathyrus_sp."	1
"Lupinus_polyphyllus"	1
"Matricaria_perforata"	1
"Medicago_sativa"	1
"Melilotus_albus"	1
"Papaver_somniferum"	1
"Pisum_sativum"	1
"Rumex_sp."	1
"Sonchus_oleraceus"	1
"Taraxacum_officinale"	1
"Trifolium_pratense"	1
"Vicia_faba"	1
"Aphis_fabae"	2
"Brachycaudus_sp."	2
"Uroleucon_sp."	2
"Hayhurstia_atriplicis"	2
"Capitophorus_sp."	2
"Acyrthosiphon_pisum"	2
"Nasonovia_nigra"	2
"Nasonovia_sp."	2
"Impatientinum_asiaticum"	2
"Impatientinum_balsamines"	2
"Megoura_viciae"	2
"Macrosiphum_albifrons"	2
"Hyperomyzus_lactucae"	2
