"Sp"	"MDim"
"Perca_flavescens"	1
"Lepomis_gibbosus"	1
"Ambloplites_rupestris"	1
"Micropterus_dolomieu"	1
"Catostomus_commersonii"	1
"Morone_americana"	1
"Micropterus_salmoides"	1
"Lepomis_macrochirus"	1
"Sander_vitreus"	1
"Notropis_hudsonius"	1
"Coregonus_clupeaformis"	1
"Ameiurus_nebulosus"	1
"Notemigonus_crysoleucas"	1
"Morone_chrysops"	1
"Coregonus_artedi"	1
"Pomoxis_nigromaculatus"	1
"Esox_lucius"	1
"Aplodinotus_grunniens"	1
"Fundulus_diaphanus"	1
"Percopsis_omiscomaycus"	1
"Anguilla_rostrata"	1
"Gasterosteus_aculeatus"	1
"Luxilus_cornutus"	1
"Acipenser_fulvescens"	1
"Esox_masquinongy"	1
"Ictalurus_punctatus"	1
"Moxostoma_macrolepidotum"	1
"Osmerus_mordax"	1
"Semotilus_atromaculatus"	1
"Amia_calva"	1
"Etheostoma_nigrum"	1
"Noturus_flavus"	1
"Umbra_limi"	1
"Culaea_inconstans"	1
"Cyprinus_carpio"	1
"Etheostoma_exile"	1
"Noturus_gyrinus"	1
"Pimephales_notatus"	1
"Pimephales_promelas"	1
"Salvelinus_fontinalis"	1
"Coregonus_hoyi"	1
"Coregonus_kiyi"	1
"Coregonus_reighardi"	1
"Cottus_bairdii"	1
"Lepisosteus_osseus"	1
"Oncorhynchus_kisutch"	1
"Percina_caprodes"	1
"Rhinichthys_cataractae"	1
"Alosa_pseudoharengus"	1
"Cottus_cognatus"	1
"Couesius_plumbeus"	1
"Dorosoma_cepedianum"	1
"Etheostoma_caeruleum"	1
"Oncorhynchus_mykiss"	1
"Phoxinus_neogaeus"	1
"Rhinichthys_obtusus"	1
"Salvelinus_namaycush"	1
"Cottus_sp."	1
"Labidesthes_sicculus"	1
"Notropis_atherinoides"	1
"Pomoxis_annularis"	1
"Diplostomum_spathaceum"	2
"Echinorhynchus_salmonis"	2
"Ichthyocotylurus_sp."	2
"Leptorhynchoides_thecatus"	2
"Gyrodactylus_sp."	2
"Proteocephalus_ambloplitis"	2
"Triaenophorus_nodulosus"	2
"Acanthocephalus_dirus"	2
"Myxobolus_sp."	2
"Camallanus_oxycephalus"	2
"Eustrongylides_tubifex"	2
"Ergasilus_caeruleus"	2
"Clinostomum_complanatum"	2
"Posthodiplostomum_minimum"	2
"Azygia_angusticauda"	2
"Hysterothylacium_brachyurum"	2
"Neoechinorhynchus_rutili"	2
"Myzobdella_lugubris"	2
"Uvulifer_ambloplitis"	2
"Apophallus_brevis"	2
"Dactylogyrus_sp."	2
"Dichelyne_cotylophora"	2
"Cystidicola_farionis"	2
"Cystidicola_sp."	2
"Spinitectus_gracilis"	2
"Cosmocephalus_obvelatus"	2
"Ergasilus_centrarchidarum"	2
"Salmincola_extumescens"	2
"Crepidostomum_cornutum"	2
"Crassiphiala_bulboglossa"	2
"Gyrodactylus_avalonia"	2
"Gyrodactylus_macrochiri"	2
"Paracuaria_adunca"	2
"Hysterothylacium_sp."	2
"Spiroxys_sp."	2
"Neoechinorhynchus_cylindratus"	2
"Achtheres_pimelodi"	2
"Glochidia_of_Lampsilis_radiata_siliquoidea"	2
"Henneguya_sp."	2
"Azygia_longa"	2
"Megalogonia_ictaluri"	2
"Alloglossidium_corti"	2
"Posthodiplostomum_minimum_centrarchi"	2
"Ichthyocotylurus_intermedia"	2
"Tylodelphys_scheuringi"	2
"Ligictaluridus_pricei"	2
"Lyrodiscus_longibasus"	2
"Onchocleidus_ferox"	2
"Urocleidus_dispar"	2
"Dactylogyrus_banghami"	2
"Octomacrum_semotili"	2
"Proteocephalus_pearsei"	2
"Bothriocephalid_plerocercoids"	2
"Cystidicoloides_ephemeridarum"	2
"Spinitectus_carolini"	2
"Rhabdochona_decaturensis"	2
"Rhabdochona_sp."	2
"Neoechinorhynchus_sp."	2
"Ergasilus_luciopercarum"	2
"Ergasilus_versicolor"	2
"Henneguya_exilis"	2
"Bunodera_sacculata"	2
"Bunoderina_eucaliae"	2
"Crepidostomum_isostomum"	2
"Proterometra_macrostoma"	2
"Glossidium_geminum"	2
"Plagioporus_sinitsini"	2
"Diplostomum_huronense"	2
"Ichthyocotylurus_diminuta"	2
"Actinocleidus_sp."	2
"Aethycteron_sp."	2
"Cleidodiscus_robustus"	2
"Lyrodiscus_seminolensis"	2
"Onchocleidus_furcatus"	2
"Onchocleidus_principalis"	2
"Syncleithrium_fusiformis"	2
"Tetracleidus_glenorensis"	2
"Tetracleidus_stentor"	2
"Dactylogyrus_buddi"	2
"Anonchohaptor_anomalus"	2
"Pseudomurraytrema_copulatum"	2
"Glaridacris_catostomi"	2
"Bothriocephalus_cuspidatus"	2
"Cyathocephalus_truncatus"	2
"Proteocephalus_exiguus"	2
"Proteocephalus_fluviatilis"	2
"Proteocephalus_laruei"	2
"Proteocephalus_pinguis"	2
"Proteocephalus_pugitensis"	2
"Diphyllobothrium_sp."	2
"Proteocephalus_sp."	2
"Rhabdochona_ovifilamenta"	2
"Contracaecum_spiculigerum"	2
"Agamospirura_sp."	2
"Neoechinorhynchus_crassus"	2
"Neoechinorhynchus_tenellus"	2
"Pomphorhynchus_bulbocolli"	2
"Piscicola_sp."	2
"Argulus_catostomi"	2
"Myxidium_illinoisense"	2
"Henneguya_acuta"	2
"Henneguya_doori"	2
"Myxobolus_bartai"	2
"Myxobolus_bibullatum"	2
"Myxobolus_burti"	2
"Myxobolus_dentium"	2
"Myxobolus_fanthami"	2
"Myxobolus_hendricksoni"	2
"Myxobolus_pendula"	2
"Myxobolus_procercum"	2
"Myxobolus_xiaoi"	2
"Thelohanellus_notatus"	2
"Zschokkella_sp."	2
"Skrjabinopsolus_manteri"	2
"Bunodera_luciopercae"	2
"Crepidostomum_canadense"	2
"Crepidostomum_cooperi"	2
"Crepidostomum_lintoni"	2
"Crepidostomum_sp."	2
"Creptotrema_funduli"	2
"Plagiocirrus_primus"	2
"Leuceruthrus_micropteri"	2
"Prosorhynchoides_pusilla"	2
"Acetodextra_amiuri"	2
"Allacanthochasmus_artus"	2
"Allacanthochasmus_varius"	2
"Neochasmus_umbellus"	2
"Phyllodistomum_coregoni"	2
"Phyllodistomum_lohrenzi"	2
"Phyllodistomum_lysteri"	2
"Phyllodistomum_staffordi"	2
