"Sp"	"MDim"
"Abalistes_stellaris"	1
"Caranx_malabaricus"	1
"Decapterus_sp."	1
"Parastromateus_niger"	1
"Psettodes_erumei"	1
"Rachycentron_canadum"	1
"Selar_crumenophthalmus"	1
"Triacanthus_biaculeatus"	1
"Drepane_punctata"	1
"Caranx_sp."	1
"Ephippus_orbis"	1
"Platax_orbicularis"	1
"Pomadasys_hasta"	1
"Epinephelus_tauvina"	1
"Gerres_filamentosus"	1
"Sardinella_sp."	1
"Carangidae"	1
"Leiognathidae"	1
"Pampus_argenteus"	1
"Scomberomorus_commerson"	1
"Chirocentrus_dorab"	1
"Epinephelus_sexfasciatus"	1
"Gymnocranius_griseus"	1
"Ilisha_sp."	1
"Megalaspis_cordyla"	1
"Scomberomorus_guttatus"	1
"Scombridae"	1
"Alectis_indicus"	1
"Aluterus_monoceros"	1
"Epinephelus_bruneus"	1
"Mene_maculata"	1
"Seriola_sp."	1
"Seriolina_nigrofasciata"	1
"Atropus_atropos"	1
"Atule_mate"	1
"Echeneis_naucrates"	1
"Plectorhinchus_cinctus"	1
"Sciaenidae"	1
"Scomberoides_lysan"	1
"Selaroides_leptolepis"	1
"Seriola_dumerili"	1
"Decapterus_muroadsi"	1
"Dussumieria_elopsoides"	1
"Leiognathus_equulus"	1
"Leiognathus_sp."	1
"Rastrelliger_kanagurta"	1
"Cepola_schlegelii"	1
"Drepane_longimana"	1
"Lutjanus_russellii"	1
"Lutjanus_sebae"	1
"Makaira_sp."	1
"Plectorhinchus_sp."	1
"Scomberomorus_sp."	1
"Selaroides_sp."	1
"Therapon_theraps"	1
"Cepola_sp."	1
"Gerres_sp."	1
"Lutjanus_lutjanus"	1
"Xiphias_sp."	1
"Acanthocepola_limbata"	1
"Alepes_melanoptera"	1
"Carangoides_chrysophrys"	1
"Atropus_oreolatus"	1
"Brachiostegus_japonicus"	1
"Chaetodontidae"	1
"Gnathanodon_speciosus"	1
"Selar_sp."	1
"Trachinocephalus_sp."	1
"Anisakis_sp."	2
"Porrocaecum_sp."	2
"Contracaecum_sp."	2
"Nybelinia_sp."	2
"Otobothrium_sp."	2
"Aponurus_laguncula"	2
"Rhipidocotyle_sp."	2
"Serrasentis_sagittifer"	2
"Ectenurus_selari"	2
"Philometra_sp."	2
"Dinurus_selari"	2
"Lecithocladium_apolecti"	2
"Stephanostomum_imparispine"	2
"Pseudaxinoides_vietnamensis"	2
"Trigonotrema_alatum"	2
"Pseudaxine_sp."	2
"Heteromicrocotyla_sp."	2
"Tegorhynchus_multacanthus"	2
"Prosorhynchus_epinepheli"	2
"Lintonium__vibex"	2
"Aphanurus_stossichi"	2
"Lecithocladium_excisum"	2
"Prosorchis_chainanensis"	2
"Lepidapedon_megalaspi"	2
"Hypocreadium_scaphosomum"	2
"Opechona_formiae"	2
"Leiomonorchis_leiognathi"	2
"Benedenia_epinepheli"	2
"Benedenia_sp."	2
"Haliotrema_sp."	2
"Diplectanum_hargisi"	2
"Allodiscocotyla_chorinemi"	2
"Dawesia_incisa"	2
"Pseudaxine_trachuri"	2
"Pricea_multae"	2
"Tonkinaxine_homocerca"	2
"Heteromicrocotyla_carangis"	2
"Oncomegas_wageneri"	2
"Pterobothrium_platycephalum"	2
"Derogenes_varicus"	2
"Monilicaecum_ventricosum"	2
"Torticaecum_fenestratum"	2
"Ectenurus_trachuri"	2
"Erilepturus_formosae"	2
"Tubulovesicula_angusticauda"	2
"Lecithocladium_harpodontis"	2
"Aponurus_carangis"	2
"Aponurus_pyriformis"	2
"Prosogonotrema_clupeae"	2
"Hemiuroidea_gen._sp."	2
"Opecoelus_sphaericus"	2
"Podocotyloides_petalophallus"	2
"Acanthocolpus_liodorus"	2
"Stephanostomum__sp."	2
"Tormopsolus_echenei"	2
"Schistorchis_skrjabini"	2
"Diploproctodaeum_macracetabulum"	2
"Diploproctodaeum_rutellum"	2
"Lepocreadium_sp."	2
"Multitestis_magnacetabulum"	2
"Xystretum_abalisti"	2
"Paradiscogaster_drepanei"	2
"Lasiotocus_macrorchis"	2
"Lasiotocus_plectorhynchi"	2
"Opisthomonorcheides_decapter"	2
"Encotyllabe_spari"	2
"Ancyrocephalus_bilobatus"	2
"Pseudorhabdosynochus_epinepheli"	2
"Vallisia_chorinemi"	2
"Cathucotyle_cathuaui"	2
"Gastrocotyle_trachuri"	2
"Gastrocotyle_sp"	2
"Bilaterocotyloides_carangis"	2
"Bicotyle_perpolita"	2
"Kannaphalllus_virilis"	2
"Lutianicola_haifonensis"	2
"Eutetrarhynchidae_gen._sp."	2
"Grillotia_sp."	2
"Cucullanus_sp"	2
"Echinocephalus_spinosissimus"	2
"Echinocephalus_sp."	2
"Acanthocephala_gen._sp."	2
"Alcicornis_carangis"	2
"Bucephalus_gorgon"	2
"Bucephalus_varicus"	2
"Bucephalus_sp."	2
"Rhipidocotyle_laruei"	2
"Complexobursa_vjetnamensis"	2
"Plectognathotrema_ovata"	2
"Pseudosteringophorus_sp."	2
"Tergestia_laticollis"	2
"Tetrochetus_hansoni"	2
"Bathycotyle_sp."	2
"Gonocercella_pacifica"	2
"Gonocercella_sp."	2
"Multtubovarium_amphibolum"	2
"Neometanematobothrioides_rachycentri"	2
"Allostomachicola_secundus"	2
"Dinurus_sp."	2
"Ectenurus_theraponae"	2
"Ectenurus_sp."	2
"Erilepturus_sp."	2
"Tubulovesicula_lindbergi"	2
"Lecithocladium_excisiforme"	2
"Lecithocladium_pampi"	2
"Lecithocladium_sp."	2
"Parahemiurus_merus"	2
"Lecithochirium_imocavum"	2
"Lecithochirium_sp."	2
"Plerurus_digitatus"	2
"Trifoliovarium_triacanthi"	2
"Prosogonotrema_abalisti"	2
"Cardicola_grandis"	2
"Cleptodiscus_sp."	2
"Opecoelina_vixiintestina"	2
"Opegaster_parapristopomatis"	2
"Allopodocotyle_epinepheli"	2
"Helicometra_fasciata"	2
"Pycnadenoides_pagrosomi"	2
"Neonotoporus_decapteri"	2
"Acanthocolpus_luehei"	2
"Pleorchis_sciaenae"	2
"Stephanostomum_tenue"	2
"Stephanostomum_sp."	2
"Tormopsolus_filiformis"	2
"Tormopsolus_orientalis"	2
"Homalometron__sp."	2
"Sphincteristomum_acollum"	2
"Aephnidiogenes_barbarus"	2
"Diploproctia_drepanei"	2
"Diploproctodaeoides_longipygum"	2
"Diploproctodeum_plataxi"	2
"Hypocreadium_cavum"	2
"Lepocreadiidae_gen._sp."	2
"Metadena_eurystoma"	2
"Paracryptogonimus_morosovi"	2
"Pseudallacanthochasmus_plectorhynchi"	2
"Heterophyidae_gen._sp."	2
"Phyllodistomum_notosinicum"	2
"Phyllodistomum_parukhini"	2
"Phyllodistomum_psettodi"	2
"Phyllodistomum_strictum"	2
"Huridostomum_formionis"	2
"Lasiotocus_cacuminatus"	2
"Lasiotocus_chaetodipteri"	2
"Lasiotocus_cryptastoma"	2
"Longimonorchis_ovacutus"	2
"Monorchis_diplovarium"	2
"Opisthomonorchis_carangis"	2
"Proctotrema__sp."	2
"Megalocotyle_lutiani"	2
"Sessilorbis_limopharynx"	2
"Sprostoniella_multitestis"	2
"Ancyrocephalus_macrogaster"	2
"Ancyrocephalus_parspinicirrus"	2
"Ancyrocephalus_scapulasser"	2
