"Sp"	"MDim"
"Abramis_brama"	1
"Anguilla_anguilla"	1
"Platichthys_flesus_trachurus"	1
"Vimba_vimba"	1
"Blicca_bjoerkna"	1
"Perca_fluviatilis"	1
"Rutilus_rutilus"	1
"Zoarces_viviparus"	1
"Gadus_morhua_callarias"	1
"Alburnus_alburnus"	1
"Esox_lucius"	1
"Gasterosteus_aculeatus"	1
"Sander_lucioperca"	1
"Gymnocephalus_cernuus"	1
"Tinca_tinca"	1
"Carassius_carassius"	1
"Clupea_harengus_membras"	1
"Scardinius_erythrophthalmus"	1
"Lampetra_fluviatilis"	1
"Leuciscus_idus"	1
"Osmerus_eperlanus"	1
"Salmo_salar"	1
"Cyprinus_carpio_carpio"	1
"Gobio_gobio_gobio"	1
"Lota_lota"	1
"Psetta_maxima"	1
"Aspius_aspius"	1
"Coregonus_lavaretus"	1
"Leuciscus_cephalus"	1
"Silurus_glanis"	1
"Cottus_poecilopus"	1
"Osmerus_eperlanus_spirinchus"	1
"Triglopsis_quadricornis"	1
"Alosa_fallax_fallax"	1
"Belone_belone"	1
"Coregonus_albula"	1
"Coregonus_peled"	1
"Leucaspius_delineatus"	1
"Taurulus_bubalis"	1
"Carassius_auratus_auratus"	1
"Leuciscus_leuciscus"	1
"Pelecus_cultratus"	1
"Pungitius_pungitius"	1
"Salmo_trutta"	1
"Salmo_trutta_morpha_fario"	1
"Alburnoides_bipunctatus"	1
"Cobitis_taenia"	1
"Belone_acus"	1
"Cottus_gobio"	1
"Ctenopharyngodon_idella"	1
"Phoxinus_phoxinus"	1
"Sprattus_sprattus_balticus"	1
"Diplostomum_spathaceum"	2
"Argulus_foliaceus"	2
"Piscicola_geometra"	2
"Ichthyocotylurus_platycephalus"	2
"Raphidascaris_acus"	2
"Acanthocephalus_anguillae"	2
"Paracoenogonimus_ovatus"	2
"Acanthocephalus_lucii"	2
"Diplozoon_paradoxum"	2
"Corynosoma_semerme"	2
"Tylodelphys_clavata"	2
"Pomphorhyn?hus_laevis"	2
"Echinorhynchus_gadi"	2
"Hysterothylacium_aduncum"	2
"Diplostomulum_sp."	2
"Posthodiplostomum_brevicaudatum"	2
"Zschokkella_nova"	2
"Myxobolus_bramae"	2
"Sphaerostomum_bramae"	2
"Neoechinorhynchus_rutili"	2
"Ichthyocotylurus_variegatus"	2
"Bothriocephalus_scorpii"	2
"Corynosoma_strumosum"	2
"Myxobolus_oviformis"	2
"Proteocephalus_longicollis"	2
"Camallanus_(Camallanus)_lacustris"	2
"Caryophyllaeus_laticeps"	2
"Diphyllobothrium_ditremum"	2
"Triaenophorus_nodulosus"	2
"Camallanus_(Camallanus)__truncatus"	2
"Cystidicola_farioni"	2
"Dactylogyrus_sphyrna"	2
"Pseudoterranova_decipiens"	2
"Echinorhynchus_salmonis"	2
"Azygia_lucii"	2
"Bunodera_luciopercae"	2
"Dactylogyrus_cornu"	2
"Eubothrium_sp."	2
"Cucullanus_heterochrous"	2
"Anguillicola_crassus"	2
"Ascarophis_morrhuae"	2
"Henneguya_psorospermica"	2
"Brachyphallus_crenatus"	2
"Phyllodistomum_angulatum"	2
"Scolex_pleuronectis"	2
"Bothriocephalus_sp."	2
"Eubothrium_crassum"	2
"Pseudoterranova_sp."	2
"Dichelyne_(Cucullanellus)__minutus"	2
"Ascarophis_skrjabini"	2
"Ascarophis_sp."	2
"Nematoda_gen._sp.__larva"	2
"Myxidium_giardi"	2
"Myxidium_macrocapsulare"	2
"Myxobilatus_gasterostei"	2
"Myxobilatus_platessae"	2
"Sphaerospora_elegans"	2
"Myxobolus_ellipsoides"	2
"Diplostomum_petromyzifluviatilis"	2
"Bucephalus_polymorphus"	2
"Cryptocotyle_sp."	2
"Gyrodactylus_aeglefini"	2
"Gyrodactylus_errabundus"	2
"Gyrodactylus_flexibiliradix"	2
"Gyrodactylus_perlucidus"	2
"Gyrodactylus_pharyngicus"	2
"Gyrodactylus_rarus"	2
"Ancyrocephalus_paradoxus"	2
"Dactylogyrus_auriculatus"	2
"Dactylogyrus_fraternus"	2
"Dactylogyrus_minor"	2
"Dactylogyrus_parvus"	2
"Dactylogyrus_zandti"	2
"Pseudodactylogyrus_anguillae"	2
"Pseudodactylogyrus_bini"	2
"Caryophyllaeus_sp."	2
"Bothriocephalus_claviceps"	2
"Diphyllobothrium_dendriticum"	2
"S?histocephalus_solidus"	2
"Eubothrium_fragile"	2
"Proteocephalus_filicollis"	2
"Proteocephalus_macrocephalus"	2
"Proteocephalus_torulosus"	2
"Proteocephalus_sp"	2
"Anisakis_simplex"	2
"Cucullanus_cirratus"	2
"Cucullanus_truttae"	2
"Ascarophis_longispicula"	2
"Cystidicoloides_ephemeridarum"	2
"Anodonta_sp."	2
"Argulus_?oregoni"	2
"Ergasilus_gibbus"	2
"Ergasilus_sieboldi"	2
"Thersitina_gasterostei"	2
"Achtheres_percarum"	2
