"Sp"	"MDim"
"Coregonus_artedi"	1
"Catostomus_commersonii"	1
"Notropis_hudsonius"	1
"Catostomus_catostomus"	1
"Ambloplites_rupestris"	1
"Gymnocephalus_cernuus"	1
"Oncorhynchus_gorbuscha"	1
"Perca_flavescens"	1
"Prosopium_cylindraceum"	1
"Salvelinus_namaycush"	1
"Coregonus_clupeaformis"	1
"Oncorhynchus_kisutch"	1
"Lota_lota"	1
"Percopsis_omiscomaycus"	1
"Osmerus_mordax"	1
"Coregonus_hoyi"	1
"Rhinichthys_cataractae"	1
"Acipenser_fulvescens"	1
"Oncorhynchus_tshawytscha"	1
"Luxilus_cornutus"	1
"Esox_lucius"	1
"Micropterus_dolomieu"	1
"Sander_vitreus"	1
"Cottus_bairdii"	1
"Pungitius_pungitius"	1
"Salvelinus_fontinalis"	1
"Oncorhynchus_mykiss"	1
"Pimephales_notatus"	1
"Ameiurus_nebulosus"	1
"Alosa_pseudoharengus"	1
"Coregonus_alpenae"	1
"Coregonus_kiyi"	1
"Coregonus_zenithecus"	1
"Prosopium_coulteri"	1
"Salmo_trutta"	1
"Cottus_cognatus"	1
"Echinorhynchus_salmonis"	2
"Diplostomum_spathaceum"	2
"Cystidicola_farionis"	2
"Acanthocephalus_dirus"	2
"Ichthyocotylurus_sp."	2
"Crepidostomum_farionis"	2
"Spinitectus_gracilis"	2
"Pomphorhynchus_bulbocolli"	2
"Diplostomum_sp."	2
"Eubothrium_salvelini"	2
"Diphyllobothrium_sp."	2
"Capillaria_salvelini"	2
"Echinorhynchus_lateralis"	2
"Ichthyocotylurus_erraticus"	2
"Discocotyle_sagittata"	2
"Cyathocephalus_truncatus"	2
"Triaenophorus_crassus"	2
"Cystidicoloides_ephemeridarum"	2
"Ergasilus_nerkae"	2
"Clinostomum_complanatum"	2
"Proteocephalus_parallacticus"	2
"Hysterothylacium_brachyurum"	2
"Cystidicola_stigmatura"	2
"Myxobolus_sp."	2
"Thelohanellus_notatus"	2
"Allocreadium_lobatum"	2
"Crassiphiala_bulboglossa"	2
"Posthodiplostomum_minimum"	2
"Ichthyocotylurus_pileatus"	2
"Proteocephalus_exiguus"	2
"Proteocephalus_laruei"	2
"Diphyllobothrium_laruei"	2
"Ligula_intestinalis"	2
"Proteocephalus_sp."	2
"Rhabdochona_canadensis"	2
"Neoechinorhynchus_crassus"	2
"Neoechinorhynchus_rutili"	2
"Leptorhynchoides_thecatus"	2
"Echinorhynchus_sp."	2
"Neoechinorhynchus_tumidus"	2
"Ergasilus_caeruleus"	2
"Salmincola_extumescens"	2
"Henneguya_sp."	2
"Myxobolus_bibullatum"	2
"Crepidostomum_cornutum"	2
"Azygia_angusticauda"	2
"Lissorchis_attenuatus"	2
"Sanguinicola_sp."	2
"Lyrodiscus_rupestris"	2
"Acolpenteron_catostomi"	2
"Octomacrum_lanceatum"	2
"Gyrodacylus_sp."	2
"Pseudomurraytrema_copulatum"	2
"Glaridacris_catostomi"	2
"Eubothrium_crassum"	2
"Bothriocephalus_sp."	2
"Diphyllobothrium_ditremum"	2
"Diphyllobothrium_latum"	2
"Proteocephalus_ambloplitis"	2
"Triaenophorus_nodulosus"	2
"Triaenophorus_sp."	2
"Spinitectus_carolini"	2
"Rhabdochona_decaturensis"	2
"Raphidascaris_acus"	2
"Neoechinorhynchus_cylindratus"	2
"Neoechinorhynchus_tenellus"	2
"Octospinifer_macilentus"	2
"Actinobdella_inequiannulata"	2
"Myzobdella_lugubris"	2
"Ergasilus_centrarchidarum"	2
"Ergasilus_luciopercarum"	2
"Ergasilus_sp."	2
"Chloromyxum_sp."	2
"Henneguya_zschokkei"	2
"Myxobolus_algonquinensis"	2
"Myxobolus_burti"	2
"Myxobolus_grandis"	2
"Zschokkella_sp."	2
"Bunodera_sacculata"	2
"Crepidostomum_cooperi"	2
"Crepidostomum_isostomum"	2
"Crepidostomum_lintoni"	2
"Plagiocirrus_sp."	2
"Proterometra_macrostoma"	2
"Bucephalus_elegans"	2
"Acanthostomum_sp."	2
"Skrjabinopsolus_manteri"	2
"Phyllodistomum_coregoni"	2
"Phyllodistomum_lysteri"	2
"Phyllodistomum_staffordi"	2
"Phyllodistomum_superbum"	2
"Phyllodistomum_sp."	2
"Sanguinicola_occidentalis"	2
"Bucephalus_sp."	2
"Centrovarium_lobotes"	2
"Neascus_brevicaudatus"	2
"Neascus_sp."	2
"Tylodelphys_scheuring"	2
"Uvulifer_ambloplitis"	2
"Apophallus_brevis"	2
"Ligictaluridus_pricei"	2
"Tetracleidus_banghami"	2
"Tetracleidus_stentor"	2
"Urocleidus_aculeatus"	2
"Urocleidus_adspectus"	2
"Urocleidus_alatus"	2
"Urocleidus_baldwini"	2
"Urocleidus_ferox"	2
"Dactylogyrus_amphibothrium"	2
"Dactylogyrus_banghami"	2
"Dactylogyrus_bifurcatus"	2
"Dactylogyrus_cornutus"	2
"Dactylogyrus_hemiamphibothrium"	2
"Dactylogyrus_sp."	2
"Pellucidhaptor_catostomi"	2
"Diclybothrium_armatum"	2
"Octomacrum_microconfibula"	2
"Gyrodactylus_bairdi"	2
"Gyrodactylus_dechtiari"	2
"Anonchohaptor_anomalus"	2
"Anonchohaptor_sp."	2
"Tetraonchus_monenteron"	2
"Tetraonchus_variabilis"	2
"Glaridacris_laruei"	2
"Isoglaridacris_bulbocirrus"	2
"Monobothrium_hunteri"	2
"Eubothrium_rugosum"	2
"Bothriocephalus_cuspidatus"	2
