"Sp"	"MDim"
"Perca_flavescens"	1
"Catostomus_commersonii"	1
"Coregonus_hoyi"	1
"Oncorhynchus_tshawytscha"	1
"Alosa_pseudoharengus"	1
"Notropis_hudsonius"	1
"Oncorhynchus_mykiss"	1
"Salvelinus_namaycush"	1
"Ambloplites_rupestris"	1
"Lota_lota"	1
"Oncorhynchus_kisutch"	1
"Osmerus_mordax"	1
"Petromyzon_marinus"	1
"Ameiurus_melas"	1
"Ameiurus_nebulosus"	1
"Coregonus_clupeaformis"	1
"Lepomis_gibbosus"	1
"Coregonus_artedi"	1
"Cottus_cognatus"	1
"Micropterus_dolomieu"	1
"Salmo_trutta"	1
"Apollonia_melanostoma"	1
"Catostomus_catostomus"	1
"Myoxocephalus_thompsonii"	1
"Coregonus_johannae"	1
"Esox_americanus"	1
"Esox_lucius"	1
"Etheostoma_exile"	1
"Etheostoma_nigrum"	1
"Percina_caprodes"	1
"Aplodinotus_grunniens"	1
"Coregonus_nigripinnis"	1
"Coregonus_prognathus"	1
"Cyprinus_carpio"	1
"Pimephales_notatus"	1
"Pungitius_pungitius"	1
"Echinorhynchus_salmonis"	2
"Acanthocephalus_dirus"	2
"Eubothrium_salvelin"	2
"Cyathocephalus_truncatus"	2
"Eubothrium_salvelini"	2
"Proteocephalus_exiguus"	2
"Proteocephalus_sp."	2
"Diphyllobothrium_sp."	2
"Cystidicola_farionis"	2
"Ergasilus_luciopercarum"	2
"Triaenophorus_nodulosus"	2
"Spinitectus_gracilis"	2
"Philometra_cylindracea"	2
"Echinorhynchus_leidyi"	2
"Ergasilus_caeruleus"	2
"Diplostomum_sp.1"	2
"Diplostomum_sp.3"	2
"Dichelyne_cotylophora"	2
"Pomphorhynchus_bulbocolli"	2
"Leptorhynchoides_thecatus"	2
"Piscicola_milneri"	2
"Unidentified_leeches"	2
"Achtheres_pimelodi"	2
"Myxobolus_neurophilus"	2
"Myxobolus_scleroperca"	2
"Acetodextra_amiuri"	2
"Cryptogonimus_chili"	2
"Phyllodistomum_staffordi"	2
"Homalometron_armatum"	2
"Glaridacris_catostomi"	2
"Eubothrium_crassum"	2
"Eubothrium_sp."	2
"Proteocephalus_ambloplitis"	2
"Raphidascaris_acus"	2
"Eustrongylides_sp."	2
"Haplonema_hamulatum"	2
"Neoechinorhynchus_cylindratus"	2
"Desserobdella_picta"	2
"Piscicolaria_sp."	2
"Ergasilus_nerkae"	2
"Salmincola_extumescens"	2
"Chloromyxum_sp."	2
"Myxidium_lieberkuehni"	2
"Henneguya_doori"	2
"Henneguya_exilis"	2
"Henneguya_limatula"	2
"Myxobolus_bartai"	2
"Myxobolus_burti"	2
"Myxobolus_cognati"	2
"Myxobolus_xiaoi"	2
"Thelohanellus_notatus"	2
"Zschokkella_sp."	2
"Sphaerospora_sp."	2
"Bunodera_sacculata"	2
"Crepidostomum_cooperi"	2
"Crepidostomum_farionis"	2
"Stephanophiala_farionis"	2
"Crepidostomum_sp."	2
"Azygia_sp."	2
"Caecinicola_parvulus"	2
"Centrovarium_lobotes"	2
"Phyllodistomum_superbum"	2
"Lissorchis_attenuatus"	2
"Clinostomum_complanatum"	2
"Diplostomum_spathaceum"	2
"Diplostomum_sp.2"	2
"Apophallus_sp."	2
"Ichthyocotylurus_sp."	2
"Urocleidus_adspectus"	2
"Octocotylidae"	2
"Bothriocephalus_cuspidatus"	2
"Corallobothrium_sp."	2
"Proteocephalus_pearsei"	2
"Diphyllobothrium_oblongatum"	2
"Schistocephalus_sp."	2
"Triaenophorus_crassus"	2
"Camallanus_oxycephalus"	2
"Capillaria_catostomi"	2
"Capillaria_salvelini"	2
"Cystidicola_stigmatura"	2
"Cystidicola_sp."	2
"Rhabdochona_ovifilamenta"	2
"“Ascaris”_angulata"	2
"Contracaecum_sp."	2
"Capillaria_sp."	2
"Spinitectus_sp."	2
"Eustrongylides_tubifex"	2
"Agamonema_sp."	2
"Neoechinorhynchus_crassus"	2
"Neoechinorhynchus_sp."	2
"Octospinifer_macilentus"	2
"Placobdella_parasitica"	2
"Piscicola_punctata"	2
"Ergasilus_centrarchidarum"	2
"Achtheres_sp."	2
"Salmincola_extensus"	2
"Salmincola_sp."	2
