"Sp"	"MDim"
"Alseis_blackiana"	1
"Chrysophyllum_panamense"	1
"Clytostoma_binatum"	1
"Connarus_panamensis"	1
"Cordia_bicolor"	1
"Cupania_rufescens"	1
"Cupania_sylvatica"	1
"Desmopsis_panamensis"	1
"Doliocarpus_major"	1
"Garcinia_intermedia"	1
"Gustavia_superba"	1
"Heisteria_concinna"	1
"Hybanthus_prunifolius"	1
"Inga_marginata"	1
"Lacistema_aggregatum"	1
"Licania_platypus"	1
"Mouriri_myrtilloides"	1
"Myrcia_fosteri"	1
"Nectandra_cissiflora"	1
"Ouratea_lucens"	1
"Paullinia_bracteosa"	1
"Paullinia_fibrigera"	1
"Psychotria_horizontalis"	1
"Psychotria_limonensis"	1
"Psychotria_marginata"	1
"Pterocarpus_rohrii"	1
"Swartzia_simplex"	1
"Tetragastris_panamensis"	1
"Trichilia_tuberculata"	1
"Gymnelia_jansonis"	2
"arct_unknown"	2
"Trichaea_pilicornis"	2
"Scotura_nervosa"	2
"gele_unknown"	2
"Anisodes_urcearia"	2
"Edula_antithesis"	2
"geom_species_1"	2
"Entheus_sp."	2
"hesp_unknown"	2
"Udranomia_sp."	2
"lyca_unknown"	2
"lyma_unknown"	2
"Tarchon_felderi"	2
"Nagara_vitrea"	2
"noct_unknown"	2
"Bardaxima_perses"	2
"Elasmia_mandela"	2
"noto_unknown"	2
"Zunacetha_annulata"	2
"nymp_unknown"	2
"Pyrrhogyra_otolatis"	2
"oeco_unknown"	2
"psyc_unknown"	2
"Desmia_sp."	2
"Spilorula_perspicata"	2
"satu_unknown"	2
"Xylophanes_amadis"	2
"Xylophanes_sp."	2
"tort_unknown"	2
"ypon_unknown"	2
"unkn_unknown"	2
