"Sp"	"MDim"
"Acrocomia_aculeata"	1
"Agonandra_brasiliensis"	1
"Alibertia_sessilis"	1
"Anonna_dioica"	1
"Attalea_phalerata"	1
"Bactris_glaucescens"	1
"Byrsonima_orbignyana"	1
"Byrsonima_verbascifolia"	1
"Caryocar_brasiliense"	1
"Cecropia_pachystachia"	1
"Copernicia_alba"	1
"Couepia_uiti"	1
"Curatella_americana"	1
"Diospyros_hispida"	1
"Dipteryx_alata"	1
"Doliocarpus_dentatus"	1
"Dulacia_egleri"	1
"Enterolobium_contortisiliquum"	1
"Eugenia_dysenterica"	1
"Ficus_gomelleira"	1
"Ficus_pertusa"	1
"Garcinia_brasiliensis"	1
"Genipa_americana"	1
"Guazuma_ulmifolia"	1
"Hancornia_speciosa"	1
"Hymenaea_stigonocarpa"	1
"Inga_laurina"	1
"Licania_parvifolia"	1
"Melicoccus_lepidopetalus"	1
"Mouriri_elliptica"	1
"Ocotea_diospyrifolia"	1
"Pouteria_gardneri"	1
"Pouteria_ramiflora"	1
"Protium_heptaphyllum"	1
"Psidium_nutans"	1
"Psittacanthus_calyculatus"	1
"Psittacanthus_cordatus"	1
"Rhamnidium_elaeocarpum"	1
"Salacia_elliptica"	1
"Sterculia_apetala"	1
"Swartzia_jorori"	1
"Syagrus_flexuosa"	1
"Tocoyena_formosa"	1
"Vitex_cymosa"	1
"Zanthoxyllum_rigidum"	1
"Aburria_pipile"	2
"Agouti_paca"	2
"Alouatta_caraya"	2
"Aratinga_aurea"	2
"Aratinga_leucophthalmus"	2
"Brotogeris_versicolurus"	2
"Casiornis_rufa"	2
"Cerdocyon_thous"	2
"Columba_sp."	2
"Crax_fasciolata"	2
"Crypturellus_sp."	2
"Cyanocorax_chrysops"	2
"Cyanocorax_cyanomelas"	2
"Dasyprocta_sp."	2
"Euphractus_sexcintus"	2
"Geochelone_carbonaria"	2
"Gnorimopsar_chopi"	2
"Guira_guira"	2
"Icterus_croconotus"	2
"Mazama_sp."	2
"Myiarchus_ferox"	2
"Myiodynastes_maculatus"	2
"Nasua_nasua"	2
"Ortalis_canicollis"	2
"Paroaria_coronata"	2
"Pecari_tajacu"	2
"Piaractus_mesopotamicus"	2
"Pitangus_sulphuratus"	2
"Procyon_cancrivorus"	2
"Psarocolius_decumanus"	2
"Pteroglossus_castanotis"	2
"Ramphastos_toco"	2
"Ramphocelus_carbo"	2
"Rhea_americana"	2
"Saltator_coerulescens"	2
"Sus_scrofa"	2
"Tachyphonus_rufus"	2
"Tapirus_terrestris"	2
"Tayassu_pecari"	2
"Thraupis_palmerum"	2
"Thraupis_sayaca"	2
"Tityra_cayana"	2
"Trogon_curucui"	2
"Turdus_rufiventris"	2
"Turdus_sp."	2
"Tyrannus_melancholicus"	2
