"Sp"	"MDim"
"Guatteria_schomburgkiana"	1
"Oxandra_asbeckii"	1
"Xylopia_pulcherrima"	1
"Xylopia_sericea"	1
"Virola_michelli"	1
"Virola_sebifera"	1
"Virola_surinamensis"	1
"Virola_sp."	1
"Aniba_parviflora"	1
"Licaria_canella"	1
"Licaria_martiniana"	1
"Licaria_rigida"	1
"Ocotea_argyrophylla"	1
"Ocotea_guianensis"	1
"Ocotea_rubra"	1
"Ocotea_sp."	1
"Rhodostemonodaphne_grandis"	1
"Artocarpus_altilis"	1
"Bagassa_guianensis"	1
"Brosimum_acutifolium"	1
"Brosimum_guianense"	1
"Brosimum_parinarioides"	1
"Brosimum_rubescens"	1
"Brosimum_utile"	1
"Clarisia_ilicifolia"	1
"Ficus_cf._gomelleira"	1
"Ficus_guianensis"	1
"Ficus_leiophylla"	1
"Ficus_sp."	1
"Perebea_mollis"	1
"Perebea_mollis_rubra"	1
"Trymatococcus_oligandrus"	1
"Cecropia_palmata"	1
"Cecropia_sp."	1
"Coussapoa_latifolia"	1
"Coussapoa_sp."	1
"Coussapoa_sp._nov."	1
"Pourouma_melinonii"	1
"Pourouma_mollis"	1
"Pourouma_bicolor"	1
"Caryocar_glabrum"	1
"Quiina_oiapocensis"	1
"Quiina_sp."	1
"Caraipa_ampla"	1
"Clusia_densifolia"	1
"Clusia_grandifolia"	1
"Clusia_scrobiculata"	1
"Clusia_sp."	1
"Moronobea_coccinea"	1
"Symphonia_globulifera"	1
"Symphonia_sp."	1
"Tovomita_choisyana"	1
"Sloanea_garckeana"	1
"Sloanea_sp."	1
"Lueheopsis_rugosa"	1
"Sterculia_frondosa"	1
"Sterculia_pruriens"	1
"Theobroma_cacao"	1
"Catostemma_fragrans"	1
"Ceiba_pentandra"	1
"Pachira_aquatica"	1
"Pachira_insignis"	1
"Abelmoschus_esculentus"	1
"Corythophora_rimosa"	1
"Couratari_guianensis"	1
"Couratari_calycina"	1
"Eschweilera_alata"	1
"Eschweilera_apiculata"	1
"Eschweilera_collina"	1
"Eschweilera_congestiflora"	1
"Eschweilera_coriacea"	1
"Eschweilera_micrantha"	1
"Eschweilera_parviflora"	1
"Eschweilera_sagotiana"	1
"Eschweilera_wachenheimii"	1
"Eschweilera_sp."	1
"Lecythis_confertiflora"	1
"Lecythis_corrugata"	1
"Lecythis_holcogyne"	1
"Lecythis_idatimon"	1
"Lecythis_persistens_aurantiaca"	1
"Lecythis_persistens_persistens"	1
"Lecythis_poiteaui"	1
"Casearia_acuminata"	1
"Homalium_guianense"	1
"Laetia_procera"	1
"Chrysophyllum_lucentifolium"	1
"Chrysophyllum_pomiferum"	1
"Chrysophyllum_sp._aff._pomiferum"	1
"Chrysophyllum_prieurii"	1
"Chrysophyllum_sanguinolentum"	1
"Ecclinusa_guianensis"	1
"Ecclinusa_sp._aff._guianensis"	1
"Ecclinusa_ramiflora"	1
"Manilkara_bidentata"	1
"Manilkara_huberi"	1
"Micropholis_cayennensis"	1
"Micropholis_guyanensis"	1
"Micropholis_guyanensis_duckeana"	1
"Micropholis_obscura"	1
"Micropholis_sp."	1
"Pouteria_ambelaniifolia"	1
"Pouteria_bangii"	1
"Pouteria_sp._aff._caimito"	1
"Pouteria_cayennensis"	1
"Pouteria_deliciosa"	1
"Pouteria_gonggrijpii"	1
"Pouteria_guianensis"	1
"Pouteria_hispida"	1
"Pouteria_macrophylla"	1
"Pouteria_oblanceolata"	1
"Pouteria_singularis"	1
"Pouteria_sp."	1
"Pradosia_cochlearia"	1
"Pradosia_ptychandra"	1
"Connarus_perrottetii"	1
"Connarus_sp."	1
"Couepia_guianensis_guianensis"	1
"Hirtella_glandulosa"	1
"Licania_cyathodes"	1
"Licania_licaniiflora"	1
"Licania_sp."	1
"Bocoa_prouacensis"	1
"Swartzia_benthamiana"	1
"Swartzia_guianensis"	1
"Swartzia_oblanceolata"	1
"Swartzia_panacoco"	1
"Swartzia_polyphylla"	1
"Swartzia_remiger"	1
"Abarema_barbouriana"	1
"Abarema_curvicarpa"	1
"Abarema_jupunba"	1
"Balizia_pedicellaris"	1
"Enterolobium_schomburgkii"	1
"Hydrochorea_corymbosa"	1
"Inga_alba"	1
"Inga_bourgoni"	1
"Inga_capitata"	1
"Inga_huberi"	1
"Inga_lomatophylla"	1
"Inga_melinonis"	1
"Inga_pilosula"	1
"Inga_sp."	1
"Parkia_nitida"	1
"Parkia_velutina"	1
"Pseudopiptadenia_suaveolens"	1
"Zygia_cataractea"	1
"Zygia_racemosa"	1
"Zygia_sabatieri"	1
"Zygia_tetragona"	1
"Bauhinia_guianensis"	1
"Bauhinia_outimouta"	1
"Bauhinia_sp."	1
"Chamaecrista_apoucouita"	1
"Copaifera_epunctata"	1
"Crudia_aromatica"	1
"Crudia_bracteata"	1
"Crudia_tomentosa"	1
"Dicorynia_guianensis"	1
"Eperua_falcata"	1
"Eperua_grandiflora"	1
"Eperua_rubiginosa"	1
"Heterostemon_sp."	1
"Hymenaea_courbaril"	1
"Macrolobium_bifolium"	1
"Peltogyne_lecointei"	1
"Peltogyne_venosa"	1
"Peltogyne_sp."	1
"Sclerobium_melinonii"	1
"Sclerobium_paraense"	1
"Sclerobium_cf._paraense"	1
"Tamarindus_indica"	1
"Vouacapoua_americana"	1
"Acosmium_nitens"	1
"Andira_coriacea"	1
"Diplotropis_purpurea"	1
"Dipteryx_punctata"	1
"Dussia_discolor"	1
"Hymenolobium_excelsum"	1
"Hymenolobium_flavum"	1
"Hymenolobium_petraeum"	1
"Lonchocarpus_sp."	1
"Machaerium_sp."	1
"Monopteryx_inpae"	1
"Ormosia_nobilis"	1
"Ormosia_paraensis"	1
"Paramachaerium_ormosioides"	1
"Poecilanthe_hostmanni"	1
"Pterocarpus_officinalis"	1
"Taralea_oppositifolia"	1
"Vatairea_cf._paraensis"	1
"Psidium_guajava"	1
"Miconia_tschudyoides"	1
"Chaunochiton_kappleri"	1
"Minquartia_guianensis"	1
"Goupia_glabra"	1
"Alchornea_triplinervia"	1
"Alchornea_floribunda"	1
"Chaetocarpus_schomburgkianus"	1
"Conceveiba_guianensis"	1
"Croton_matourensis"	1
"Drypetes_variabilis"	1
"Drypetes_sp."	1
"Glycydendron_amazonicum"	1
"Hevea_brasiliensis"	1
"Hevea_guianensis"	1
"Hura_crepitans"	1
"Pausandra_martinii"	1
"Pera_glabrata"	1
"Sapium_glandulosum"	1
"Sapium_paucinervium"	1
"Humiria_balsamifera"	1
"Vantanea_parviflora"	1
"Qualea_rosea"	1
"Vochysia_neyratii"	1
"Vochysia_tomentosa"	1
"Protium_apiculatum"	1
"Protium_sp._aff._aracouchini"	1
"Protium_opacum"	1
"Protium_subserratum"	1
"Protium_sp."	1
"Tetragastris_panamensis"	1
"Trattinnickia_demerarae"	1
"Trattinnickia_rhoifolia"	1
"Anacardium_occidentale"	1
"Anacardium_spruceanum"	1
"Anacardium_sp."	1
"Mangifera_indica"	1
"Spondias_mombin"	1
"Tapirira_bethanniana"	1
"Tapirira_guianensis"	1
"Tapirira_obtusa"	1
"Tapirira_sp."	1
"Thyrsodium_guianense"	1
"Thyrsodium_puberulum"	1
"Simaba_sp."	1
"Simarouba_amara"	1
"Carapa_procera"	1
"Schefflera_decaphylla"	1
"Schefflera_morototoni"	1
"Strychnos_jobertiana"	1
"Allamanda_cathartica"	1
"Aspidosperma_album"	1
"Aspidosperma_cruentum"	1
"Aspidosperma_macgravianum"	1
"Aspidosperma_sandwithianum"	1
"Couma_guianensis"	1
"Himatanthus_articulatus"	1
"Himatanthus_bracteatus"	1
"Lacmellea_aculeata"	1
"Lacmellea_floribunda"	1
"Odontadenia_perrottetii"	1
"Parahancornia_fasciculata"	1
"Maripa_sp."	1
"Avicennia_germinans"	1
"Faramea_corymbosa"	1
"Mecometopus_triangularis"	2
"Hexoplon_carissimum"	2
"Odontocera_trisignata"	2
"Ommata_sp._1400"	2
"Macronemus_antennator"	2
"Eupromerella_clavator"	2
"Oedopeza_sp._1327"	2
"Opades_costipennis"	2
"Colobothea_hirtipes"	2
"Brasilianus_plicatus"	2
"Macropophora_trochlearis"	2
"Jamesia_globifera"	2
"Symperasmus_thoracicus"	2
"Leptostylus_plautus"	2
"Nyssodrysternum_signiferum"	2
"Toronaeus_perforator"	2
"Phygopoda_sp._1236"	2
"Anoplomerus_globulicollis"	2
"Ochrus_sp._1346"	2
"Heterachthes_typsiphonis"	2
"Cosmisoma_speculiferum"	2
"Lepturgantes_seriatus"	2
"Ochrus_grammoderus"	2
"Lepturges_(Chaeturges)_sp._708"	2
"Parandra_punctatissima"	2
"Ozodes_infuscatus"	2
"Cosmisoma_lineellum"	2
"Estola_cayennensis"	2
"Colobothea_elongata"	2
"Paroecus_charpentierae"	2
"Colobothea_obconica"	2
"Taeniotes_cayennensis"	2
"Taeniotes_pulverulentus"	2
"Acrocinus_longimanus"	2
"Hylettus_coenobita"	2
"Atrypanius_remissus"	2
"Nyssodrysternum_creatum"	2
"Oreodera_bituberculata"	2
"Oreodera_glauca"	2
"Atrypanius_conspersus"	2
"Alphus_malleri"	2
"Alphus_sp._1366"	2
"Toronaeus_magnificus"	2
"Nyssodectes_sp._275"	2
"Nyssodrysina_pulchella"	2
"Nyssodrysternum_caudatum"	2
"Nyssodrysternum_flavolineatum"	2
"Nyssodrysternum_propinquun"	2
"Nyssodrysternum_rodens"	2
"Nyssodrysternum_simulatum"	2
"Cylicasta_liturata"	2
"Alphus_aurivillii"	2
"Myoxinus_pictus"	2
"Orthomegas_cinnamomeus"	2
