"Sp"	"MDim"
"Agropyron_smithii"	1
"Amaranthus_retroflexus"	1
"Ambrosia_psilostachya"	1
"Andropogon_hallii"	1
"Argemone_intermedia"	1
"Aristida_longiseta"	1
"Artemisia_filifolia"	1
"Astragalus_spp."	1
"Asclepias_pumila"	1
"Bouteloua_gracilis"	1
"Bromus_tectorum"	1
"Buchloe_dactyloides"	1
"Calamovilfa_longifolia"	1
"Carex_heliophila"	1
"Chenopodium_album"	1
"Cirsium_undulatum"	1
"Croton_texensis"	1
"Eriogonum_annum"	1
"Euphorbia_spp."	1
"Evolvulus_nuttallianus"	1
"Festuca_octoflora"	1
"Ipamoea_leptophylla"	1
"Juncus_balticus"	1
"Lepidium_densiflorum"	1
"Lesquerella_ludoviciana"	1
"Lithospermum_incisum"	1
"Lupinus_pussilus"	1
"Medicago_sativa"	1
"Melilotus_alba"	1
"Other_grasses"	1
"Other_forbs"	1
"Paspalum_stramineum"	1
"Penstemon_aIbidus"	1
"Psoralea_lanceolata"	1
"Psoralea_tenuiflora"	1
"Solanum_rostratum"	1
"Sphaeralcea_coccinea"	1
"Sporobolus_cryptandrus"	1
"Stipa_comata"	1
"Tradescantia_occidentalis"	1
"Ageneotettix_deorum"	2
"Amphitornus_coloradus"	2
"Cordillacris_occipitalis"	2
"Eritettix_simplex"	2
"Mermiria_maculipennis"	2
"Melanoplus_angustipennis"	2
"Melanoplus_confusus"	2
"Melanoplus_foedus"	2
"Arphia_conspersa"	2
"Arphia_pseudonictana"	2
"Pardalophora_apiculata"	2
"Spharagemon_collare"	2
"Trachyrhachys_kiowa"	2
"Xanthippus_corallipes"	2
