"Sp"	"MDim"
"Catostomus_catostomus"	1
"Coregonus_clupeaformis"	1
"Cottus_cognatus"	1
"Esox_lucius"	1
"Prosopium_cylindraceum"	1
"Salvelinus_namaycush"	1
"Thymallus_arcticus"	1
"Anonchohaptor_anomalus"	2
"Dactylogyrus_buddi"	2
"Discocotyle_sagittata"	2
"Tetraonchus_borealis"	2
"Tetraonchus_monenteron"	2
"Tetraonchus_variabilis"	2
"Allocreadium_isosporum"	2
"Crepidostomum_farionis"	2
"Diplostomum_spathaceum_(L)"	2
"Heterophyid_meta_(L)"	2
"Neascus_sp._(L)"	2
"Tetracotyle_sp._(L)"	2
"Cyathocephalus_truncatus"	2
"Diphyllobothrium_sp._(L)"	2
"Eubothrium_salvelini"	2
"Glaridacris_catostomi"	2
"Proteocephalus_tumidocollus"	2
"Schistocephalus_solidus_(L)"	2
"Triaenophorus_crassus"	2
"Triaenophorus_crassus_(L)"	2
"Capillaria_salvelini"	2
"Cystidicola_farionis"	2
"Raphidascaris_acus"	2
"Raphidascaris_acus_(L)"	2
"Neoechinorhynchus_tumidus"	2
"Piscicola_milneri"	2
"Salmincola_extensus"	2
"Salmincola_edwardsii"	2
"Salmincola_thymalli"	2
