"Cordia_martinicensis"	"Cordia_sp1_M_PL_041"	"Cornutia_pyramidata"	"Unidentified_sp21_M_PL_041"	"Croton_flavens"	"Vernonia_sp1_M_PL_041"	"Chamaecrista_glandulosa"	"Wedelia_calycina"	"Mimosa_casta"	"Lantana_camara"	"Gonzalagunia_hirsuta"	"Guettarda_scabra"	"Ipomoea_tiliacea"	"Calliandra_tergemina"	"Daphnopsis_americana"	"Lantana_involucrata"	"Tetrazygia_angustifolia"	"Wedelia_trilobata"	"Sida_rhombifolia"	"Byrsonima_spicata"	"Miconia_striata"	"Spermacoce_assurgens"	"Ludwigia_octovalvis"	"Odontonema_nitidum"	"Palicourea_crocea"	"Centrosema_virginianum"	"Coccoloba_sp1_M_PL_041"	"Desmodium_adscendens"	"Oxalis_barrelieri"	"Oxalis_frutescens"	"Stigmaphyllon_diversifolium"	"Orthorhyncus_cristatus"	"Apis_mellifera"	"Unidentified_sp1_M_PL_041"	"Unidentified_sp2_M_PL_041"	"Unidentified_sp8_M_PL_041"	"Xylocopa_sp1_M_PL_041"	"Unidentified_sp4_M_PL_041"	"Unidentified_sp3_M_PL_041"	"Wasmannia_auropunctata"	"Appias_drusilla"	"Unidentified_sp6_M_PL_041"	"Ascia_monuste"	"Unidentified_sp7_M_PL_041"	"Unidentified_sp5_M_PL_041"	"Coereba_flaveola"	"Electrostrymon_angerona"	"Polygonus_sp1_M_PL_041"	"Janonia_evarete"	"Dryas_iulia"	"Agraulis_vanillae"	"Allosmaitia_piplea"	"Urbanus_sp1_M_PL_041"	"Phoebis_sp1_M_PL_041"	"Unidentified_sp10_M_PL_041"	"Eulampis_holosericeus"	"Eulampis_jugularis"	"Marpesia_petreus"	"Unidentified_sp18_M_PL_041"	"Unidentified_sp13_M_PL_041"	"Unidentified_sp16_M_PL_041"	"Unidentified_sp20_M_PL_041"	"Cyanophaia_bicolor"	"Loxigilla_noctis"	"Unidentified_sp17_M_PL_041"	"Unidentified_sp19_M_PL_041"	"Unidentified_sp9_M_PL_041"	"Anartia_jatrophae"	"Anolis_oculatus"	"Hemiargus_hanno"	"Pyrgus_oileus"	"Unidentified_sp11_M_PL_041"	"Unidentified_sp12_M_PL_041"	"Unidentified_sp15_M_PL_041"
"Cordia_martinicensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.075	0.0318181818181818	0.0295454545454545	0.0636363636363636	0	0.0613636363636364	0.0454545454545455	0	0	0.0272727272727273	0	0.025	0.0204545454545455	0.0204545454545455	0.00227272727272727	0.0181818181818182	0.0227272727272727	0.0136363636363636	0.00227272727272727	0.00227272727272727	0.00909090909090909	0.00227272727272727	0.00681818181818182	0.00227272727272727	0	0	0.00909090909090909	0	0	0	0.00681818181818182	0	0	0	0	0.00227272727272727	0	0	0	0	0	0	0
"Cordia_sp1_M_PL_041"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21875	0.0390625	0.109375	0	0	0	0	0	0	0.015625	0	0	0	0.0078125	0.0078125	0	0.0078125	0	0.015625	0.0078125	0	0	0.0078125	0	0.03125	0	0	0.03125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Cornutia_pyramidata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.301724137931034	0	0.0603448275862069	0	0	0.120689655172414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0172413793103448	0	0	0	0	0	0	0	0	0	0
"Unidentified_sp21_M_PL_041"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0283018867924528	0	0.0471698113207547	0	0	0.160377358490566	0.132075471698113	0	0	0	0	0.00943396226415094	0.0188679245283019	0	0.0283018867924528	0	0	0	0	0.0283018867924528	0	0	0	0	0	0	0	0	0.0283018867924528	0	0	0	0.0188679245283019	0	0	0	0	0	0	0	0	0
"Croton_flavens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0104166666666667	0.479166666666667	0	0	0	0	0	0	0	0	0	0	0	0.0104166666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Vernonia_sp1_M_PL_041"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0652173913043478	0.0108695652173913	0.0326086956521739	0	0.0108695652173913	0.0326086956521739	0.16304347826087	0	0.0108695652173913	0.0217391304347826	0	0.0543478260869565	0.0108695652173913	0	0	0	0.0108695652173913	0	0	0	0.0326086956521739	0.0108695652173913	0.0326086956521739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Chamaecrista_glandulosa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0119047619047619	0	0.25	0.0357142857142857	0	0.0119047619047619	0.0119047619047619	0	0	0	0.166666666666667	0	0	0	0	0.0119047619047619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Wedelia_calycina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0119047619047619	0.119047619047619	0	0.0833333333333333	0.0238095238095238	0	0	0.0714285714285714	0	0.0476190476190476	0.0357142857142857	0	0.0119047619047619	0.0119047619047619	0	0	0	0	0.0119047619047619	0	0	0.0357142857142857	0	0.0119047619047619	0	0	0	0	0	0	0	0	0	0	0.0238095238095238	0	0	0	0	0	0	0	0
"Mimosa_casta"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.419354838709677	0.0483870967741935	0.0161290322580645	0	0	0.0161290322580645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lantana_camara"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.148148148148148	0	0	0.111111111111111	0	0	0	0	0	0	0	0.0740740740740741	0	0	0	0	0	0	0.0740740740740741	0.0925925925925926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Gonzalagunia_hirsuta"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0869565217391304	0.0217391304347826	0.0217391304347826	0	0	0	0	0	0.326086956521739	0.0217391304347826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0217391304347826	0	0
"Guettarda_scabra"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.272727272727273	0	0	0	0	0	0	0	0	0	0	0	0	0	0.181818181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0454545454545455	0	0	0	0	0	0	0	0	0	0	0
"Ipomoea_tiliacea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.291666666666667	0.0416666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0.0416666666666667	0	0	0	0	0	0	0	0	0	0	0.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Calliandra_tergemina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.05	0	0	0	0.05	0	0	0	0	0	0.05	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Daphnopsis_americana"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Lantana_involucrata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15	0	0	0.15	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0.05
