"Daucus_carota"	"Leontodon_hispidus"	"Torilis_japonica"	"Eupatorium_cannabinum"	"Centaurea_nigra"	"Leontodon_autumnalis"	"Knautia_arvensis"	"Trifolium_pratense"	"Aethusa_cynapium"	"Hypochoeris_radicata"	"Crepis_capillaris"	"Linum_catharticum"	"Chamerion_angustifolium"	"Plantago_major"	"Angelica_sylvestris"	"Leontodon_saxatilis"	"Senecio_jacobea"	"Agrimonia_eupatoria"	"Clematis_vitalba"	"Euphrasia_officinalis"	"Convolvulus_arvensis"	"Medicago_lupulina"	"Lathyrus_pratensis"	"Lotus_corniculatus"	"Rubus_fruticosus"	"Unidentified_sp32_M_PL_017"	"Sphaerophoria_scripta"	"Eriothrix_rufomaculata"	"Unidentified_sp22_M_PL_017"	"Episyrphus_balteatus"	"Unidentified_sp31_M_PL_017"	"Unidentified_sp42_M_PL_017"	"Unidentified_sp39_M_PL_017"	"Symphyta_sp1_M_PL_017"	"Syritta_pipiens"	"Unidentified_sp17_M_PL_017"	"Unidentified_sp18_M_PL_017"	"Unidentified_sp15_M_PL_017"	"Eristalis_tenax"	"Bombus_pascuorum"	"Melanostoma_mellinum"	"Episyrphus_arbustorum"	"Unidentified_sp13_M_PL_017"	"Unidentified_sp33_M_PL_017"	"Scatophaga_stercoraria"	"Unidentified_sp16_M_PL_017"	"Melanostoma_scalare"	"Platycheirus_clypeatus"	"Unidentified_sp19_M_PL_017"	"Unidentified_sp38_M_PL_017"	"Unidentified_sp29_M_PL_017"	"Bombus_muscorum"	"Eristalis_pertinax"	"Unidentified_sp8_M_PL_017"	"Helophilus_pendulus"	"Platycheirus_albimanus"	"Syrphus_vitripennis."	"Pyonia_tithonus"	"Bombus_lapidarius"	"Bombus_terrestris"	"Meliscaeva_auricollis"	"Metasyrphus_corollae"	"Polyommatus_icarus"	"Rhingia_campestris"	"Syrphus_ribesii"	"Unidentified_sp43_M_PL_017"	"Apis_mellifera"	"Chrysotoxum_bicinctum"	"Unidentified_sp10_M_PL_017"	"Unidentified_sp27_M_PL_017"	"Aglais_urticae"	"Pieris_brassicae"	"Unidentified_sp1_M_PL_017"	"Unidentified_sp12_M_PL_017"	"Unidentified_sp2_M_PL_017"	"Unidentified_sp20_M_PL_017"	"Unidentified_sp24_M_PL_017"	"Unidentified_sp25_M_PL_017"	"Unidentified_sp7_M_PL_017"	"Unidentified_sp41_M_PL_017"	"Unidentified_sp6_M_PL_017"	"Maniola_jurtina"	"Psithyrus_sp1_M_PL_017"	"Unidentified_sp14_M_PL_017"	"Unidentified_sp28_M_PL_017"	"Unidentified_sp3_M_PL_017"	"Unidentified_sp36_M_PL_017"	"Unidentified_sp40_M_PL_017"	"Unidentified_sp9_M_PL_017"	"Xanthogramma_pedissequum"	"Helophilus_trivittatus"	"Platycheirus_scutatus"	"Scaeva_pyrastri"	"Thymelicus_sylvestris"	"Unidentified_sp11_M_PL_017"	"Unidentified_sp21_M_PL_017"	"Unidentified_sp23_M_PL_017"	"Unidentified_sp26_M_PL_017"	"Unidentified_sp30_M_PL_017"	"Unidentified_sp34_M_PL_017"	"Unidentified_sp35_M_PL_017"	"Unidentified_sp37_M_PL_017"	"Unidentified_sp4_M_PL_017"	"Unidentified_sp5_M_PL_017"
"Daucus_carota"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0667022411953042	0.0272145144076841	0.0469583778014941	0.051760939167556	0.0277481323372465	0.0570971184631804	0.0032017075773746	0.0336179295624333	0.028281750266809	0.0213447171824973	0.0240128068303095	0.0170757737459979	0.0165421558164354	0.00266808964781217	0	0.0064034151547492	0.0064034151547492	0.00693703308431163	0	0.00533617929562433	0.0048025613660619	0.00213447171824973	0.000533617929562433	0.0032017075773746	0.0048025613660619	0.00533617929562433	0	0	0.0016008537886873	0	0.0016008537886873	0.0032017075773746	0	0.000533617929562433	0	0.00106723585912487	0.00213447171824973	0	0.000533617929562433	0.0032017075773746	0.0016008537886873	0	0.00266808964781217	0.00266808964781217	0	0	0	0	0.0016008537886873	0	0.000533617929562433	0	0.0016008537886873	0	0	0	0.000533617929562433	0	0	0	0	0.00106723585912487	0	0	0.00106723585912487	0	0.000533617929562433	0	0	0	0.000533617929562433	0.000533617929562433	0	0.000533617929562433	0	0	0.000533617929562433	0	0
"Leontodon_hispidus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.159770114942529	0.116091954022989	0.0218390804597701	0.00229885057471264	0.0402298850574713	0.00114942528735632	0.0666666666666667	0.00229885057471264	0.00229885057471264	0.00689655172413793	0.00114942528735632	0	0.00229885057471264	0.0126436781609195	0	0	0.00919540229885057	0	0.0172413793103448	0.00114942528735632	0	0.00229885057471264	0	0	0.00114942528735632	0	0	0.00114942528735632	0	0.00574712643678161	0.00229885057471264	0	0	0	0	0	0	0	0.00114942528735632	0	0.00344827586206897	0	0	0	0.00114942528735632	0.00229885057471264	0	0.00114942528735632	0.00114942528735632	0.00459770114942529	0.00114942528735632	0	0	0.00229885057471264	0	0	0	0	0	0.00229885057471264	0.00114942528735632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00114942528735632	0.00114942528735632
"Torilis_japonica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.00697674418604651	0.0627906976744186	0.0511627906976744	0.0837209302325581	0.0767441860465116	0	0.013953488372093	0.0186046511627907	0.013953488372093	0	0.00930232558139535	0.00232558139534884	0	0	0.00465116279069767	0	0.00697674418604651	0	0	0.00697674418604651	0.00232558139534884	0	0	0	0	0	0.00232558139534884	0.0116279069767442	0.00232558139534884	0	0.00465116279069767	0	0	0	0.00465116279069767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00232558139534884	0	0.00232558139534884	0.00232558139534884	0	0	0.00232558139534884	0	0	0	0.00465116279069767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Eupatorium_cannabinum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0214285714285714	0.0571428571428571	0.110714285714286	0.1	0.0142857142857143	0	0	0.00357142857142857	0	0.00714285714285714	0.025	0.0464285714285714	0	0.0142857142857143	0	0	0.00714285714285714	0.0142857142857143	0	0	0	0	0	0.0178571428571429	0.00357142857142857	0	0	0.0178571428571429	0.00357142857142857	0	0	0	0.0142857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0.00357142857142857	0	0	0	0	0	0	0	0	0.00357142857142857	0	0	0	0	0	0	0	0	0	0	0.00357142857142857	0	0.00357142857142857	0	0.00357142857142857	0	0	0	0	0.00357142857142857	0	0	0	0
"Centaurea_nigra"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025	0.0666666666666667	0.025	0.025	0.075	0	0.025	0	0	0	0.00833333333333333	0	0	0.00833333333333333	0.0583333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00833333333333333	0.00833333333333333	0	0	0.0166666666666667	0.025	0.0333333333333333	0	0	0.0166666666666667	0	0	0	0.0416666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0.00833333333333333	0	0	0.00833333333333333	0.00833333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00833333333333333	0	0	0	0	0	0
"Leontodon_autumnalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.181818181818182	0.145454545454545	0.00909090909090909	0.00909090909090909	0	0	0.0636363636363636	0	0	0.00909090909090909	0	0	0	0.00909090909090909	0	0	0.00909090909090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00909090909090909	0	0	0	0	0	0	0	0.0181818181818182	0	0.00909090909090909	0	0	0	0.00909090909090909	0	0	0.0181818181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Knautia_arvensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0652173913043478	0.0217391304347826	0.0326086956521739	0	0	0	0	0	0.0108695652173913	0.0108695652173913	0.0217391304347826	0	0	0.108695652173913	0.0434782608695652	0	0.0108695652173913	0	0	0.0217391304347826	0	0	0	0.0108695652173913	0	0	0.0108695652173913	0.0217391304347826	0	0	0	0	0.0108695652173913	0	0.0217391304347826	0	0	0	0.0326086956521739	0	0	0	0	0	0	0.0108695652173913	0	0.0108695652173913	0	0	0	0	0	0	0	0	0.0108695652173913	0.0108695652173913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Trifolium_pratense"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0108695652173913	0.0217391304347826	0.0434782608695652	0	0.0108695652173913	0	0.0108695652173913	0	0	0.0108695652173913	0.0217391304347826	0	0	0.0108695652173913	0.152173913043478	0	0	0	0	0	0	0.0108695652173913	0	0	0	0	0.0978260869565217	0.0108695652173913	0	0	0	0	0	0.0108695652173913	0	0	0	0.0326086956521739	0	0	0	0	0	0	0	0	0	0.0108695652173913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0217391304347826	0	0	0	0	0.0108695652173913	0	0	0	0	0	0	0	0	0	0
"Aethusa_cynapium"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0930232558139535	0	0.0930232558139535	0.0930232558139535	0.104651162790698	0.0116279069767442	0	0	0.0116279069767442	0	0.0116279069767442	0.0116279069767442	0	0	0	0.0232558139534884	0	0	0	0	0.0116279069767442	0	0	0	0	0.0116279069767442	0	0	0	0	0	0	0	0	0	0.0232558139534884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Hypochoeris_radicata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.105263157894737	0.184210526315789	0.0131578947368421	0	0.0394736842105263	0	0.0394736842105263	0	0	0	0	0	0	0	0	0.0263157894736842	0	0	0.0131578947368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0394736842105263	0	0	0	0	0	0	0	0	0.0263157894736842	0	0	0	0	0.0131578947368421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
