"Clethrionomys_rutilus"	"Sorex_araneus"	"Neomys_fodiens"	"Microtus_arvalis"	"Microtus_oeconomus"	"Sorex_minutus"	"Microtus_gregalis"	"Microtus_agrestis"	"Sorex_caecutiens"	"Apodemus_uralensis"	"Sicista_betulina"	"Apodemus_agrarius"	"Clethrionomys_glareolus"	"Sorex_tundrensis"	"Micromys_minutus"	"Spermophilus_major"	"Ctenophthalmus_assimilis"	"Corrodopsylla_birulai"	"Palaeopsylla_soricis"	"Amalaraeus_penicilliger"	"Megabothris_walkeri"	"Hystrichopsylla_talpae"	"Neopsylla_pleskei"	"Frontopsylla_elata"	"Megabothris_turbidus"	"Peromyscopsylla_bidentata"	"Amphipsylla_kuznetzovi"	"Rhadinopsylla_integella"	"Ctenophthalmus_breviatus"	"Peromyscopsylla_silvatica"	"Amphipsylla_sibirica"	"Megabothris_rectangulatus"	"Oropsylla_ilovaiskii"
"Clethrionomys_rutilus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.160556687033265	0.0237610319076714	0.0349626612355737	0.188391038696538	0.01663272233537	0.01663272233537	0.0173116089613035	0.0193482688391039	0.00848608282416836	0.0112016293279022	0	0	0	0.00271554650373388	0	0	0
"Sorex_araneus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.101579325197416	0.170495333811917	0.174084709260589	0.0104091888011486	0.0172290021536253	0.00646087580760948	0.00323043790380474	0.00681981335247667	0.00323043790380474	0.00323043790380474	0	0.00323043790380474	0	0	0	0	0
"Neomys_fodiens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166666666666667	0.230483271375465	0.0495662949194548	0	0.00371747211895911	0.0495662949194548	0	0	0	0	0	0	0	0	0	0	0
"Microtus_arvalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2918410041841	0.0156903765690377	0.0240585774058577	0.0638075313807531	0.0439330543933054	0.00418410041841004	0.0198744769874477	0	0.0282426778242678	0.00418410041841004	0.00418410041841004	0	0	0	0	0	0
"Microtus_oeconomus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.197368421052632	0.0150375939849624	0.0263157894736842	0.0676691729323308	0.135338345864662	0.0357142857142857	0.0112781954887218	0.0056390977443609	0	0	0	0	0	0	0.0056390977443609	0	0
"Sorex_minutus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0610328638497653	0.0610328638497653	0.349765258215962	0.00704225352112676	0.0140845070422535	0	0	0.00704225352112676	0	0	0	0	0	0	0	0	0
"Microtus_gregalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.24234693877551	0	0.0153061224489796	0.086734693877551	0.0204081632653061	0.0153061224489796	0.0204081632653061	0	0.0153061224489796	0.0204081632653061	0.0433673469387755	0	0.0204081632653061	0	0	0	0
"Microtus_agrestis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216216216216216	0	0.0135135135135135	0.0472972972972973	0.158783783783784	0	0.0337837837837838	0.0304054054054054	0	0	0	0	0	0	0	0	0
"Sorex_caecutiens"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0884955752212389	0.199115044247788	0.15929203539823	0.0442477876106195	0	0	0	0.00884955752212389	0	0	0	0	0	0	0	0	0
"Apodemus_uralensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.292452830188679	0.0141509433962264	0	0.0188679245283019	0.00943396226415094	0	0.108490566037736	0.0283018867924528	0	0	0	0	0	0	0.0141509433962264	0.0141509433962264	0
"Sicista_betulina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.176470588235294	0	0	0	0.0588235294117647	0	0	0.0588235294117647	0.147058823529412	0.0588235294117647	0	0	0	0	0	0	0
"Apodemus_agrarius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0	0	0	0.0714285714285714	0.0714285714285714	0	0	0.107142857142857	0	0	0	0	0	0	0	0
