"Sideroxylon_puberulum"	"Ochna_mauritiana"	"Myonima_violacea"	"Stillingia_lineata"	"Faujasiopsis_flexuosa"	"Bertiera_zaluzania"	"Aphloia_theiformis"	"Croton_fothergillifolius"	"Molinaea_alternifolia"	"Psiadia_terebinthina"	"Erythroxylum_macrocarpum"	"Homalanthus_populifolius"	"Psidium_cattleianum"	"Chassalia_coriacea"	"Antirhea_borbonica"	"Cordemoya_integrifolia"	"Olea_lancea"	"Apis_mellifera"	"Chaetocnema_sp1_M_PL_076"	"Dysauxes_florida"	"Technomyrmex_albipes"	"Stomorhina_lunata"	"Lygistorrhina_sp1_M_PL_076"	"Pachycerina_crinicornis"	"Polistes_hebraeus"	"Brachymyrmex_sp1_M_PL_076"	"Musca_domestica"	"Panara_naso"	"Nacoleia_sp1_M_PL_076"	"Ischiodon_aegyptius"	"Stomoxys_calcitrans"	"Fannia_pusio"	"Allograpta_nasuta"	"Chrysomya_megacephala"	"Gelechioidea_sp1_M_PL_076"	"Campopleginae_sp1_M_PL_076"	"Melanostoma_bituberculatum"	"Syritta_nigrofemorata"	"Atherigona_orientalis"	"Calopsilia_florella"	"Cratopus_psittacus"	"Cryptocephalinae_sp1_M_PL_076"	"Dioxyna_sororcula"	"Episyrphus_sp1_M_PL_076"	"Eristalinus_flaveolus"	"Gelechioidea_sp2_M_PL_076"	"Lecithoceridae_sp1_M_PL_076"	"Mauritiborium_undulatus"	"Nyctemera_insulare"	"Ornidia_obesa"	"Sarcophaga_arno"	"Siphona_sp1_M_PL_076"
"Sideroxylon_puberulum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.313559322033898	0	0.00847457627118644	0	0.0466101694915254	0.0338983050847458	0	0	0.0211864406779661	0.0254237288135593	0	0.00423728813559322	0	0.0296610169491525	0	0	0.0127118644067797	0	0	0	0	0.00423728813559322	0	0	0	0	0	0	0	0	0	0	0	0	0
"Ochna_mauritiana"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.131578947368421	0.236842105263158	0	0	0.0197368421052632	0	0.00657894736842105	0.0197368421052632	0	0	0.00657894736842105	0	0.0328947368421053	0	0	0.00657894736842105	0	0	0.0131578947368421	0.0131578947368421	0.00657894736842105	0	0	0	0	0	0	0	0	0	0	0	0	0.00657894736842105	0
"Myonima_violacea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09375	0	0.25	0	0.0416666666666667	0	0.0104166666666667	0.0208333333333333	0.0520833333333333	0	0.0208333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0104166666666667	0	0	0	0	0	0	0	0	0	0
"Stillingia_lineata"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0857142857142857	0	0.1	0.0285714285714286	0.0285714285714286	0.185714285714286	0	0	0.0142857142857143	0	0	0.0142857142857143	0	0	0	0	0	0	0	0.0142857142857143	0	0	0.0142857142857143	0	0	0	0	0	0	0.0142857142857143	0	0	0	0
"Faujasiopsis_flexuosa"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0909090909090909	0.166666666666667	0	0.0303030303030303	0.0757575757575758	0.0454545454545455	0	0	0	0	0.0151515151515152	0	0	0.0606060606060606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0151515151515152	0	0
"Bertiera_zaluzania"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.425925925925926	0	0.0185185185185185	0	0	0	0	0.0185185185185185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0185185185185185	0	0	0.0185185185185185
"Aphloia_theiformis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0434782608695652	0	0.0217391304347826	0.260869565217391	0.0869565217391304	0	0.0217391304347826	0	0	0	0.0217391304347826	0	0	0	0.0217391304347826	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0217391304347826	0	0	0	0	0	0
"Croton_fothergillifolius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0454545454545455	0.0227272727272727	0.295454545454545	0	0	0	0	0	0	0	0.0227272727272727	0	0	0.0227272727272727	0	0	0.0909090909090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Molinaea_alternifolia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.0333333333333333	0	0	0.0333333333333333	0.0666666666666667	0	0.133333333333333	0	0	0	0	0	0	0	0	0.0666666666666667	0	0	0	0	0	0	0	0	0	0.0333333333333333	0.0333333333333333	0	0	0	0	0	0	0
"Psiadia_terebinthina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0.1	0.05	0	0	0	0	0.15	0	0	0	0.05	0	0	0	0	0	0	0	0	0	0.05	0	0	0	0.05	0	0	0	0	0
