"Myospalax_myospalax"	"Spermophilus_erythrogenys"	"Cricetulus_migratorius"	"Apodemus_uralensis"	"Microtus_arvalis"	"Marmota_baibacina"	"Alticola_strelzowi"	"Ellobius_talpinus"	"Sicista_tianshanica"	"Arvicola_terrestris"	"Microtus_oeconomus"	"Dryomys_nitedula"	"Allactaga_major"	"Clethrionomys_rufocanus"	"Apodemus_agrarius"	"Allactaga_elater"	"Microtus_gregalis"	"Allocricetulus_eversmanni"	"Alticola_argentatus"	"Cricetus_cricetus"	"Sicista_subtilis"	"Ctenophthalmus_dilatatus"	"Citellophilus_ullus"	"Oropsylla_silantiewi"	"Frontopsylla_elata"	"Amphipsylla_schelkovnikovi"	"Ctenophthalmus_assimilis"	"Pectinoctenus_nemorosa"	"Megabothris_rectangulatus"	"Amphipsylla_dumalis"	"Amphipsylla_primaris"	"Neopsylla_democratica"	"Neopsylla_mana"	"Amphipsylla_anceps"	"Leptopsylla_sicistae"	"Ceratophyllus_sciurorum"	"Ctenophthalmus_arvalis"	"Frontopsylla_ornata"	"Neopsylla_setosa"	"Amalaraeus_penicilliger"	"Hystrichopsylla_talpae"	"Mesopsylla_hebes"	"Leptopsylla_nana"	"Rhadinopsylla_ioffi"	"Amphipsylla_rossica"	"Callopsylla_caspia"	"Frontopsylla_elatoides"	"Mesopsylla_lenis"	"Pectinoctenus_lauta"	"Mesopsylla_eucta"	"Nosopsyllus_consimilis"	"Oropsylla_ilovaiskii"	"Paraneopsylla_ioffi"
"Myospalax_myospalax"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.481521739130435	0	0	0	0	0	0	0	0	0	0.00326086956521739	0.00326086956521739	0	0	0	0	0	0	0	0	0	0	0.0119565217391304	0	0	0	0	0	0	0	0	0
"Spermophilus_erythrogenys"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40034965034965	0	0	0	0	0	0	0	0	0.0594405594405594	0	0	0	0	0.0262237762237762	0	0.0034965034965035	0	0	0	0	0	0	0	0.00524475524475524	0	0	0	0	0.00524475524475524	0
"Cricetulus_migratorius"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0546448087431694	0.158469945355191	0.0136612021857923	0	0	0	0.0163934426229508	0.0327868852459016	0.0437158469945355	0.0983606557377049	0	0	0.0163934426229508	0	0	0	0.00546448087431694	0	0.0300546448087432	0	0	0	0.00819672131147541	0	0.0136612021857923	0	0.00819672131147541	0	0
"Apodemus_uralensis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0955882352941176	0	0.0330882352941176	0.209558823529412	0.00735294117647059	0	0	0	0.0588235294117647	0.0183823529411765	0.00735294117647059	0	0	0.0477941176470588	0	0.00735294117647059	0	0	0	0	0.00735294117647059	0	0	0	0	0	0	0	0.00735294117647059
"Microtus_arvalis"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0.0256410256410256	0	0.0299145299145299	0	0.0427350427350427	0	0	0	0	0	0	0	0	0	0.0512820512820513	0	0	0	0	0	0.0170940170940171	0	0	0	0	0	0	0	0
"Marmota_baibacina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Alticola_strelzowi"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0533333333333333	0	0	0	0.0666666666666667	0	0.286666666666667	0	0.0333333333333333	0	0	0	0	0	0	0.0133333333333333	0	0	0	0	0	0.0466666666666667	0	0	0	0	0	0	0
"Ellobius_talpinus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0181818181818182	0	0	0.481818181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Sicista_tianshanica"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037037037037037	0	0.0185185185185185	0	0	0	0	0	0.333333333333333	0	0	0.0833333333333333	0	0	0.0277777777777778	0	0	0	0	0	0	0	0	0	0	0	0
"Arvicola_terrestris"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.158536585365854	0	0.24390243902439	0	0	0	0	0	0	0	0	0	0	0.0975609756097561	0	0	0	0	0	0	0	0	0	0	0	0	0
