"Amelanchier_lamarckii"	"Cornus_sanguinea"	"Crataegus_monogyna"	"Crataegus_oxyacantha"	"Euonymus_europaea"	"Fragaria_vesca_dom."	"Frangula_alnus"	"Hedera_helix"	"Ligustrum_vulgare"	"Lonicera_xylosteum"	"Malus_domesticus"	"Prunus_avium"	"Prunus_avium_duralis"	"Prunus_domestica"	"Prunus_padus"	"Prunus_serotina"	"Prunus_spinosa"	"Rhamnus_cathartica"	"Ribes_rubrum"	"Rosa_canina"	"Rubus_fruticosus"	"Rubus_ideaus"	"Sambucus_nigra"	"Sambucus_racemosa"	"Sorbus_aria"	"Sorbus_aucuparia"	"Sorbus_torminalis"	"Taxus_baccata"	"Viburnum_lantana"	"Viburnum_opulus"	"Viscum_album"	"Carduelis_chloris"	"Coccothraustes_coccothraustes"	"Columba_palumbus"	"Corvus_corone_corone"	"Erithacus_rubecula"	"Ficedula_hypoleuca"	"Fringilla_coelebs"	"Garrulus_glandarius"	"Parus_caeruleus"	"Parus_major"	"Parus_montanus"	"Parus_palustris"	"Passer_domesticus"	"Passer_montanus"	"Phoenicurus_ochruros"	"Phoenicurus_phoenicurus"	"Phylloscopus_collybita"	"Pica_pica"	"Pyrrhula_pyrrhula"	"Sitta_europaea"	"Sturnus_vulgaris"	"Sylvia_atricapilla"	"Sylvia_borin"	"Sylvia_communis"	"Sylvia_curruca"	"Turdus_iliacus"	"Turdus_merula"	"Turdus_philomelos"	"Turdus_pilaris"	"Turdus_torquatus"	"Turdus_viscivorus"
"Amelanchier_lamarckii"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00915750915750916	0.0274725274725275	0.0778388278388278	0	0	0	0.0915750915750916	0	0.0668498168498168	0	0	0	0.0366300366300366	0.0457875457875458	0	0	0	0	0	0	0	0.0201465201465201	0.0412087912087912	0	0.00915750915750916	0	0.0457875457875458	0	0.0283882783882784	0	0
"Cornus_sanguinea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0196850393700787	0	0	0.0147637795275591	0.0127952755905512	0	0	0.015748031496063	0.0177165354330709	0	0.0177165354330709	0	0	0.00984251968503937	0	0	0	0	0	0	0.0226377952755905	0	0	0	0	0.0295275590551181	0.137795275590551	0.201771653543307	0	0
"Crataegus_monogyna"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042483660130719	0	0	0.0163398692810458	0	0.0163398692810458	0	0.0212418300653595	0.0326797385620915	0	0	0	0	0	0	0	0	0.0163398692810458	0	0	0	0	0	0	0.111111111111111	0.102941176470588	0.0604575163398693	0.0800653594771242	0	0
"Crataegus_oxyacantha"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
"Euonymus_europaea"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Fragaria_vesca_dom."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0
"Frangula_alnus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037037037037037	0	0	0	0.0264550264550265	0	0	0	0	0	0	0	0	0	0.0661375661375661	0	0	0.0714285714285714	0.0978835978835979	0	0	0	0.0687830687830688	0.132275132275132	0	0	0
"Hedera_helix"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129310344827586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0258620689655172	0	0	0	0	0.262931034482759	0.0818965517241379	0	0	0
"Ligustrum_vulgare"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0680272108843537	0	0	0	0.0340136054421769	0	0	0	0	0	0	0	0	0	0.163265306122449	0	0	0	0	0	0	0	0.13265306122449	0	0.102040816326531	0	0
"Lonicera_xylosteum"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.203703703703704	0	0	0	0	0	0	0	0	0	0.111111111111111	0.123456790123457	0	0	0	0.0308641975308642	0.0308641975308642	0	0	0
