"Oecophylla_smaragdina"	"Crematogaster_fusca"	"Anonychomyrma_gilberti"	"Crematogaster_pythia"	"Polyrhachis_foreli"	"Technomyrmex_albipes_"	"Paratrechina_vaga"	"Pheidole_platypus"	"Monomorium_floricola"	"Camponotus_vitreus"	"Leptomyrmex_unicolor"	"Tetramorium_validiusculum"	"Polyrhachis_sp1_M_PA_004"	"Turneria_bidentata"	"Rhoptromyrmex_wroughtonii"	"Polyrhachis_sp2_M_PA_004"	"Polyrhachis_yorkana"	"Tapinoma_melanocephalum"	"Camponotus_sp1_M_PA_004"	"Tetraponera_nitida"	"Crematogaster_sp1_M_PA_004"	"Camponotus_sp2_M_PA_004"	"Paratrechina_minutula"	"Pheidole_impressiceps"	"Pheidole_sp1_M_PA_004"	"Polyrhachis_sp3_M_PA_004"	"Monomorium_intrudens"	"Polyrhachis_sp4_M_PA_004"	"Tapinoma_minutum"	"Tetramorium_insolens"	"Echinopla_australis"	"Monomorium_fieldi"	"Odontomachus_cephalotes"	"Polyrhachis_cupreata"	"Polyrhachis_mucronata"	"Polyrhachis_thusnelda"	"Rhytidoponera_spoliata"	"Camponotus_sp3_M_PA_004"	"Podomyrma_sp1_M_PA_004"	"Polyrhachis_delicata"	"Strumigenys_guttulata"	"Merremia_peltata"	"Flagellaria_indica"	"Macaranga_involucrata_subsp._mallotoides"	"Homalanthus_novoguineensis"	"Entada_phaseoloides"	"Ardisia_pachyrrhachis"	"Ipomoea_indica"	"Rockinghamia_angustifolia"	"Syzygium_erythrocalyx"	"Cryptocarya_murrayi"	"Ichnocarpus_frutescens"	"Normanbya_normanbyi"	"Dysoxylum_pettigrewianum"	"Endospermum_myrmecophilum"	"Licuala_ramsayi"	"Castanospermum_australe"	"Archontophoenix_alexandrae"	"Cardwellia_sublimis"	"Clerodendrum_tracyanum"	"Mallotus_mollissimus"	"Smilax_cf._australis"	"Elaeocarpus_angustifolius"	"Glochidion_philippicum"	"Wrightia_laevis_subsp._millgar"	"Adenia_heterophylla"	"Ficus_septica"	"Jasminum_didymum"	"Macaranga_tanarius"	"Mucuna_gigantea"	"Pachygone_longifolia"	"Passiflora_sp._indet."	"Syzygium_sayeri"	"Trichosanthes_pentaphylla"	"Dysoxylum_papuanum"	"Euodia_sp1_M_PA_004"	"Syzygium_gustavioides"	"Unidentified_sp1_M_PA_004"	"Aleurites_rockinghamensis"	"Crotalaria_sp1_M_PA_004"	"Cryptocarya_hypospodia"	"Dysoxylum_mollissimum_subsp._molle"	"Embelia_caulialata"	"Mallotus_paniculatus"	"Neosepicaea_jucunda"	"Stephania_japonica"	"Syzygium_cormiflorum"	"Toona_ciliata"	"Urena_lobata"
"Oecophylla_smaragdina"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129032258064516	0.0860215053763441	0.0161290322580645	0	0.0645161290322581	0	0	0.00537634408602151	0.00537634408602151	0.00537634408602151	0	0.0268817204301075	0	0	0.021505376344086	0.00537634408602151	0.010752688172043	0.010752688172043	0	0	0.0268817204301075	0.00537634408602151	0	0.010752688172043	0.010752688172043	0	0.00537634408602151	0	0	0.010752688172043	0.00537634408602151	0	0.00537634408602151	0.010752688172043	0	0	0.00537634408602151	0	0	0.00537634408602151	0	0	0	0	0	0.00537634408602151	0.00537634408602151	0
"Crematogaster_fusca"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0740740740740741	0.104938271604938	0.037037037037037	0.0185185185185185	0.0246913580246914	0.0432098765432099	0.037037037037037	0.0123456790123457	0.0246913580246914	0.00617283950617284	0.00617283950617284	0.00617283950617284	0.0123456790123457	0.00617283950617284	0	0.0123456790123457	0	0	0.00617283950617284	0.0123456790123457	0.00617283950617284	0	0.00617283950617284	0.00617283950617284	0	0.0185185185185185	0.00617283950617284	0	0	0	0	0	0.0123456790123457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Anonychomyrma_gilberti"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0793650793650794	0.0952380952380952	0.0317460317460317	0.0238095238095238	0.0634920634920635	0.00793650793650794	0	0.0158730158730159	0.0634920634920635	0	0.0238095238095238	0	0.00793650793650794	0	0.00793650793650794	0.0158730158730159	0	0.00793650793650794	0	0	0	0.0158730158730159	0.00793650793650794	0	0.00793650793650794	0	0	0	0	0	0	0.00793650793650794	0	0	0	0.00793650793650794	0	0	0	0	0	0.00793650793650794	0	0	0	0	0	0
"Crematogaster_pythia"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.130952380952381	0.0714285714285714	0.107142857142857	0.0119047619047619	0	0.0119047619047619	0.0357142857142857	0.0119047619047619	0.0119047619047619	0.0119047619047619	0	0	0	0	0.0119047619047619	0	0	0.0238095238095238	0	0	0	0	0	0.0119047619047619	0	0	0	0.0119047619047619	0.0119047619047619	0	0.0119047619047619	0	0	0	0	0	0	0	0	0	0	0	0.0119047619047619	0	0	0	0	0
"Polyrhachis_foreli"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.146341463414634	0.0121951219512195	0.0121951219512195	0	0.024390243902439	0	0.0121951219512195	0.0121951219512195	0	0.0487804878048781	0.0609756097560976	0.0731707317073171	0	0	0.024390243902439	0	0.024390243902439	0	0	0	0	0	0.0121951219512195	0	0	0	0.0121951219512195	0	0	0	0	0	0	0	0	0.0121951219512195	0	0	0	0	0	0	0	0	0.0121951219512195	0	0	0
"Technomyrmex_albipes_"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0405405405405405	0.175675675675676	0.0945945945945946	0.027027027027027	0	0.0135135135135135	0.027027027027027	0	0	0.0135135135135135	0.0135135135135135	0	0	0.0135135135135135	0.0135135135135135	0.0135135135135135	0	0.0135135135135135	0.027027027027027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0135135135135135
"Paratrechina_vaga"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0294117647058824	0.0441176470588235	0.102941176470588	0.117647058823529	0	0.0441176470588235	0.0294117647058824	0	0	0	0	0	0.0294117647058824	0.0441176470588235	0	0	0	0	0	0.0147058823529412	0	0	0	0	0	0	0	0	0.0147058823529412	0	0	0	0	0	0	0	0	0.0147058823529412	0.0147058823529412	0	0	0	0	0	0	0	0	0
"Pheidole_platypus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0645161290322581	0.0645161290322581	0.129032258064516	0.0806451612903226	0	0.0645161290322581	0.0161290322580645	0	0	0	0	0	0	0.032258064516129	0	0	0	0	0	0.0161290322580645	0	0	0	0	0	0.0161290322580645	0	0	0.0161290322580645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Monomorium_floricola"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0769230769230769	0.0769230769230769	0.0576923076923077	0.0384615384615385	0.0192307692307692	0.0384615384615385	0.0576923076923077	0.0192307692307692	0.0192307692307692	0.0384615384615385	0	0	0.0192307692307692	0	0	0	0	0	0	0	0	0	0	0	0.0192307692307692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0192307692307692	0	0	0	0	0	0	0
"Camponotus_vitreus"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0652173913043478	0.0217391304347826	0.152173913043478	0.0217391304347826	0.0217391304347826	0	0	0	0	0.0217391304347826	0.0434782608695652	0	0	0	0	0.0217391304347826	0	0	0.0434782608695652	0.0217391304347826	0	0	0.0217391304347826	0	0	0	0	0.0217391304347826	0	0	0	0.0217391304347826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
